any;municipi;concepte;indicador;estat;valor
2017;Abrera;renda familiar disponible bruta;valor (milers €);;213583
2017;Abrera;renda familiar disponible bruta;per habitant (€);;17437
2017;Abrera;renda familiar disponible bruta;per habitant (índex Catalunya=100);;99,8
2017;Agramunt;renda familiar disponible bruta;valor (milers €);;81181
2017;Agramunt;renda familiar disponible bruta;per habitant (€);;15115
2017;Agramunt;renda familiar disponible bruta;per habitant (índex Catalunya=100);;86,5
2017;Aiguafreda;renda familiar disponible bruta;valor (milers €);;43780
2017;Aiguafreda;renda familiar disponible bruta;per habitant (€);;17514
2017;Aiguafreda;renda familiar disponible bruta;per habitant (índex Catalunya=100);;100,2
2017;Aitona;renda familiar disponible bruta;valor (milers €);;29516
2017;Aitona;renda familiar disponible bruta;per habitant (€);;11808
2017;Aitona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;67,6
2017;Albatàrrec;renda familiar disponible bruta;valor (milers €);;27408
2017;Albatàrrec;renda familiar disponible bruta;per habitant (€);;12113
2017;Albatàrrec;renda familiar disponible bruta;per habitant (índex Catalunya=100);;69,3
2017;Albesa;renda familiar disponible bruta;valor (milers €);;22227
2017;Albesa;renda familiar disponible bruta;per habitant (€);;14247
2017;Albesa;renda familiar disponible bruta;per habitant (índex Catalunya=100);;81,5
2017;Albinyana;renda familiar disponible bruta;valor (milers €);;31584
2017;Albinyana;renda familiar disponible bruta;per habitant (€);;13469
2017;Albinyana;renda familiar disponible bruta;per habitant (índex Catalunya=100);;77,1
2017;Alcanar;renda familiar disponible bruta;valor (milers €);;118232
2017;Alcanar;renda familiar disponible bruta;per habitant (€);;12458
2017;Alcanar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;71,3
2017;Alcarràs;renda familiar disponible bruta;valor (milers €);;115465
2017;Alcarràs;renda familiar disponible bruta;per habitant (€);;12523
2017;Alcarràs;renda familiar disponible bruta;per habitant (índex Catalunya=100);;71,7
2017;Alcoletge;renda familiar disponible bruta;valor (milers €);;45109
2017;Alcoletge;renda familiar disponible bruta;per habitant (€);;13448
2017;Alcoletge;renda familiar disponible bruta;per habitant (índex Catalunya=100);;77
2017;Alcover;renda familiar disponible bruta;valor (milers €);;75264
2017;Alcover;renda familiar disponible bruta;per habitant (€);;14632
2017;Alcover;renda familiar disponible bruta;per habitant (índex Catalunya=100);;83,7
2017;Aldea, l';renda familiar disponible bruta;valor (milers €);;52648
2017;Aldea, l';renda familiar disponible bruta;per habitant (€);;12717
2017;Aldea, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;72,8
2017;Alella;renda familiar disponible bruta;valor (milers €);;262301
2017;Alella;renda familiar disponible bruta;per habitant (€);;27406
2017;Alella;renda familiar disponible bruta;per habitant (índex Catalunya=100);;156,9
2017;Alfarràs;renda familiar disponible bruta;valor (milers €);;36721
2017;Alfarràs;renda familiar disponible bruta;per habitant (€);;13123
2017;Alfarràs;renda familiar disponible bruta;per habitant (índex Catalunya=100);;75,1
2017;Alforja;renda familiar disponible bruta;valor (milers €);;22585
2017;Alforja;renda familiar disponible bruta;per habitant (€);;12515
2017;Alforja;renda familiar disponible bruta;per habitant (índex Catalunya=100);;71,6
2017;Alguaire;renda familiar disponible bruta;valor (milers €);;41518
2017;Alguaire;renda familiar disponible bruta;per habitant (€);;14320
2017;Alguaire;renda familiar disponible bruta;per habitant (índex Catalunya=100);;82
2017;Almacelles;renda familiar disponible bruta;valor (milers €);;90680
2017;Almacelles;renda familiar disponible bruta;per habitant (€);;13539
2017;Almacelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);;77,5
2017;Almenar;renda familiar disponible bruta;valor (milers €);;46409
2017;Almenar;renda familiar disponible bruta;per habitant (€);;13662
2017;Almenar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;78,2
2017;Almoster;renda familiar disponible bruta;valor (milers €);;27057
2017;Almoster;renda familiar disponible bruta;per habitant (€);;19896
2017;Almoster;renda familiar disponible bruta;per habitant (índex Catalunya=100);;113,9
2017;Alp;renda familiar disponible bruta;valor (milers €);;23399
2017;Alp;renda familiar disponible bruta;per habitant (€);;15329
2017;Alp;renda familiar disponible bruta;per habitant (índex Catalunya=100);;87,7
2017;Alpicat;renda familiar disponible bruta;valor (milers €);;110675
2017;Alpicat;renda familiar disponible bruta;per habitant (€);;18017
2017;Alpicat;renda familiar disponible bruta;per habitant (índex Catalunya=100);;103,1
2017;Altafulla;renda familiar disponible bruta;valor (milers €);;89487
2017;Altafulla;renda familiar disponible bruta;per habitant (€);;17493
2017;Altafulla;renda familiar disponible bruta;per habitant (índex Catalunya=100);;100,1
2017;Amer;renda familiar disponible bruta;valor (milers €);;37961
2017;Amer;renda familiar disponible bruta;per habitant (€);;17124
2017;Amer;renda familiar disponible bruta;per habitant (índex Catalunya=100);;98
2017;Ametlla de Mar, l';renda familiar disponible bruta;valor (milers €);;84476
2017;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (€);;12445
2017;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;71,2
2017;Ametlla del Vallès, l';renda familiar disponible bruta;valor (milers €);;182200
2017;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (€);;21675
2017;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;124,1
2017;Ampolla, l';renda familiar disponible bruta;valor (milers €);;43532
2017;Ampolla, l';renda familiar disponible bruta;per habitant (€);;13272
2017;Ampolla, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;76
2017;Amposta;renda familiar disponible bruta;valor (milers €);;261984
2017;Amposta;renda familiar disponible bruta;per habitant (€);;12600
2017;Amposta;renda familiar disponible bruta;per habitant (índex Catalunya=100);;72,1
2017;Anglès;renda familiar disponible bruta;valor (milers €);;80959
2017;Anglès;renda familiar disponible bruta;per habitant (€);;14936
2017;Anglès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;85,5
2017;Anglesola;renda familiar disponible bruta;valor (milers €);;18938
2017;Anglesola;renda familiar disponible bruta;per habitant (€);;14357
2017;Anglesola;renda familiar disponible bruta;per habitant (índex Catalunya=100);;82,2
2017;Arbeca;renda familiar disponible bruta;valor (milers €);;29146
2017;Arbeca;renda familiar disponible bruta;per habitant (€);;13223
2017;Arbeca;renda familiar disponible bruta;per habitant (índex Catalunya=100);;75,7
2017;Arboç, l';renda familiar disponible bruta;valor (milers €);;71460
2017;Arboç, l';renda familiar disponible bruta;per habitant (€);;13059
2017;Arboç, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;74,7
2017;Arbúcies;renda familiar disponible bruta;valor (milers €);;89788
2017;Arbúcies;renda familiar disponible bruta;per habitant (€);;14077
2017;Arbúcies;renda familiar disponible bruta;per habitant (índex Catalunya=100);;80,6
2017;Arenys de Mar;renda familiar disponible bruta;valor (milers €);;260045
