any;municipi;concepte;indicador;estat;valor
2009;Abrera;renda familiar disponible bruta;valor (milers €);;168484
2009;Abrera;renda familiar disponible bruta;per habitant (€);;14,9
2009;Abrera;renda familiar disponible bruta;per habitant (índex Catalunya=100);;85,3
2009;Agramunt;renda familiar disponible bruta;valor (milers €);;99616
2009;Agramunt;renda familiar disponible bruta;per habitant (€);;18,2
2009;Agramunt;renda familiar disponible bruta;per habitant (índex Catalunya=100);;104,5
2009;Alcanar;renda familiar disponible bruta;valor (milers €);;167338
2009;Alcanar;renda familiar disponible bruta;per habitant (€);;16,3
2009;Alcanar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;93,5
2009;Alcarràs;renda familiar disponible bruta;valor (milers €);;134390
2009;Alcarràs;renda familiar disponible bruta;per habitant (€);;17,3
2009;Alcarràs;renda familiar disponible bruta;per habitant (índex Catalunya=100);;99,5
2009;Alcover;renda familiar disponible bruta;valor (milers €);;83156
2009;Alcover;renda familiar disponible bruta;per habitant (€);;16,5
2009;Alcover;renda familiar disponible bruta;per habitant (índex Catalunya=100);;94,9
2009;Alella;renda familiar disponible bruta;valor (milers €);;252475
2009;Alella;renda familiar disponible bruta;per habitant (€);;26,9
2009;Alella;renda familiar disponible bruta;per habitant (índex Catalunya=100);;154,5
2009;Almacelles;renda familiar disponible bruta;valor (milers €);;106935
2009;Almacelles;renda familiar disponible bruta;per habitant (€);;16,7
2009;Almacelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);;95,6
2009;Alpicat;renda familiar disponible bruta;valor (milers €);;123512
2009;Alpicat;renda familiar disponible bruta;per habitant (€);;20,7
2009;Alpicat;renda familiar disponible bruta;per habitant (índex Catalunya=100);;118,7
2009;Ametlla de Mar, l';renda familiar disponible bruta;valor (milers €);;108942
2009;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (€);;14,6
2009;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;83,9
2009;Ametlla del Vallès, l';renda familiar disponible bruta;valor (milers €);;182124
2009;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (€);;23
2009;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;132
