any;municipi;edat any a any;sexe;concepte;estat;valor
2006;Abella de la Conca;total;homes;població;;102
2006;Abella de la Conca;total;dones;població;;84
2006;Abella de la Conca;total;total;població;;186
2006;Abrera;total;homes;població;;5277
2006;Abrera;total;dones;població;;4967
2006;Abrera;total;total;població;;10244
2006;Àger;total;homes;població;;270
2006;Àger;total;dones;població;;221
2006;Àger;total;total;població;;491
2006;Agramunt;total;homes;població;;2900
2006;Agramunt;total;dones;població;;2559
2006;Agramunt;total;total;població;;5459
2006;Aguilar de Segarra;total;homes;població;;133
2006;Aguilar de Segarra;total;dones;població;;117
2006;Aguilar de Segarra;total;total;població;;250
2006;Agullana;total;homes;població;;394
2006;Agullana;total;dones;població;;362
2006;Agullana;total;total;població;;756
2006;Aiguafreda;total;homes;població;;1151
2006;Aiguafreda;total;dones;població;;1222
2006;Aiguafreda;total;total;població;;2373
2006;Aiguamúrcia;total;homes;població;;429
2006;Aiguamúrcia;total;dones;població;;368
2006;Aiguamúrcia;total;total;població;;797
2006;Aiguaviva;total;homes;població;;292
2006;Aiguaviva;total;dones;població;;302
2006;Aiguaviva;total;total;població;;594
2006;Aitona;total;homes;població;;1241
2006;Aitona;total;dones;població;;1129
2006;Aitona;total;total;població;;2370
2006;Alamús, els;total;homes;població;;362
2006;Alamús, els;total;dones;població;;339
2006;Alamús, els;total;total;població;;701
2006;Alàs i Cerc;total;homes;població;;217
2006;Alàs i Cerc;total;dones;població;;187
2006;Alàs i Cerc;total;total;població;;404
2006;Albagés, l';total;homes;població;;263
2006;Albagés, l';total;dones;població;;229
2006;Albagés, l';total;total;població;;492
2006;Albanyà;total;homes;població;;72
2006;Albanyà;total;dones;població;;65
2006;Albanyà;total;total;població;;137
2006;Albatàrrec;total;homes;població;;814
2006;Albatàrrec;total;dones;població;;705
2006;Albatàrrec;total;total;població;;1519
2006;Albesa;total;homes;població;;799
2006;Albesa;total;dones;població;;788
2006;Albesa;total;total;població;;1587
2006;Albi, l';total;homes;població;;416
2006;Albi, l';total;dones;població;;395
2006;Albi, l';total;total;població;;811
2006;Albinyana;total;homes;població;;1104
2006;Albinyana;total;dones;població;;1036
2006;Albinyana;total;total;població;;2140
2006;Albiol, l';total;homes;població;;184
2006;Albiol, l';total;dones;població;;164
2006;Albiol, l';total;total;població;;348
2006;Albons;total;homes;població;;329
2006;Albons;total;dones;població;;291
2006;Albons;total;total;població;;620
2006;Alcanar;total;homes;població;;4975
2006;Alcanar;total;dones;població;;4645
2006;Alcanar;total;total;població;;9620
2006;Alcanó;total;homes;població;;123
2006;Alcanó;total;dones;població;;130
2006;Alcanó;total;total;població;;253
2006;Alcarràs;total;homes;població;;3082
2006;Alcarràs;total;dones;població;;2888
2006;Alcarràs;total;total;població;;5970
2006;Alcoletge;total;homes;població;;1202
2006;Alcoletge;total;dones;població;;1037
2006;Alcoletge;total;total;població;;2239
2006;Alcover;total;homes;població;;2323
2006;Alcover;total;dones;població;;2177
2006;Alcover;total;total;població;;4500
2006;Aldea, l';total;homes;població;;1995
2006;Aldea, l';total;dones;població;;1800
2006;Aldea, l';total;total;població;;3795
2006;Aldover;total;homes;població;;441
2006;Aldover;total;dones;població;;452
2006;Aldover;total;total;població;;893
2006;Aleixar, l';total;homes;població;;409
2006;Aleixar, l';total;dones;població;;406
2006;Aleixar, l';total;total;població;;815
2006;Alella;total;homes;població;;4444
2006;Alella;total;dones;població;;4569
2006;Alella;total;total;població;;9013
2006;Alfara de Carles;total;homes;població;;183
2006;Alfara de Carles;total;dones;població;;158
2006;Alfara de Carles;total;total;població;;341
2006;Alfarràs;total;homes;població;;1714
2006;Alfarràs;total;dones;població;;1560
2006;Alfarràs;total;total;població;;3274
2006;Alfés;total;homes;població;;170
2006;Alfés;total;dones;població;;151
2006;Alfés;total;total;població;;321
2006;Alforja;total;homes;població;;821
2006;Alforja;total;dones;població;;763
2006;Alforja;total;total;població;;1584
2006;Algerri;total;homes;població;;238
2006;Algerri;total;dones;població;;229
2006;Algerri;total;total;població;;467
2006;Alguaire;total;homes;població;;1607
2006;Alguaire;total;dones;població;;1481
2006;Alguaire;total;total;població;;3088
2006;Alins;total;homes;població;;130
2006;Alins;total;dones;població;;121
2006;Alins;total;total;població;;251
2006;Alió;total;homes;població;;197
2006;Alió;total;dones;població;;179
2006;Alió;total;total;població;;376
2006;Almacelles;total;homes;població;;3227
2006;Almacelles;total;dones;població;;2861
2006;Almacelles;total;total;població;;6088
2006;Almatret;total;homes;població;;232
2006;Almatret;total;dones;població;;211
2006;Almatret;total;total;població;;443
2006;Almenar;total;homes;població;;1874
2006;Almenar;total;dones;població;;1702
