"Any","Codi municipi","Municipi","Comarca","Població","Autocompostatge","Matèria orgànica","Poda i jardineria","Paper i cartró","Vidre","Envasos lleugers","Residus voluminosos + fusta","RAEE","Ferralla","Olis vegetals","Tèxtil","Runes","Residus en Petites Quantitats (RPQ)","Piles","Medicaments","Altres recollides selectives","Total Recollida Selectiva","R.S. / R.M. % total","Kg/hab/any recollida selectiva","Resta a Dipòsit","Resta a Incineració","Resta a Tractament Mecànic Biològic","Resta (sense desglossar)","Suma Fracció Resta","F.R. / R.M. %","Generació Residus Municipal Totals","Kg / hab / dia","Kg / hab / any"
"2012","251728","Ponts","Noguera","2.698","0,00","195,20","0,00","30,87","42,02","27,45","13,98","2,61","0,79","0,00","0,20","0,00","0,13","0,00","0,40","0,19","313,85","25,60","116,33","911,93","0,00","0,00","0,00","911,93","74,40","1.225,78","1,24","454,33"
"2012","171371","Porqueres","Pla de l'Estany","4.491","16,90","157,64","225,27","125,26","97,16","73,63","24,75","7,79","5,47","0,99","6,77","27,77","0,91","0,28","0,16","7,91","778,66","39,96","173,38","1.170,07","0,00","0,00","0,00","1.170,07","60,04","1.948,73","1,19","433,92"
"2012","431140","Porrera","Priorat","465","0,00","52,10","0,00","27,46","14,59","11,99","0,00","0,14","0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,00","106,46","59,01","228,95","73,96","0,00","0,00","0,00","73,96","40,99","180,42","1,06","388,01"
"2012","171404","Port de la Selva, el","Alt Empordà","1.011","0,00","0,00","0,00","37,67","87,80","19,44","179,68","0,71","0,08","0,00","0,00","0,00","0,13","0,02","0,06","0,13","325,72","21,29","322,18","1.204,07","0,00","0,00","0,00","1.204,07","78,71","1.529,79","4,15","1.513,14"
"2012","171387","Portbou","Alt Empordà","1.296","1,80","0,00","0,00","49,22","46,71","18,26","26,78","0,96","0,08","0,00","0,00","0,00","0,13","0,13","0,08","0,13","144,28","17,36","111,33","686,71","0,00","0,00","0,00","686,71","82,64","830,99","1,76","641,19"
"2012","251749","Portella, la","Segrià","772","0,00","21,93","0,00","9,46","10,53","6,39","16,22","0,53","0,00","0,00","1,40","0,00","0,00","0,00","0,08","0,00","66,53","21,60","86,18","241,51","0,00","0,00","0,00","241,51","78,40","308,04","1,09","399,02"
"2012","431153","Pradell de la Teixeta","Priorat","199","0,00","10,47","0,00","11,97","6,36","5,23","0,00","0,06","0,00","0,00","0,00","0,00","0,00","0,00","0,08","0,00","34,17","34,57","171,70","64,66","0,00","0,00","0,00","64,66","65,43","98,83","1,36","496,62"
"2012","431166","Prades","Baix Camp","651","0,00","39,33","0,00","29,38","30,24","15,39","16,82","0,22","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","131,43","33,69","201,89","0,00","0,00","258,73","0,00","258,73","66,31","390,17","1,64","599,33"
"2012","431172","Prat de Comte","Terra Alta","183","0,00","22,24","0,00","11,15","5,93","4,87","0,00","0,09","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","44,28","77,02","241,94","13,21","0,00","0,00","0,00","13,21","22,98","57,49","0,86","314,13"
"2012","81691","Prat de Llobregat, el","Baix Llobregat","63.162","0,00","2.424,10","547,72","1.398,20","872,13","807,68","917,48","196,15","53,89","7,36","120,19","2.100,62","16,50","5,86","6,14","1.051,23","10.525,26","37,82","166,64","4.777,03","409,67","12.120,89","0,00","17.307,59","62,18","27.832,85","1,21","440,66"
"2012","431188","Pratdip","Baix Camp","848","0,00","26,71","209,90","21,22","27,79","16,14","31,18","0,81","0,00","0,12","1,74","0,00","0,00","0,00","0,07","0,00","335,67","59,87","395,84","0,00","0,00","224,99","0,00","224,99","40,13","560,67","1,81","661,16"
"2012","81712","Prats de Lluçanès","Osona","2.659","0,20","172,85","0,48","177,67","52,09","71,90","8,88","1,50","11,20","1,26","0,00","2,40","3,67","0,90","0,24","5,37","510,60","38,56","192,03","813,52","0,00","0,00","0,00","813,52","61,44","1.324,12","1,36","497,98"
"2012","81705","Prats de Rei, els","Anoia","534","2,80","22,48","0,00","6,00","10,93","6,79","7,52","0,63","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","57,19","23,37","107,10","187,52","0,00","0,00","0,00","187,52","76,63","244,71","1,26","458,26"
"2012","251752","Prats i Sansor","Cerdanya","296","0,00","0,00","0,00","13,67","11,31","3,83","0,21","0,14","0,15","0,00","0,00","0,00","0,01","0,00","0,02","0,01","29,34","15,50","99,14","160,02","0,00","0,00","0,00","160,02","84,50","189,36","1,75","639,75"
"2012","251765","Preixana","Urgell","410","2,80","26,12","0,00","10,20","6,69","7,49","0,00","0,49","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","53,80","34,15","131,23","103,75","0,00","0,00","0,00","103,75","65,85","157,55","1,05","384,28"
"2012","251771","Preixens","Noguera","471","0,00","31,81","0,00","5,45","7,52","4,83","1,67","0,35","0,02","0,00","0,01","0,00","0,04","0,01","0,07","0,01","51,77","28,46","109,92","130,12","0,00","0,00","0,00","130,12","71,54","181,89","1,06","386,18"
"2012","82303","Premià de Dalt","Maresme","10.289","0,00","1.351,72","124,07","215,32","229,22","183,30","230,08","18,42","8,19","0,63","0,84","101,43","2,73","0,21","0,90","2,31","2.469,37","49,68","240,00","0,00","0,00","2.501,31","0,00","2.501,31","50,32","4.970,68","1,32","483,11"
"2012","81727","Premià de Mar","Maresme","28.145","0,00","1.259,40","196,80","371,37","368,73","246,54","481,44","48,91","23,40","1,80","2,40","289,80","7,80","3,50","2,46","6,60","3.310,95","29,06","117,64","0,00","0,00","8.081,96","0,00","8.081,96","70,94","11.392,91","1,11","404,79"
"2012","171390","Preses, les","Garrotxa","1.752","0,00","96,27","15,52","68,92","39,40","34,27","43,56","1,42","1,66","0,08","6,10","10,33","0,94","0,05","0,11","1,20","319,84","28,02","182,56","821,42","0,00","0,00","0,00","821,42","71,98","1.141,26","1,78","651,40"
"2012","251790","Prullans","Cerdanya","240","0,00","0,00","0,00","13,67","11,31","3,83","0,21","0,12","0,15","0,00","0,00","0,00","0,01","0,00","0,02","0,01","29,32","15,49","122,17","160,02","0,00","0,00","0,00","160,02","84,51","189,34","2,16","788,92"
"2012","171411","Puigcerdà","Cerdanya","8.957","0,50","95,30","0,00","340,75","301,72","95,53","252,61","48,66","179,38","1,70","0,00","1,70","12,07","1,23","0,73","6,35","1.338,22","25,12","149,41","3.988,93","0,00","0,00","0,00","3.988,93","74,88","5.327,15","1,63","594,75"
"2012","81748","Puigdàlber","Alt Penedès","535","0,00","30,04","0,00","9,27","27,90","13,75","4,50","0,54","0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,00","86,04","32,10","160,82","182,00","0,00","0,00","0,00","182,00","67,90","268,04","1,37","501,01"
"2012","251804","Puiggròs","Garrigues","313","0,00","11,01","0,00","2,90","3,00","1,50","0,85","0,03","0,00","0,02","0,04","0,00","0,00","0,00","0,00","0,13","19,49","17,65","62,26","90,95","0,00","0,00","0,00","90,95","82,35","110,44","0,97","352,83"
"2012","431191","Puigpelat","Alt Camp","1.024","0,00","58,84","0,00","16,52","19,83","20,28","22,66","0,39","0,00","0,32","0,00","0,00","0,00","0,00","0,12","0,17","139,14","41,74","135,88","0,00","0,00","194,21","0,00","194,21","58,26","333,35","0,89","325,54"
"2012","81751","Puig-reig","Berguedà","4.301","0,00","223,97","2,04","89,45","108,80","96,62","21,74","4,27","6,95","0,12","0,00","14,84","0,57","0,31","0,58","0,00","570,26","31,98","132,59","1.212,66","0,00","0,00","0,00","1.212,66","68,02","1.782,92","1,14","414,54"
"2012","251811","Puigverd d'Agramunt","Urgell","273","0,20","8,11","0,00","4,23","1,52","3,48","9,66","0,31","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","27,52","44,80","100,80","33,91","0,00","0,00","0,00","33,91","55,20","61,43","0,62","225,01"
"2012","251826","Puigverd de Lleida","Segrià","1.442","0,00","38,82","9,80","17,84","19,85","12,05","19,92","0,98","0,00","0,00","3,22","0,00","0,00","0,00","0,14","0,00","122,62","22,02","85,04","434,27","0,00","0,00","0,00","434,27","77,98","556,89","1,06","386,19"
"2012","81764","Pujalt","Anoia","205","11,00","0,00","0,00","6,43","13,12","4,98","2,94","0,24","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","38,73","34,57","188,92","73,31","0,00","0,00","0,00","73,31","65,43","112,04","1,50","546,53"
"2012","81770","Quar, la","Berguedà","62","2,40","0,00","0,06","0,18","0,08","0,34","0,68","0,13","0,22","0,00","0,00","0,46","0,02","0,01","0,01","0,00","4,59","16,49","74,10","23,26","0,00","0,00","0,00","23,26","83,51","27,85","1,23","449,26"
"2012","171426","Quart","Gironès","3.255","3,50","117,40","0,00","83,32","74,50","65,22","38,23","6,37","0,00","1,37","0,00","0,00","0,00","0,00","0,19","0,00","390,10","33,43","119,85","776,93","0,00","0,00","0,00","776,93","66,57","1.167,03","0,98","358,53"
"2012","170433","Queralbs","Ripollès","178","0,00","12,29","0,00","8,74","18,49","2,98","8,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","51,36","32,91","288,56","104,72","0,00","0,00","0,00","104,72","67,09","156,08","2,40","876,87"
"2012","431205","Querol","Alt Camp","559","0,00","10,96","0,00","7,17","13,24","6,65","2,35","0,22","0,00","0,02","0,00","0,00","0,00","0,00","0,07","0,00","40,67","12,90","72,76","0,00","0,00","274,67","0,00","274,67","87,10","315,34","1,55","564,12"
"2012","171432","Rabós","Alt Empordà","206","0,00","0,00","0,00","4,66","15,73","4,30","0,00","0,20","0,08","0,00","0,00","0,00","0,13","0,02","0,01","0,13","25,26","22,61","122,62","86,45","0,00","0,00","0,00","86,45","77,39","111,71","1,49","542,28"
"2012","81786","Rajadell","Bages","543","12,00","40,60","0,00","13,80","20,09","12,25","0,00","0,56","0,00","0,00","1,57","0,00","0,00","0,00","0,06","0,00","100,93","38,81","185,87","159,10","0,00","0,00","0,00","159,10","61,19","260,03","1,31","478,88"
"2012","431212","Rasquera","Ribera d'Ebre","933","0,00","84,61","0,00","56,46","30,00","24,64","0,00","0,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","195,89","78,12","209,96","54,86","0,00","0,00","0,00","54,86","21,88","250,75","0,74","268,76"
"2012","171447","Regencós","Baix Empordà","295","2,40","6,87","0,24","5,73","6,59","3,50","0,29","0,50","0,10","0,01","0,01","0,49","0,02","0,00","0,02","0,17","26,93","17,06","91,28","130,90","0,00","0,00","0,00","130,90","82,94","157,83","1,47","535,00"
"2012","81799","Rellinars","Vallès Occidental","735","63,70","0,00","46,50","23,00","26,98","22,40","35,50","1,24","1,88","0,16","4,02","29,84","0,00","0,00","0,06","0,80","256,08","38,87","348,41","0,00","0,00","402,68","0,00","402,68","61,13","658,76","2,46","896,27"
"2012","431227","Renau","Tarragonès","137","0,00","0,00","0,01","6,35","4,36","4,40","4,83","0,07","0,05","0,00","0,00","0,86","0,10","0,00","0,01","0,01","21,06","43,10","153,69","0,00","27,80","0,00","0,00","27,80","56,90","48,86","0,98","356,61"
"2012","431233","Reus","Baix Camp","107.211","35,80","2.920,78","1.437,49","2.719,19","1.090,68","1.144,84","1.059,52","40,83","0,00","8,70","133,22","0,00","0,00","2,00","8,28","6,50","10.607,82","25,00","98,94","0,00","31.817,34","0,00","0,00","31.817,34","75,00","42.425,16","1,08","395,72"
"2012","251832","Rialp","Pallars Sobirà","680","12,40","0,00","0,06","32,91","29,78","12,24","11,62","4,35","7,77","0,08","0,62","4,84","0,29","0,05","0,00","6,63","123,65","33,36","181,83","247,04","0,00","0,00","0,00","247,04","66,64","370,69","1,49","545,13"
"2012","431248","Riba, la","Alt Camp","659","0,00","24,74","0,00","10,04","14,97","7,75","6,57","0,25","0,00","0,00","0,00","0,00","0,00","0,00","0,08","0,00","64,40","24,02","97,73","0,00","203,71","0,00","0,00","203,71","75,98","268,11","1,11","406,85"
"2012","431251","Riba-roja d'Ebre","Ribera d'Ebre","1.316","0,00","119,34","24,84","79,65","41,40","35,46","11,67","2,33","0,00","0,19","0,00","0,00","0,67","0,06","0,00","0,21","315,82","53,01","239,99","279,95","0,00","0,00","0,00","279,95","46,99","595,77","1,24","452,72"
"2012","259059","Ribera d'Ondara","Segarra","447","1,60","39,10","0,00","9,65","9,66","12,03","1,70","1,06","0,71","0,06","0,00","0,00","0,15","0,05","0,06","0,03","75,85","50,07","169,69","75,63","0,00","0,00","0,00","75,63","49,93","151,48","0,93","338,89"
"2012","251850","Ribera d'Urgellet","Alt Urgell","997","0,00","77,15","8,92","44,25","29,66","25,50","16,90","9,84","2,25","0,18","0,33","8,18","2,08","0,06","0,10","2,44","227,85","50,65","228,53","222,03","0,00","0,00","0,00","222,03","49,35","449,88","1,24","451,23"
"2012","171450","Ribes de Freser","Ripollès","1.914","0,00","132,54","0,00","59,45","71,88","32,52","69,54","0,02","0,00","0,00","4,01","0,00","0,00","0,00","0,19","0,00","370,15","33,11","193,39","747,64","0,00","0,00","0,00","747,64","66,89","1.117,79","1,60","584,01"
"2012","171463","Riells i Viabrea","Selva","3.980","14,20","151,94","51,82","56,85","51,68","55,29","93,57","1,49","1,15","0,85","0,95","106,15","3,16","0,19","0,27","3,47","593,02","28,37","149,00","1.497,05","0,00","0,00","0,00","1.497,05","71,63","2.090,07","1,44","525,14"
"2012","431264","Riera de Gaià, la","Tarragonès","1.691","0,00","0,00","124,46","35,71","37,16","26,88","120,08","5,51","1,20","0,08","0,07","16,85","0,62","0,01","0,12","0,14","368,89","41,37","218,15","0,00","522,73","0,00","0,00","522,73","58,63","891,62","1,44","527,27"
"2012","251863","Riner","Solsonès","294","8,10","0,00","0,00","11,72","11,10","5,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,00","36,61","39,00","124,53","57,27","0,00","0,00","0,00","57,27","61,00","93,88","0,87","319,32"
"2012","171479","Ripoll","Ripollès","10.904","0,00","458,08","35,82","457,72","275,63","188,15","708,80","58,10","108,01","4,66","67,31","715,85","7,51","1,48","1,07","39,75","3.127,94","48,27","286,86","3.351,69","0,00","0,00","0,00","3.351,69","51,73","6.479,63","1,63","594,24"
"2012","81803","Ripollet","Vallès Occidental","37.422","0,00","1.611,76","29,63","468,54","505,00","386,76","527,57","75,16","4,32","3,48","2,03","388,25","3,17","1,99","2,87","117,31","4.127,84","33,27","110,31","0,00","0,00","8.277,56","0,00","8.277,56","66,73","12.405,40","0,91","331,50"
"2012","259139","Riu de Cerdanya","Cerdanya","116","0,00","0,00","0,00","5,35","4,43","1,50","0,21","0,08","0,15","0,00","0,00","0,00","0,01","0,00","0,01","0,01","11,74","15,80","101,20","62,58","0,00","0,00","0,00","62,58","84,20","74,32","1,76","640,68"
"2012","171485","Riudarenes","Selva","2.180","7,20","104,18","0,00","87,98","54,92","54,00","0,00","0,77","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","309,19","28,42","141,83","778,80","0,00","0,00","0,00","778,80","71,58","1.087,99","1,37","499,08"
"2012","171498","Riudaura","Garrotxa","438","3,30","0,00","0,00","14,77","13,23","8,35","6,70","0,11","0,03","0,00","0,00","0,18","0,02","0,00","0,03","0,02","46,74","30,75","106,72","105,26","0,00","0,00","0,00","105,26","69,25","152,00","0,95","347,04"
"2012","431270","Riudecanyes","Baix Camp","1.183","0,00","120,20","28,01","29,88","24,81","23,30","22,97","2,13","2,07","0,29","1,82","0,00","1,15","0,36","0,09","0,36","257,43","58,72","217,61","0,00","0,00","180,97","0,00","180,97","41,28","438,40","1,02","370,58"
"2012","431286","Riudecols","Baix Camp","1.289","0,00","65,45","0,56","16,65","19,69","14,99","7,03","0,83","0,45","0,05","1,19","0,00","0,25","0,08","0,10","0,08","127,40","22,50","98,83","0,00","0,00","438,90","0,00","438,90","77,50","566,30","1,20","439,33"
"2012","171501","Riudellots de la Selva","Selva","2.037","8,20","138,40","223,34","88,98","51,27","71,98","39,70","7,75","0,78","0,43","0,84","70,00","0,87","0,18","0,14","1,60","704,45","52,91","345,83","627,07","0,00","0,00","0,00","627,07","47,09","1.331,52","1,79","653,67"
"2012","431299","Riudoms","Baix Camp","6.530","0,00","592,72","15,32","145,23","100,62","142,16","14,70","2,24","0,00","0,70","0,00","0,00","0,00","0,00","0,50","0,00","1.014,19","39,84","155,31","0,00","0,00","1.531,52","0,00","1.531,52","60,16","2.545,71","1,07","389,85"
"2012","171518","Riumors","Alt Empordà","252","3,00","0,00","0,00","5,23","13,16","10,24","8,67","0,16","0,00","0,23","0,00","7,74","0,00","0,00","0,02","0,06","48,50","37,38","192,47","81,24","0,00","0,00","0,00","81,24","62,62","129,74","1,41","514,85"
"2012","81810","Roca del Vallès, la","Vallès Oriental","10.393","0,00","489,62","71,96","104,71","134,14","92,29","195,37","82,90","0,71","3,82","1,90","187,15","4,19","0,99","0,72","3,10","1.373,56","29,45","132,16","3.290,00","0,00","0,00","0,00","3.290,00","70,55","4.663,56","1,23","448,72"
"2012","431303","Rocafort de Queralt","Conca de Barberà","268","0,00","46,31","0,00","7,91","13,18","5,42","0,00","0,14","0,00","0,00","1,42","0,00","0,00","0,00","0,00","0,00","74,37","52,88","277,51","66,28","0,00","0,00","0,00","66,28","47,12","140,66","1,44","524,84"
"2012","431310","Roda de Berà","Tarragonès","6.299","0,00","282,44","11,53","98,15","96,88","87,12","13,18","4,86","0,57","0,09","12,88","23,36","0,26","0,52","0,44","0,10","632,39","10,30","100,39","1,78","5.506,46","1,76","0,00","5.510,00","89,70","6.142,39","2,67","975,14"
"2012","81831","Roda de Ter","Osona","6.172","24,40","493,89","3,79","338,75","145,77","149,76","51,28","9,33","6,45","0,61","0,00","26,32","1,61","0,42","0,55","5,51","1.258,42","76,81","203,89","379,98","0,00","0,00","0,00","379,98","23,19","1.638,40","0,73","265,46"
"2012","431325","Rodonyà","Alt Camp","508","0,00","81,34","0,00","18,70","16,54","16,90","26,78","0,20","0,00","0,20","0,00","0,00","0,00","0,00","0,06","0,10","160,82","48,09","316,57","0,00","0,00","173,62","0,00","173,62","51,91","334,44","1,80","658,34"
"2012","431331","Roquetes","Baix Ebre","8.333","0,00","394,58","55,00","224,92","124,42","146,71","110,95","18,23","13,04","0,78","12,14","273,27","5,51","0,72","0,74","3,93","1.384,94","42,47","166,20","1.875,71","0,00","0,00","0,00","1.875,71","57,53","3.260,65","1,07","391,29"
"2012","171523","Roses","Alt Empordà","19.896","6,00","172,86","2.846,13","856,30","718,80","387,06","2.328,47","23,18","20,78","1,97","38,41","3.662,00","4,95","1,10","1,20","2,98","11.072,19","45,60","556,50","13.210,00","0,00","0,00","0,00","13.210,00","54,40","24.282,19","3,34","1.220,46"
"2012","251898","Rosselló","Segrià","3.103","0,00","88,20","0,00","38,02","42,31","25,68","28,14","2,12","0,00","0,00","0,00","0,00","0,00","0,14","0,30","0,00","224,90","19,62","72,48","921,66","0,00","0,00","0,00","921,66","80,38","1.146,56","1,01","369,50"
"2012","431346","Rourell, el","Alt Camp","401","0,00","5,91","0,00","8,59","8,07","7,23","6,74","0,15","0,00","0,25","0,00","0,00","0,00","0,00","0,05","0,03","37,02","26,89","92,32","0,00","0,00","100,68","0,00","100,68","73,11","137,70","0,94","343,40"
"2012","81846","Rubí","Vallès Occidental","74.484","76,80","2.874,50","579,08","1.289,07","1.057,21","912,57","1.368,14","138,31","89,54","14,01","207,55","586,51","44,42","4,84","5,71","19,12","9.267,38","29,90","124,42","0,00","0,00","21.726,52","0,00","21.726,52","70,10","30.993,90","1,14","416,11"
"2012","81859","Rubió","Anoia","227","10,70","0,00","0,00","2,46","8,75","1,72","3,14","0,27","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","27,06","25,69","119,19","78,25","0,00","0,00","0,00","78,25","74,31","105,31","1,27","463,90"
"2012","171539","Rupià","Baix Empordà","248","3,90","9,16","0,84","7,01","6,25","4,50","1,01","0,66","0,37","0,02","0,05","1,72","0,08","0,01","0,01","0,59","36,18","25,67","145,90","104,75","0,00","0,00","0,00","104,75","74,33","140,93","1,56","568,28"
"2012","89019","Rupit i Pruit","Osona","307","0,00","40,09","0,00","23,80","19,40","13,98","0,00","0,15","0,00","0,24","0,04","0,00","0,00","0,00","0,03","0,00","97,73","62,14","318,33","59,53","0,00","0,00","0,00","59,53","37,86","157,26","1,40","512,24"
"2012","81878","Sabadell","Vallès Occidental","207.938","57,20","6.930,24","99,52","4.911,85","3.344,22","3.916,42","3.605,24","533,84","98,98","19,87","195,46","4.556,01","48,95","16,48","15,95","113,94","28.464,16","32,94","136,89","0,00","0,00","57.958,66","0,00","57.958,66","67,06","86.422,82","1,14","415,62"
"2012","81884","Sagàs","Berguedà","144","7,80","0,00","0,19","7,70","9,23","7,10","2,04","1,18","0,65","0,01","0,00","1,39","0,05","0,02","0,02","0,00","37,39","43,11","259,66","49,34","0,00","0,00","0,00","49,34","56,89","86,73","1,65","602,30"
"2012","251902","Salàs de Pallars","Pallars Jussà","368","0,00","14,61","3,29","11,34","9,69","6,06","8,13","0,28","0,51","0,05","0,14","0,00","0,05","0,05","0,06","0,35","54,62","34,04","148,41","105,82","0,00","0,00","0,00","105,82","65,96","160,44","1,19","435,96"
"2012","81901","Saldes","Berguedà","313","12,70","0,00","0,62","10,64","13,07","8,24","6,58","1,44","2,70","0,06","0,00","3,35","0,19","0,00","0,04","0,12","59,75","34,35","190,89","114,18","0,00","0,00","0,00","114,18","65,65","173,93","1,52","555,68"
"2012","171544","Sales de Llierca","Garrotxa","144","4,80","0,00","0,00","5,16","6,79","3,03","4,62","0,31","0,44","0,02","0,00","2,71","0,25","0,01","0,01","0,31","28,45","47,67","197,60","31,23","0,00","0,00","0,00","31,23","52,33","59,68","1,14","414,48"
"2012","81918","Sallent","Bages","6.875","0,00","286,35","26,22","143,74","108,30","114,26","91,06","23,99","17,59","0,45","1,20","210,00","1,08","0,51","0,72","2,28","1.027,75","35,37","149,49","1.878,34","0,00","0,00","0,00","1.878,34","64,63","2.906,09","1,16","422,70"
"2012","431359","Salomó","Tarragonès","540","0,00","0,00","28,62","24,86","16,39","15,75","48,77","1,00","1,77","0,15","0,67","1,03","0,35","0,00","0,04","0,12","139,52","39,50","258,37","0,00","213,69","0,00","0,00","213,69","60,50","353,21","1,79","654,10"
"2012","439057","Salou","Tarragonès","26.601","3,60","4.311,14","362,88","1.120,08","2.454,74","986,00","629,44","23,84","9,32","9,46","84,50","1.248,00","4,93","0,30","1,87","13,26","11.263,36","38,88","423,42","0,00","17.707,25","0,00","0,00","17.707,25","61,12","28.970,61","2,98","1.089,08"
"2012","171557","Salt","Gironès","30.146","0,00","1.038,98","61,71","578,23","260,28","387,82","213,31","79,76","10,94","4,35","1,68","444,00","14,71","1,20","1,74","7,71","3.106,42","31,43","103,05","618,56","6.157,85","0,00","0,00","6.776,41","68,57","9.882,83","0,90","327,83"
"2012","251919","Sanaüja","Segarra","458","1,40","40,13","0,00","9,89","9,90","12,33","1,74","1,08","0,73","0,06","0,00","0,00","0,15","0,05","0,06","0,03","77,55","50,02","169,33","77,49","0,00","0,00","0,00","77,49","49,98","155,04","0,93","338,53"
"2012","81944","Sant Adrià de Besòs","Barcelonès","34.482","0,00","695,00","264,72","592,54","477,42","387,26","1.197,09","59,41","0,12","1,04","1,57","1.636,38","2,35","2,86","3,94","367,82","5.689,51","35,03","165,00","131,12","2.791,21","7.628,73","0,00","10.551,06","64,97","16.240,57","1,29","470,99"
"2012","81957","Sant Agustí de Lluçanès","Osona","97","4,20","8,35","0,00","8,65","7,51","5,08","2,10","0,24","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","36,14","47,00","372,56","40,75","0,00","0,00","0,00","40,75","53,00","76,89","2,17","792,66"
"2012","81960","Sant Andreu de la Barca","Baix Llobregat","27.306","3,50","751,78","113,09","520,30","277,88","251,35","691,87","62,47","19,96","1,72","0,52","587,44","6,89","8,68","2,66","326,42","3.626,51","33,74","132,81","2,85","0,24","7.117,94","0,00","7.121,03","66,26","10.747,54","1,08","393,60"
"2012","81976","Sant Andreu de Llavaneres","Maresme","10.541","16,20","1.626,02","157,96","343,60","313,40","370,72","303,03","38,24","2,39","2,57","27,16","155,86","6,41","0,79","0,92","20,18","3.385,44","63,35","321,17","0,00","0,00","1.958,22","0,00","1.958,22","36,65","5.343,66","1,39","506,94"
"2012","171576","Sant Andreu Salou","Gironès","159","3,80","0,00","0,02","3,37","2,20","2,57","1,72","0,33","0,03","0,00","0,00","0,12","0,00","0,00","0,01","0,00","14,17","19,13","89,12","59,91","0,00","0,00","0,00","59,91","80,87","74,08","1,28","465,91"
"2012","171833","Sant Aniol de Finestres","Garrotxa","351","0,90","0,00","0,00","11,70","18,56","5,76","15,14","0,19","0,02","0,00","0,00","0,12","0,01","0,00","0,02","0,01","52,45","31,40","149,42","114,59","0,00","0,00","0,00","114,59","68,60","167,04","1,30","475,89"
"2012","81982","Sant Antoni de Vilamajor","Vallès Oriental","5.699","7,60","737,28","114,32","161,22","124,18","152,03","186,45","49,44","0,74","1,40","6,14","172,92","3,61","0,62","0,40","1,29","1.719,63","63,99","301,74","476,20","0,00","491,48","0,00","967,68","36,01","2.687,31","1,29","471,54"
"2012","81995","Sant Bartomeu del Grau","Osona","908","27,40","0,00","0,00","55,93","23,56","32,84","10,28","0,44","0,00","0,23","0,70","0,00","0,00","0,00","0,08","0,02","151,49","40,55","166,83","222,11","0,00","0,00","0,00","222,11","59,45","373,60","1,13","411,45"
"2012","82009","Sant Boi de Llobregat","Baix Llobregat","83.070","29,40","2.968,88","395,04","1.441,81","1.084,41","845,34","2.027,87","158,88","17,64","3,73","2,18","2.683,95","11,70","5,19","8,08","396,34","12.080,44","33,84","145,42","6.520,21","559,17","16.543,90","0,00","23.623,28","66,16","35.703,72","1,18","429,80"
"2012","82016","Sant Boi de Lluçanès","Osona","545","4,40","46,55","0,00","28,07","14,40","16,48","15,74","0,37","0,00","0,00","0,00","0,00","0,00","0,09","0,05","0,00","126,14","50,33","231,45","124,51","0,00","0,00","0,00","124,51","49,67","250,65","1,26","459,91"
"2012","431362","Sant Carles de la Ràpita","Montsià","15.232","0,00","1.302,18","75,82","498,31","355,56","490,09","345,36","24,35","85,66","0,86","31,73","450,11","0,85","1,05","1,33","1,40","3.664,66","49,51","240,59","3.737,85","0,00","0,00","0,00","3.737,85","50,49","7.402,51","1,33","485,98"
"2012","82037","Sant Cebrià de Vallalta","Maresme","3.337","0,00","98,52","652,51","65,68","68,72","53,67","231,11","5,77","0,00","1,63","14,13","180,22","0,94","0,09","0,29","0,68","1.373,95","50,17","411,73","0,00","0,00","1.364,76","0,00","1.364,76","49,83","2.738,71","2,25","820,71"
"2012","82021","Sant Celoni","Vallès Oriental","17.076","0,00","634,12","79,32","280,42","224,16","160,01","261,02","136,43","0,00","3,85","41,00","159,24","4,81","2,14","1,19","3,27","1.990,97","26,17","116,59","5.615,80","0,00","0,00","0,00","5.615,80","73,83","7.606,77","1,22","445,47"
"2012","82042","Sant Climent de Llobregat","Baix Llobregat","3.900","0,00","91,68","9,15","90,01","64,53","54,94","29,72","6,15","2,76","0,91","1,88","93,97","0,03","0,00","0,38","23,12","469,23","31,17","120,31","285,93","24,52","725,49","0,00","1.035,94","68,83","1.505,17","1,06","385,94"
"2012","171582","Sant Climent Sescebes","Alt Empordà","568","5,40","0,00","0,00","18,41","27,71","8,74","0,00","0,50","0,08","0,00","0,00","0,00","0,13","0,02","0,03","0,13","61,15","30,48","107,66","139,50","0,00","0,00","0,00","139,50","69,52","200,65","0,97","353,26"
