"Any","Codi municipi","Municipi","Comarca","Població","Autocompostatge","Matèria orgànica","Poda i jardineria","Paper i cartró","Vidre","Envasos lleugers","Residus voluminosos + fusta","RAEE","Ferralla","Olis vegetals","Tèxtil","Runes","Residus en Petites Quantitats (RPQ)","Piles","Medicaments","Altres recollides selectives","Total Recollida Selectiva","R.S. / R.M. % total","Kg/hab/any recollida selectiva","Resta a Dipòsit","Resta a Incineració","Resta a Tractament Mecànic Biològic","Resta (sense desglossar)","Suma Fracció Resta","F.R. / R.M. %","Generació Residus Municipal Totals","Kg / hab / dia","Kg / hab / any"
"2003","439039","Camarles","Baix Ebre","3.060","0,00","0,00","0,00","17,77","33,27","10,43","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","61,62","4,94","20,14","0,00","0,00","0,00","1.185,89","1.185,89","95,06","1.247,51","1,12","407,68"
"2003","430385","Cambrils","Baix Camp","23.555","0,00","1.039,30","0,00","370,70","443,72","78,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,67","0,81","155,52","2.089,22","9,87","88,70","0,00","0,00","0,00","19.076,00","19.076,00","90,13","21.165,22","2,46","898,54"
"2003","170353","Camós","Pla de l'Estany","661","0,00","0,00","0,52","23,20","8,47","8,32","0,90","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,01","8,24","49,70","17,71","75,19","0,00","0,00","0,00","230,99","230,99","82,29","280,69","1,16","424,65"
"2003","170366","Campdevànol","Ripollès","3.374","0,00","0,00","0,00","63,41","51,13","18,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,21","0,00","133,63","8,55","39,60","0,00","0,00","0,00","1.430,00","1.430,00","91,45","1.563,63","1,27","463,43"
"2003","170372","Campelles","Ripollès","124","0,00","0,00","0,00","1,62","4,99","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","7,00","5,74","56,44","0,00","0,00","0,00","115,00","115,00","94,26","122,00","2,70","983,86"
"2003","80399","Campins","Vallès Oriental","313","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01","0,01","0,04","0,00","0,00","0,00","212,48","212,48","99,99","212,49","1,86","678,89"
"2003","170388","Campllong","Gironès","338","0,00","0,00","0,00","25,60","46,48","16,97","22,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","111,74","41,47","330,58","0,00","0,00","0,00","157,72","157,72","58,53","269,46","2,18","797,21"
"2003","170391","Camprodon","Ripollès","2.343","0,00","0,00","0,00","24,31","37,12","5,22","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,14","0,00","66,79","4,01","28,51","0,00","0,00","0,00","1.600,00","1.600,00","95,99","1.666,79","1,95","711,39"
"2003","250637","Canejan","Val d'Aran","105","0,00","0,00","0,00","2,05","6,49","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","8,56","7,88","81,50","0,00","0,00","0,00","100,07","100,07","92,12","108,63","2,83","1.034,55"
"2003","170405","Canet d'Adri","Gironès","519","0,00","0,00","0,00","14,76","23,02","6,04","7,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","50,86","16,10","98,00","0,00","0,00","0,00","265,13","265,13","83,90","315,99","1,67","608,85"
"2003","80403","Canet de Mar","Maresme","11.722","0,00","0,00","19,00","184,55","149,69","55,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,25","0,50","210,20","620,08","8,50","52,90","0,00","0,00","0,00","6.678,88","6.678,88","91,50","7.298,96","1,71","622,67"
"2003","80410","Canovelles","Vallès Oriental","13.701","0,00","470,59","18,34","174,65","134,81","58,04","29,19","0,00","0,00","0,00","0,25","0,00","0,00","0,15","0,55","203,68","1.090,24","16,27","79,57","0,00","0,00","0,00","5.609,37","5.609,37","83,73","6.699,61","1,34","488,99"
"2003","80425","Cànoves i Samalús","Vallès Oriental","2.155","0,00","0,00","0,77","47,81","39,09","16,78","0,82","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,08","5,18","110,55","8,28","51,30","0,00","0,00","0,00","1.224,89","1.224,89","91,72","1.335,44","1,70","619,69"
"2003","170412","Cantallops","Alt Empordà","265","0,00","0,00","0,00","8,74","20,80","1,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","31,34","13,49","118,27","0,00","0,00","0,00","201,03","201,03","86,51","232,37","2,40","876,87"
"2003","80431","Canyelles","Garraf","2.485","0,00","0,00","0,00","37,11","47,20","16,01","137,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,08","0,00","237,79","14,50","95,69","0,00","0,00","0,00","1.402,00","1.402,00","85,50","1.639,79","1,81","659,87"
"2003","430398","Capafonts","Baix Camp","119","0,00","0,00","0,00","2,10","3,85","1,61","12,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","19,75","21,71","165,95","0,00","0,00","0,00","71,23","71,23","78,29","90,98","2,09","764,52"
"2003","430402","Capçanes","Priorat","401","0,00","0,00","0,00","9,93","6,06","1,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,07","0,00","18,05","10,97","45,01","0,00","0,00","0,00","146,53","146,53","89,03","164,58","1,12","410,42"
"2003","80446","Capellades","Anoia","5.111","0,00","0,00","0,00","89,52","98,00","16,80","65,80","0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,26","0,59","271,15","10,80","53,05","0,00","0,00","0,00","2.238,62","2.238,62","89,20","2.509,77","1,35","491,05"
"2003","170427","Capmany","Alt Empordà","481","0,00","0,00","0,00","8,31","21,80","2,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","32,82","11,05","68,23","0,00","0,00","0,00","264,21","264,21","88,95","297,03","1,69","617,52"
"2003","80459","Capolat","Berguedà","70","0,00","0,00","0,00","0,49","0,76","0,57","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","1,83","4,49","26,12","0,00","0,00","0,00","38,94","38,94","95,51","40,76","1,60","582,35"
"2003","80462","Cardedeu","Vallès Oriental","13.870","0,00","761,74","76,15","397,58","213,58","101,90","81,29","0,00","0,00","0,00","0,11","0,00","0,00","0,74","0,54","512,83","2.146,45","26,64","154,76","0,00","0,00","0,00","5.910,87","5.910,87","73,36","8.057,32","1,59","580,92"
"2003","80478","Cardona","Bages","5.312","0,00","0,00","0,00","159,51","69,66","42,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,55","0,35","0,00","272,79","12,78","51,35","0,00","0,00","0,00","1.862,51","1.862,51","87,22","2.135,30","1,10","401,98"
"2003","80484","Carme","Anoia","721","0,00","0,00","0,00","11,53","17,50","1,70","0,55","0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,04","0,71","32,22","3,33","44,68","0,00","0,00","0,00","936,00","936,00","96,67","968,22","3,68","1.342,88"
"2003","430419","Caseres","Terra Alta","323","0,00","0,00","0,00","7,84","4,78","1,57","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","14,19","10,93","43,94","0,00","0,00","0,00","115,67","115,67","89,07","129,86","1,10","402,06"
"2003","170448","Cassà de la Selva","Gironès","8.150","0,00","0,00","26,36","181,19","97,28","93,08","133,85","0,00","0,00","0,00","2,18","0,00","0,00","1,38","0,28","125,62","661,22","15,88","81,13","0,00","0,00","0,00","3.501,65","3.501,65","84,12","4.162,87","1,40","510,78"
"2003","80497","Casserres","Berguedà","1.547","0,00","0,00","0,29","40,54","40,63","17,03","5,19","0,00","0,00","0,00","0,00","0,00","0,00","0,11","0,19","22,53","126,51","18,54","81,78","0,00","0,00","0,00","556,01","556,01","81,46","682,52","1,21","441,19"
"2003","80575","Castell de l'Areny","Berguedà","66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01","0,02","0,11","0,00","0,00","0,00","34,22","34,22","99,98","34,22","1,42","518,54"
"2003","259046","Castell de Mur","Pallars Jussà","156","0,00","0,00","0,20","5,87","1,27","0,80","3,76","0,00","0,00","0,00","0,02","0,00","0,00","0,01","0,01","0,60","12,55","18,43","80,43","0,00","0,00","0,00","55,53","55,53","81,57","68,08","1,20","436,41"
"2003","250642","Castellar de la Ribera","Solsonès","162","0,00","0,00","0,00","3,31","2,39","0,36","1,01","0,00","0,00","0,00","0,02","0,00","0,00","0,01","0,01","1,47","8,58","15,72","52,95","0,00","0,00","0,00","46,00","46,00","84,28","54,58","0,92","336,90"
"2003","80522","Castellar de n'Hug","Berguedà","197","0,00","0,00","0,08","10,89","10,90","0,85","1,17","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,02","4,34","28,27","28,08","143,49","0,00","0,00","0,00","72,38","72,38","71,92","100,65","1,40","510,91"
"2003","80500","Castellar del Riu","Berguedà","138","0,00","0,00","0,00","1,37","2,04","2,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","5,83","7,66","42,21","0,00","0,00","0,00","70,20","70,20","92,34","76,03","1,51","550,93"
"2003","80517","Castellar del Vallès","Vallès Occidental","18.934","0,00","36,01","660,30","303,59","246,58","74,02","165,04","0,00","0,00","0,00","1,80","0,00","0,00","1,21","0,67","544,57","2.033,79","21,47","107,41","0,00","0,00","0,00","7.439,67","7.439,67","78,53","9.473,46","1,37","500,34"
"2003","80538","Castellbell i el Vilar","Bages","3.080","0,00","0,00","0,03","35,62","29,20","12,39","0,27","0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,19","0,52","78,41","4,20","25,46","0,00","0,00","0,00","1.787,02","1.787,02","95,80","1.865,43","1,66","605,66"
"2003","80543","Castellbisbal","Vallès Occidental","9.791","0,00","813,06","315,40","728,39","210,06","282,51","5,24","0,00","0,00","0,00","15,86","0,00","0,00","1,23","0,39","1.185,83","3.557,96","58,63","363,39","0,00","0,00","0,00","2.511,00","2.511,00","41,37","6.068,96","1,70","619,85"
"2003","80556","Castellcir","Vallès Oriental","452","0,00","0,00","3,52","24,77","15,70","7,40","14,53","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,02","24,70","90,68","33,34","200,63","0,00","0,00","0,00","181,31","181,31","66,66","272,00","1,65","601,77"
"2003","250674","Castelldans","Garrigues","962","0,00","0,00","0,00","4,65","11,60","3,63","0,84","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","20,73","5,59","21,55","0,00","0,00","0,00","349,86","349,86","94,41","370,59","1,06","385,22"
"2003","80569","Castelldefels","Baix Llobregat","52.405","0,00","1.365,03","4.286,53","1.282,83","913,51","340,41","2.462,00","0,00","0,00","0,00","6,12","0,00","0,00","4,15","2,66","1.383,89","12.047,14","33,45","229,89","0,00","0,00","0,00","23.963,00","23.963,00","66,55","36.010,14","1,88","687,15"
"2003","80581","Castellet i la Gornal","Alt Penedès","1.562","0,00","0,00","2,02","30,62","51,46","11,47","54,22","0,00","0,00","0,00","0,15","0,00","0,00","0,02","0,09","26,98","177,04","14,24","113,34","0,00","0,00","0,00","1.066,00","1.066,00","85,76","1.243,04","2,18","795,80"
"2003","170464","Castellfollit de la Roca","Garrotxa","984","0,00","0,00","0,05","42,51","23,54","11,15","30,37","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,04","4,52","112,18","26,51","114,01","0,00","0,00","0,00","311,03","311,03","73,49","423,21","1,18","430,09"
"2003","80608","Castellfollit de Riubregós","Anoia","217","0,00","0,00","0,00","6,00","4,10","0,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","10,91","8,60","50,29","0,00","0,00","0,00","115,91","115,91","91,40","126,82","1,60","584,43"
"2003","80594","Castellfollit del Boix","Bages","389","0,00","0,00","0,03","9,63","12,65","3,23","0,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,52","26,36","12,56","67,77","0,00","0,00","0,00","183,46","183,46","87,44","209,82","1,48","539,39"
"2003","80615","Castellgalí","Bages","1.066","0,00","0,00","0,09","12,17","11,41","4,96","1,37","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,06","2,66","32,88","5,00","30,85","0,00","0,00","0,00","625,42","625,42","95,00","658,30","1,69","617,55"
"2003","80620","Castellnou de Bages","Bages","670","0,00","0,00","0,05","9,86","11,06","3,49","0,19","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,70","25,39","3,03","37,90","0,00","0,00","0,00","812,74","812,74","96,97","838,13","3,43","1.250,94"
"2003","250680","Castellnou de Seana","Pla d'Urgell","697","0,00","0,00","0,02","16,10","11,05","5,58","0,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","1,10","34,10","10,59","48,93","0,00","0,00","0,00","288,05","288,05","89,41","322,15","1,27","462,20"
"2003","250693","Castelló de Farfanya","Noguera","570","0,00","0,00","0,00","2,75","8,80","2,97","1,95","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,04","1,31","17,83","5,62","31,28","0,00","0,00","0,00","299,26","299,26","94,38","317,09","1,52","556,29"
"2003","170470","Castelló d'Empúries","Alt Empordà","8.165","0,00","0,00","22,65","414,80","416,50","104,34","0,00","0,00","0,00","0,00","3,20","0,00","0,00","0,78","0,20","1.564,71","2.527,18","19,99","309,51","0,00","0,00","0,00","10.117,11","10.117,11","80,01","12.644,29","4,24","1.548,60"
"2003","80636","Castellolí","Anoia","441","0,00","0,00","0,00","17,50","19,90","2,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","40,02","15,16","90,75","0,00","0,00","0,00","223,96","223,96","84,84","263,98","1,64","598,60"
"2003","170486","Castell-Platja d'Aro","Baix Empordà","7.905","0,00","470,89","0,00","273,23","339,25","78,39","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,21","0,23","0,00","1.162,20","7,40","147,02","0,00","0,00","0,00","14.548,21","14.548,21","92,60","15.710,41","5,44","1.987,40"
"2003","250707","Castellserà","Urgell","1.123","0,00","0,00","0,00","15,39","9,75","3,96","21,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,00","50,16","11,90","44,67","0,00","0,00","0,00","371,38","371,38","88,10","421,54","1,03","375,37"
"2003","80641","Castellterçol","Vallès Oriental","2.168","0,00","0,00","13,72","52,42","42,26","11,34","56,65","0,00","0,00","0,00","0,00","0,00","0,00","0,25","0,09","96,34","273,08","23,14","125,96","0,00","0,00","0,00","907,02","907,02","76,86","1.180,09","1,49","544,32"
"2003","430424","Castellvell del Camp","Baix Camp","1.722","0,00","227,28","0,00","41,37","32,44","22,03","103,76","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","426,93","34,49","247,93","0,00","0,00","0,00","811,05","811,05","65,51","1.237,98","1,97","718,92"
"2003","80654","Castellví de la Marca","Alt Penedès","1.497","0,00","66,76","5,06","29,29","44,86","11,72","32,60","0,00","0,00","0,00","0,38","0,00","0,00","0,06","0,09","67,45","258,28","25,29","172,53","0,00","0,00","0,00","763,00","763,00","74,71","1.021,28","1,87","682,22"
"2003","80667","Castellví de Rosanes","Baix Llobregat","1.281","0,00","0,00","0,00","16,21","37,70","10,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,07","0,00","64,16","3,78","50,08","0,00","0,00","0,00","1.634,00","1.634,00","96,22","1.698,16","3,63","1.325,65"
"2003","430430","Catllar, el","Tarragonès","2.847","0,00","0,00","0,00","44,91","62,12","9,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,11","0,00","116,34","5,36","40,86","0,00","0,00","0,00","2.054,00","2.054,00","94,64","2.170,34","2,09","762,32"
"2003","250714","Cava","Alt Urgell","54","0,00","3,71","0,80","2,45","1,48","0,79","0,68","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","1,73","11,66","39,54","215,94","0,00","0,00","0,00","17,83","17,83","60,46","29,49","1,50","546,13"
"2003","171899","Cellera de Ter, la","Selva","2.064","0,00","0,00","0,00","42,18","41,00","13,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,09","0,00","96,40","9,30","46,71","0,00","0,00","0,00","939,99","939,99","90,70","1.036,39","1,38","502,13"
"2003","170499","Celrà","Gironès","3.072","0,00","0,00","14,44","74,37","51,83","43,24","70,84","0,00","0,00","0,00","0,49","0,00","0,00","0,35","0,10","110,56","366,22","23,53","119,21","0,00","0,00","0,00","1.190,04","1.190,04","76,47","1.556,26","1,39","506,60"
"2003","80673","Centelles","Osona","6.155","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,76","0,00","0,00","1,76","0,06","0,29","0,00","0,00","0,00","2.737,67","2.737,67","99,94","2.739,43","1,22","445,07"
"2003","82687","Cercs","Berguedà","1.376","0,00","0,00","0,00","29,12","49,26","14,49","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,17","0,00","93,04","13,75","67,62","0,00","0,00","0,00","583,74","583,74","86,25","676,79","1,35","491,85"
"2003","82665","Cerdanyola del Vallès","Vallès Occidental","55.731","0,00","723,32","648,28","1.162,73","588,40","188,00","426,44","0,00","0,00","0,00","6,22","0,00","0,00","3,50","2,25","1.071,77","4.820,91","16,69","86,50","0,00","0,00","0,00","24.056,00","24.056,00","83,31","28.876,91","1,42","518,15"
"2003","80689","Cervelló","Baix Llobregat","6.848","0,00","0,00","0,00","121,69","96,00","37,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,36","0,00","256,10","6,18","37,40","0,00","0,00","0,00","3.891,10","3.891,10","93,82","4.147,20","1,66","605,61"
"2003","250729","Cervera","Segarra","8.424","0,00","772,73","0,01","227,18","180,54","404,95","48,63","0,00","0,00","0,00","0,00","0,00","0,00","0,35","0,43","30,88","1.665,71","38,71","197,73","0,00","0,00","0,00","2.636,99","2.636,99","61,29","4.302,70","1,40","510,77"
"2003","250735","Cervià de les Garrigues","Garrigues","842","0,00","0,00","0,00","7,80","15,21","7,07","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,09","30,67","8,92","36,43","0,00","0,00","0,00","313,14","313,14","91,08","343,81","1,12","408,33"
"2003","170502","Cervià de Ter","Gironès","702","0,00","0,00","0,19","34,26","17,03","18,94","16,99","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,02","1,42","88,86","34,13","126,58","0,00","0,00","0,00","171,52","171,52","65,87","260,38","1,02","370,91"
"2003","170519","Cistella","Alt Empordà","232","0,00","0,00","0,00","5,49","6,20","1,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","13,21","15,47","56,93","0,00","0,00","0,00","72,17","72,17","84,53","85,38","1,01","368,01"
"2003","250740","Ciutadilla","Urgell","233","0,00","0,00","0,00","4,99","2,85","1,74","3,83","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","13,42","15,82","57,58","0,00","0,00","0,00","71,41","71,41","84,18","84,83","1,00","364,06"
"2003","250753","Clariana de Cardener","Solsonès","153","0,00","0,00","0,00","11,01","4,68","2,47","1,01","0,00","0,00","0,00","0,02","0,00","0,00","0,01","0,01","1,47","20,68","31,02","135,19","0,00","0,00","0,00","46,00","46,00","68,98","66,68","1,19","435,84"
"2003","250766","Cogul, el","Garrigues","224","0,00","0,00","0,00","1,39","1,60","1,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,14","4,67","18,49","0,00","0,00","0,00","84,59","84,59","95,33","88,73","1,09","396,12"
"2003","170545","Colera","Alt Empordà","613","0,00","0,00","0,00","2,72","27,60","3,33","0,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,21","34,03","7,80","55,51","0,00","0,00","0,00","402,17","402,17","92,20","436,20","1,95","711,58"
"2003","250772","Coll de Nargó","Alt Urgell","577","0,00","0,00","0,00","18,98","13,65","6,95","6,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","46,48","26,94","80,56","0,00","0,00","0,00","126,04","126,04","73,06","172,52","0,82","299,00"
"2003","80692","Collbató","Baix Llobregat","2.752","0,00","0,00","0,00","88,85","70,40","30,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,14","0,00","190,08","10,84","69,07","0,00","0,00","0,00","1.563,26","1.563,26","89,16","1.753,34","1,75","637,11"
"2003","430458","Colldejou","Baix Camp","192","0,00","0,00","0,00","0,66","2,58","0,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","3,67","4,97","19,11","0,00","0,00","0,00","70,12","70,12","95,03","73,79","1,05","384,32"
"2003","80706","Collsuspina","Osona","283","0,00","0,00","0,00","0,00","20,00","34,84","12,39","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","67,23","34,70","237,56","0,00","0,00","0,00","126,52","126,52","65,30","193,75","1,88","684,63"
"2003","170558","Colomers","Baix Empordà","206","0,00","0,00","0,00","4,82","6,38","4,01","0,76","0,00","0,00","0,00","0,04","0,00","0,00","0,01","0,01","0,00","16,02","11,16","77,75","0,00","0,00","0,00","127,52","127,52","88,84","143,54","1,91","696,79"
"2003","251636","Coma i la Pedra, la","Solsonès","242","0,00","0,00","0,00","5,30","8,25","0,58","1,01","0,00","0,00","0,00","0,02","0,00","0,00","0,01","0,02","1,47","16,66","9,81","68,84","0,00","0,00","0,00","153,19","153,19","90,19","169,85","1,92","701,86"
"2003","251615","Conca de Dalt","Pallars Jussà","426","0,00","0,00","0,55","13,60","1,27","1,76","10,15","0,00","0,00","0,00","0,04","0,00","0,00","0,01","0,03","0,60","28,01","15,06","65,75","0,00","0,00","0,00","158,03","158,03","84,94","186,04","1,20","436,71"
"2003","430461","Conesa","Conca de Barberà","123","0,00","0,00","0,00","2,45","2,61","0,99","0,18","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,59","6,83","11,60","55,50","0,00","0,00","0,00","52,00","52,00","88,40","58,83","1,31","478,27"
"2003","430477","Constantí","Tarragonès","5.314","0,00","477,62","7,15","103,65","33,76","37,48","0,00","0,00","0,00","0,00","1,03","0,00","0,00","0,81","0,21","363,15","1.024,86","36,18","192,86","0,00","0,00","0,00","1.807,98","1.807,98","63,82","2.832,84","1,46","533,09"
"2003","80713","Copons","Anoia","281","0,00","0,00","0,00","5,50","9,10","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","15,61","9,51","55,56","0,00","0,00","0,00","148,64","148,64","90,49","164,25","1,60","584,53"
"2003","80728","Corbera de Llobregat","Baix Llobregat","10.903","0,00","0,00","0,00","167,51","149,20","45,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,75","0,55","0,00","363,92","5,41","33,38","0,00","0,00","0,00","6.368,47","6.368,47","94,59","6.732,39","1,69","617,48"
"2003","430483","Corbera d'Ebre","Terra Alta","1.040","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01","0,00","0,01","0,00","0,00","0,00","370,06","370,06","100,00","370,07","0,97","355,84"
"2003","250788","Corbins","Segrià","1.133","0,00","0,00","0,00","7,96","15,60","5,30","15,73","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","44,64","9,09","39,40","0,00","0,00","0,00","446,47","446,47","90,91","491,11","1,19","433,46"
"2003","170577","Corçà","Baix Empordà","1.174","0,00","0,00","0,00","20,91","22,80","14,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,00","58,73","8,03","50,03","0,00","0,00","0,00","672,99","672,99","91,97","731,72","1,71","623,27"
"2003","80734","Cornellà de Llobregat","Baix Llobregat","82.817","0,00","274,55","442,72","1.265,51","922,67","537,91","0,00","0,00","0,00","0,00","0,28","0,00","0,00","2,26","4,59","810,93","4.261,42","11,49","51,46","0,00","0,00","0,00","32.841,00","32.841,00","88,51","37.102,42","1,23","448,00"
"2003","170561","Cornellà del Terri","Pla de l'Estany","1.918","0,00","0,00","1,22","121,64","51,23","25,00","2,11","0,00","0,00","0,00","0,00","0,00","0,00","0,11","0,04","19,45","220,80","13,90","115,12","0,00","0,00","0,00","1.367,65","1.367,65","86,10","1.588,45","2,27","828,18"
"2003","430496","Cornudella de Montsant","Priorat","863","0,00","0,00","0,00","21,00","12,81","4,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","38,16","10,97","44,21","0,00","0,00","0,00","309,74","309,74","89,03","347,90","1,10","403,12"
"2003","430509","Creixell","Tarragonès","2.326","0,00","0,00","0,00","9,58","42,80","6,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,09","0,00","59,40","1,62","25,54","0,00","0,00","0,00","3.614,52","3.614,52","98,38","3.673,92","4,33","1.579,50"
"2003","170583","Crespià","Pla de l'Estany","231","0,00","0,00","0,12","4,14","6,06","1,25","0,21","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","1,98","13,78","12,25","59,67","0,00","0,00","0,00","98,73","98,73","87,75","112,51","1,33","487,07"
"2003","179011","Cruïlles, Monells i Sant Sadurní de l'Heura","Baix Empordà","1.168","0,00","0,00","0,06","26,43","43,30","17,35","0,82","0,00","0,00","0,00","0,06","0,00","0,00","0,02","0,04","0,00","88,06","11,80","75,40","0,00","0,00","0,00","658,40","658,40","88,20","746,47","1,75","639,10"
"2003","80749","Cubelles","Garraf","8.548","0,00","484,19","13,04","137,07","147,90","46,40","1.897,66","0,00","0,00","0,00","0,87","0,00","0,00","0,48","0,29","92,42","2.820,31","35,36","329,94","0,00","0,00","0,00","5.155,00","5.155,00","64,64","7.975,31","2,56","933,00"
"2003","250791","Cubells","Noguera","381","0,00","0,00","0,00","4,70","5,60","3,66","1,95","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,02","1,31","17,25","8,47","45,28","0,00","0,00","0,00","186,54","186,54","91,53","203,79","1,47","534,89"
"2003","430516","Cunit","Baix Penedès","7.339","0,00","0,00","459,02","37,65","98,80","26,80","310,63","0,00","0,00","0,00","0,14","0,00","0,00","0,14","0,33","50,18","983,69","10,89","134,04","0,00","0,00","0,00","8.050,77","8.050,77","89,11","9.034,46","3,37","1.231,02"
"2003","170600","Darnius","Alt Empordà","519","0,00","0,00","0,00","13,43","29,40","3,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,12","46,95","17,69","90,47","0,00","0,00","0,00","218,43","218,43","82,31","265,38","1,40","511,33"
"2003","170617","Das","Cerdanya","159","0,00","0,00","0,02","7,54","7,10","1,42","0,82","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","1,01","17,92","10,20","112,72","0,00","0,00","0,00","157,75","157,75","89,80","175,68","3,03","1.104,88"
"2003","439018","Deltebre","Baix Ebre","10.697","0,00","38,31","346,60","121,78","150,98","33,79","143,67","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,55","691,77","1.528,10","23,86","142,85","0,00","0,00","0,00","4.876,16","4.876,16","76,14","6.404,26","1,64","598,70"
"2003","80752","Dosrius","Maresme","3.504","0,00","0,00","2,40","81,32","58,71","35,80","7,93","0,00","0,00","0,00","0,29","0,00","0,00","0,00","0,12","16,50","203,06","5,09","57,95","0,00","0,00","0,00","3.783,28","3.783,28","94,91","3.986,34","3,12","1.137,65"
"2003","430537","Duesaigües","Baix Camp","187","0,00","0,00","0,00","2,62","2,60","2,26","9,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","16,99","15,67","90,84","0,00","0,00","0,00","91,45","91,45","84,33","108,44","1,59","579,88"
