any;municipi;edat any a any;sexe;concepte;estat;valor
2014;Abella de la Conca;total;homes;població;;94
2014;Abella de la Conca;total;dones;població;;76
2014;Abella de la Conca;total;total;població;;170
2014;Abrera;total;homes;població;;6167
2014;Abrera;total;dones;població;;5958
2014;Abrera;total;total;població;;12125
2014;Àger;total;homes;població;;314
2014;Àger;total;dones;població;;280
2014;Àger;total;total;població;;594
2014;Agramunt;total;homes;població;;2777
2014;Agramunt;total;dones;població;;2738
2014;Agramunt;total;total;població;;5515
2014;Aguilar de Segarra;total;homes;població;;132
2014;Aguilar de Segarra;total;dones;població;;119
2014;Aguilar de Segarra;total;total;població;;251
2014;Agullana;total;homes;població;;414
2014;Agullana;total;dones;població;;412
2014;Agullana;total;total;població;;826
2014;Aiguafreda;total;homes;població;;1194
2014;Aiguafreda;total;dones;població;;1304
2014;Aiguafreda;total;total;població;;2498
2014;Aiguamúrcia;total;homes;població;;487
2014;Aiguamúrcia;total;dones;població;;422
2014;Aiguamúrcia;total;total;població;;909
2014;Aiguaviva;total;homes;població;;392
2014;Aiguaviva;total;dones;població;;391
2014;Aiguaviva;total;total;població;;783
2014;Aitona;total;homes;població;;1225
2014;Aitona;total;dones;població;;1190
2014;Aitona;total;total;població;;2415
2014;Alamús, els;total;homes;població;;403
2014;Alamús, els;total;dones;població;;366
2014;Alamús, els;total;total;població;;769
2014;Alàs i Cerc;total;homes;població;;182
2014;Alàs i Cerc;total;dones;població;;174
2014;Alàs i Cerc;total;total;població;;356
2014;Albagés, l';total;homes;població;;220
2014;Albagés, l';total;dones;població;;199
2014;Albagés, l';total;total;població;;419
2014;Albanyà;total;homes;població;;85
2014;Albanyà;total;dones;població;;70
2014;Albanyà;total;total;població;;155
2014;Albatàrrec;total;homes;població;;1112
2014;Albatàrrec;total;dones;població;;1027
2014;Albatàrrec;total;total;població;;2139
2014;Albesa;total;homes;població;;856
2014;Albesa;total;dones;població;;752
2014;Albesa;total;total;població;;1608
2014;Albi, l';total;homes;població;;436
2014;Albi, l';total;dones;població;;398
2014;Albi, l';total;total;població;;834
2014;Albinyana;total;homes;població;;1181
2014;Albinyana;total;dones;població;;1154
2014;Albinyana;total;total;població;;2335
2014;Albiol, l';total;homes;població;;234
2014;Albiol, l';total;dones;població;;224
2014;Albiol, l';total;total;població;;458
2014;Albons;total;homes;població;;375
2014;Albons;total;dones;població;;352
2014;Albons;total;total;població;;727
2014;Alcanar;total;homes;població;;4922
2014;Alcanar;total;dones;població;;4715
2014;Alcanar;total;total;població;;9637
2014;Alcanó;total;homes;població;;118
2014;Alcanó;total;dones;població;;124
2014;Alcanó;total;total;població;;242
2014;Alcarràs;total;homes;població;;4815
2014;Alcarràs;total;dones;població;;4437
2014;Alcarràs;total;total;població;;9252
2014;Alcoletge;total;homes;població;;1716
2014;Alcoletge;total;dones;població;;1554
2014;Alcoletge;total;total;població;;3270
2014;Alcover;total;homes;població;;2573
2014;Alcover;total;dones;població;;2558
2014;Alcover;total;total;població;;5131
2014;Aldea, l';total;homes;població;;2318
2014;Aldea, l';total;dones;població;;2058
2014;Aldea, l';total;total;població;;4376
2014;Aldover;total;homes;població;;475
2014;Aldover;total;dones;població;;465
2014;Aldover;total;total;població;;940
2014;Aleixar, l';total;homes;població;;450
2014;Aleixar, l';total;dones;població;;441
2014;Aleixar, l';total;total;població;;891
2014;Alella;total;homes;població;;4722
2014;Alella;total;dones;població;;4929
2014;Alella;total;total;població;;9651
2014;Alfara de Carles;total;homes;població;;211
2014;Alfara de Carles;total;dones;població;;184
2014;Alfara de Carles;total;total;població;;395
2014;Alfarràs;total;homes;població;;1562
2014;Alfarràs;total;dones;població;;1441
2014;Alfarràs;total;total;població;;3003
2014;Alfés;total;homes;població;;162
2014;Alfés;total;dones;població;;153
2014;Alfés;total;total;població;;315
2014;Alforja;total;homes;població;;946
2014;Alforja;total;dones;població;;913
2014;Alforja;total;total;població;;1859
2014;Algerri;total;homes;població;;228
2014;Algerri;total;dones;població;;195
2014;Algerri;total;total;població;;423
2014;Alguaire;total;homes;població;;1636
2014;Alguaire;total;dones;població;;1457
2014;Alguaire;total;total;població;;3093
2014;Alins;total;homes;població;;150
2014;Alins;total;dones;població;;136
2014;Alins;total;total;població;;286
2014;Alió;total;homes;població;;210
2014;Alió;total;dones;població;;222
2014;Alió;total;total;població;;432
2014;Almacelles;total;homes;població;;3484
2014;Almacelles;total;dones;població;;3215
2014;Almacelles;total;total;població;;6699
2014;Almatret;total;homes;població;;176
2014;Almatret;total;dones;població;;157
2014;Almatret;total;total;població;;333
2014;Almenar;total;homes;població;;1887
2014;Almenar;total;dones;població;;1660
2014;Almenar;total;total;població;;3547
2014;Almoster;total;homes;població;;691
2014;Almoster;total;dones;població;;705
2014;Almoster;total;total;població;;1396
2014;Alòs de Balaguer;total;homes;població;;69
2014;Alòs de Balaguer;total;dones;població;;57
2014;Alòs de Balaguer;total;total;població;;126
2014;Alp;total;homes;població;;876
2014;Alp;total;dones;població;;785
2014;Alp;total;total;població;;1661
2014;Alpens;total;homes;població;;162
2014;Alpens;total;dones;població;;138
2014;Alpens;total;total;població;;300
2014;Alpicat;total;homes;població;;3140
2014;Alpicat;total;dones;població;;3157
2014;Alpicat;total;total;població;;6297
2014;Alt Àneu;total;homes;població;;235
2014;Alt Àneu;total;dones;població;;181
2014;Alt Àneu;total;total;població;;416
2014;Altafulla;total;homes;població;;2451
2014;Altafulla;total;dones;població;;2537
2014;Altafulla;total;total;població;;4988
2014;Amer;total;homes;població;;1095
2014;Amer;total;dones;població;;1186
2014;Amer;total;total;població;;2281
2014;Ametlla de Mar, l';total;homes;població;;3703
2014;Ametlla de Mar, l';total;dones;població;;3600
2014;Ametlla de Mar, l';total;total;població;;7303
2014;Ametlla del Vallès, l';total;homes;població;;4177
2014;Ametlla del Vallès, l';total;dones;població;;4106
2014;Ametlla del Vallès, l';total;total;població;;8283
2014;Ampolla, l';total;homes;població;;1772
2014;Ampolla, l';total;dones;població;;1707
2014;Ampolla, l';total;total;població;;3479
2014;Amposta;total;homes;població;;10713
2014;Amposta;total;dones;població;;10484
2014;Amposta;total;total;població;;21197
2014;Anglès;total;homes;població;;2786
2014;Anglès;total;dones;població;;2820
2014;Anglès;total;total;població;;5606
2014;Anglesola;total;homes;població;;678
2014;Anglesola;total;dones;població;;682
2014;Anglesola;total;total;població;;1360
2014;Arbeca;total;homes;població;;1221
2014;Arbeca;total;dones;població;;1168
2014;Arbeca;total;total;població;;2389
2014;Arboç, l';total;homes;població;;2865
2014;Arboç, l';total;dones;població;;2650
2014;Arboç, l';total;total;població;;5515
2014;Arbolí;total;homes;població;;59
2014;Arbolí;total;dones;població;;46
2014;Arbolí;total;total;població;;105
2014;Arbúcies;total;homes;població;;3377
2014;Arbúcies;total;dones;població;;3104
2014;Arbúcies;total;total;població;;6481
2014;Arenys de Mar;total;homes;població;;7509
2014;Arenys de Mar;total;dones;població;;7798
2014;Arenys de Mar;total;total;població;;15307
2014;Arenys de Munt;total;homes;població;;4371
2014;Arenys de Munt;total;dones;població;;4283
2014;Arenys de Munt;total;total;població;;8654
2014;Argelaguer;total;homes;població;;229
2014;Argelaguer;total;dones;població;;196
2014;Argelaguer;total;total;població;;425
2014;Argençola;total;homes;població;;113
2014;Argençola;total;dones;població;;99
2014;Argençola;total;total;població;;212
2014;Argentera, l';total;homes;població;;81
2014;Argentera, l';total;dones;població;;65
2014;Argentera, l';total;total;població;;146
2014;Argentona;total;homes;població;;5877
2014;Argentona;total;dones;població;;6086
2014;Argentona;total;total;població;;11963
2014;Armentera, l';total;homes;població;;450
2014;Armentera, l';total;dones;població;;451
2014;Armentera, l';total;total;població;;901
2014;Arnes;total;homes;població;;242
2014;Arnes;total;dones;població;;232
2014;Arnes;total;total;població;;474
2014;Arres;total;homes;població;;45
2014;Arres;total;dones;població;;28
2014;Arres;total;total;població;;73
2014;Arsèguel;total;homes;població;;45
2014;Arsèguel;total;dones;població;;36
2014;Arsèguel;total;total;població;;81
2014;Artés;total;homes;població;;2841
2014;Artés;total;dones;població;;2820
2014;Artés;total;total;població;;5661
2014;Artesa de Lleida;total;homes;població;;784
2014;Artesa de Lleida;total;dones;població;;724
2014;Artesa de Lleida;total;total;població;;1508
2014;Artesa de Segre;total;homes;població;;1850
2014;Artesa de Segre;total;dones;població;;1806
2014;Artesa de Segre;total;total;població;;3656
2014;Ascó;total;homes;població;;862
2014;Ascó;total;dones;població;;792
2014;Ascó;total;total;població;;1654
2014;Aspa;total;homes;població;;107
2014;Aspa;total;dones;població;;108
2014;Aspa;total;total;població;;215
2014;Avellanes i Santa Linya, les;total;homes;població;;272
2014;Avellanes i Santa Linya, les;total;dones;població;;207
2014;Avellanes i Santa Linya, les;total;total;població;;479
2014;Avià;total;homes;població;;1129
2014;Avià;total;dones;població;;1129
2014;Avià;total;total;població;;2258
2014;Avinyó;total;homes;població;;1138
2014;Avinyó;total;dones;població;;1137
2014;Avinyó;total;total;població;;2275
2014;Avinyonet de Puigventós;total;homes;població;;797
2014;Avinyonet de Puigventós;total;dones;població;;784
2014;Avinyonet de Puigventós;total;total;població;;1581
2014;Avinyonet del Penedès;total;homes;població;;878
2014;Avinyonet del Penedès;total;dones;població;;797
2014;Avinyonet del Penedès;total;total;població;;1675
2014;Badalona;total;homes;població;;107587
2014;Badalona;total;dones;població;;109623
2014;Badalona;total;total;població;;217210
2014;Badia del Vallès;total;homes;població;;6603
