any;municipi;edat any a any;sexe;concepte;estat;valor
2000;Abella de la Conca;total;homes;població;;106
2000;Abella de la Conca;total;dones;població;;91
2000;Abella de la Conca;total;total;població;;197
2000;Abrera;total;homes;població;;4203
2000;Abrera;total;dones;població;;3974
2000;Abrera;total;total;població;;8177
2000;Àger;total;homes;població;;284
2000;Àger;total;dones;població;;244
2000;Àger;total;total;població;;528
2000;Agramunt;total;homes;població;;2506
2000;Agramunt;total;dones;població;;2396
2000;Agramunt;total;total;població;;4902
2000;Aguilar de Segarra;total;homes;població;;106
2000;Aguilar de Segarra;total;dones;població;;107
2000;Aguilar de Segarra;total;total;població;;213
2000;Agullana;total;homes;població;;332
2000;Agullana;total;dones;població;;323
2000;Agullana;total;total;població;;655
2000;Aiguafreda;total;homes;població;;1054
2000;Aiguafreda;total;dones;població;;1093
2000;Aiguafreda;total;total;població;;2147
2000;Aiguamúrcia;total;homes;població;;339
2000;Aiguamúrcia;total;dones;població;;313
2000;Aiguamúrcia;total;total;població;;652
2000;Aiguaviva;total;homes;població;;261
2000;Aiguaviva;total;dones;població;;254
2000;Aiguaviva;total;total;població;;515
2000;Aitona;total;homes;població;;1086
2000;Aitona;total;dones;població;;1100
2000;Aitona;total;total;població;;2186
2000;Alamús, els;total;homes;població;;350
2000;Alamús, els;total;dones;població;;348
2000;Alamús, els;total;total;població;;698
2000;Alàs i Cerc;total;homes;població;;213
2000;Alàs i Cerc;total;dones;població;;187
2000;Alàs i Cerc;total;total;població;;400
2000;Albagés, l';total;homes;població;;265
2000;Albagés, l';total;dones;població;;245
2000;Albagés, l';total;total;població;;510
2000;Albanyà;total;homes;població;;68
2000;Albanyà;total;dones;població;;60
2000;Albanyà;total;total;població;;128
2000;Albatàrrec;total;homes;població;;567
2000;Albatàrrec;total;dones;població;;563
2000;Albatàrrec;total;total;població;;1130
2000;Albesa;total;homes;població;;738
2000;Albesa;total;dones;població;;756
2000;Albesa;total;total;població;;1494
2000;Albi, l';total;homes;població;;407
