any;municipi;edat any a any;sexe;concepte;estat;valor
2021;Abella de la Conca;total;homes;població;;89
2021;Abella de la Conca;total;dones;població;;82
2021;Abella de la Conca;total;total;població;;171
2021;Abrera;total;homes;població;;6373
2021;Abrera;total;dones;població;;6247
2021;Abrera;total;total;població;;12620
2021;Àger;total;homes;població;;322
2021;Àger;total;dones;població;;266
2021;Àger;total;total;població;;588
2021;Agramunt;total;homes;població;;2763
2021;Agramunt;total;dones;població;;2701
2021;Agramunt;total;total;població;;5464
2021;Aguilar de Segarra;total;homes;població;;154
2021;Aguilar de Segarra;total;dones;població;;132
2021;Aguilar de Segarra;total;total;població;;286
2021;Agullana;total;homes;població;;445
2021;Agullana;total;dones;població;;440
2021;Agullana;total;total;població;;885
2021;Aiguafreda;total;homes;població;;1239
2021;Aiguafreda;total;dones;població;;1317
2021;Aiguafreda;total;total;població;;2556
2021;Aiguamúrcia;total;homes;població;;495
2021;Aiguamúrcia;total;dones;població;;465
2021;Aiguamúrcia;total;total;població;;960
2021;Aiguaviva;total;homes;població;;395
2021;Aiguaviva;total;dones;població;;394
2021;Aiguaviva;total;total;població;;789
2021;Aitona;total;homes;població;;1311
2021;Aitona;total;dones;població;;1182
2021;Aitona;total;total;població;;2493
2021;Alamús, els;total;homes;població;;390
2021;Alamús, els;total;dones;població;;383
2021;Alamús, els;total;total;població;;773
2021;Alàs i Cerc;total;homes;població;;155
2021;Alàs i Cerc;total;dones;població;;167
2021;Alàs i Cerc;total;total;població;;322
2021;Albagés, l';total;homes;població;;189
2021;Albagés, l';total;dones;població;;168
2021;Albagés, l';total;total;població;;357
2021;Albanyà;total;homes;població;;90
2021;Albanyà;total;dones;població;;88
2021;Albanyà;total;total;població;;178
2021;Albatàrrec;total;homes;població;;1148
2021;Albatàrrec;total;dones;població;;1076
2021;Albatàrrec;total;total;població;;2224
2021;Albesa;total;homes;població;;847
2021;Albesa;total;dones;població;;714
2021;Albesa;total;total;població;;1561
2021;Albi, l';total;homes;població;;383
2021;Albi, l';total;dones;població;;366
2021;Albi, l';total;total;població;;749
2021;Albinyana;total;homes;població;;1294
2021;Albinyana;total;dones;població;;1210
2021;Albinyana;total;total;població;;2504
2021;Albiol, l';total;homes;població;;278
2021;Albiol, l';total;dones;població;;237
2021;Albiol, l';total;total;població;;515
2021;Albons;total;homes;població;;407
2021;Albons;total;dones;població;;391
2021;Albons;total;total;població;;798
2021;Alcanar;total;homes;població;;4862
2021;Alcanar;total;dones;població;;4717
2021;Alcanar;total;total;població;;9579
2021;Alcanó;total;homes;població;;118
2021;Alcanó;total;dones;població;;115
2021;Alcanó;total;total;població;;233
2021;Alcarràs;total;homes;població;;5070
2021;Alcarràs;total;dones;població;;4608
2021;Alcarràs;total;total;població;;9678
2021;Alcoletge;total;homes;població;;1843
2021;Alcoletge;total;dones;població;;1649
2021;Alcoletge;total;total;població;;3492
2021;Alcover;total;homes;població;;2569
2021;Alcover;total;dones;població;;2616
2021;Alcover;total;total;població;;5185
2021;Aldea, l';total;homes;població;;2219
2021;Aldea, l';total;dones;població;;1941
2021;Aldea, l';total;total;població;;4160
2021;Aldover;total;homes;població;;464
2021;Aldover;total;dones;població;;447
2021;Aldover;total;total;població;;911
2021;Aleixar, l';total;homes;població;;469
2021;Aleixar, l';total;dones;població;;443
2021;Aleixar, l';total;total;població;;912
2021;Alella;total;homes;població;;4879
2021;Alella;total;dones;població;;5075
2021;Alella;total;total;població;;9954
2021;Alfara de Carles;total;homes;població;;203
2021;Alfara de Carles;total;dones;població;;173
2021;Alfara de Carles;total;total;població;;376
2021;Alfarràs;total;homes;població;;1427
2021;Alfarràs;total;dones;població;;1332
2021;Alfarràs;total;total;població;;2759
2021;Alfés;total;homes;població;;162
2021;Alfés;total;dones;població;;139
2021;Alfés;total;total;població;;301
2021;Alforja;total;homes;població;;937
2021;Alforja;total;dones;població;;906
2021;Alforja;total;total;població;;1843
2021;Algerri;total;homes;població;;232
2021;Algerri;total;dones;població;;191
2021;Algerri;total;total;població;;423
