any;municipi;concepte;indicador;estat;valor
2002;Abrera;renda familiar disponible bruta;valor (milers €);;99936
2002;Abrera;renda familiar disponible bruta;per habitant (€);;11,1
2002;Abrera;renda familiar disponible bruta;per habitant (índex Catalunya=100);;85,5
2002;Agramunt;renda familiar disponible bruta;valor (milers €);;68121
2002;Agramunt;renda familiar disponible bruta;per habitant (€);;13,4
2002;Agramunt;renda familiar disponible bruta;per habitant (índex Catalunya=100);;103,3
2002;Alcanar;renda familiar disponible bruta;valor (milers €);;100015
2002;Alcanar;renda familiar disponible bruta;per habitant (€);;11,7
2002;Alcanar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;89,8
2002;Alella;renda familiar disponible bruta;valor (milers €);;163622
2002;Alella;renda familiar disponible bruta;per habitant (€);;18,5
2002;Alella;renda familiar disponible bruta;per habitant (índex Catalunya=100);;142,7
2002;Almacelles;renda familiar disponible bruta;valor (milers €);;81488
2002;Almacelles;renda familiar disponible bruta;per habitant (€);;14,2
2002;Almacelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);;109,5
2002;Ametlla de Mar, l';renda familiar disponible bruta;valor (milers €);;70721
2002;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (€);;12,8
2002;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;98,5
2002;Ametlla del Vallès, l';renda familiar disponible bruta;valor (milers €);;122160
2002;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (€);;18,7
2002;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;143,6
2002;Amposta;renda familiar disponible bruta;valor (milers €);;217327
2002;Amposta;renda familiar disponible bruta;per habitant (€);;12,4
2002;Amposta;renda familiar disponible bruta;per habitant (índex Catalunya=100);;95,2
2002;Anglès;renda familiar disponible bruta;valor (milers €);;65903
2002;Anglès;renda familiar disponible bruta;per habitant (€);;13,1
2002;Anglès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;100,7
2002;Arbúcies;renda familiar disponible bruta;valor (milers €);;75752
2002;Arbúcies;renda familiar disponible bruta;per habitant (€);;13,8
2002;Arbúcies;renda familiar disponible bruta;per habitant (índex Catalunya=100);;105,8
2002;Arenys de Mar;renda familiar disponible bruta;valor (milers €);;157293
2002;Arenys de Mar;renda familiar disponible bruta;per habitant (€);;11,9
2002;Arenys de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;91,2
2002;Arenys de Munt;renda familiar disponible bruta;valor (milers €);;84630
2002;Arenys de Munt;renda familiar disponible bruta;per habitant (€);;12,3
2002;Arenys de Munt;renda familiar disponible bruta;per habitant (índex Catalunya=100);;94,3
2002;Argentona;renda familiar disponible bruta;valor (milers €);;136223
2002;Argentona;renda familiar disponible bruta;per habitant (€);;13,4
2002;Argentona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;103
2002;Badalona;renda familiar disponible bruta;valor (milers €);;2132374
2002;Badalona;renda familiar disponible bruta;per habitant (€);;10
2002;Badalona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;77,2
2002;Badia del Vallès;renda familiar disponible bruta;valor (milers €);;116523
2002;Badia del Vallès;renda familiar disponible bruta;per habitant (€);;8
2002;Badia del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;61,5
2002;Balaguer;renda familiar disponible bruta;valor (milers €);;177015
2002;Balaguer;renda familiar disponible bruta;per habitant (€);;12,7
2002;Balaguer;renda familiar disponible bruta;per habitant (índex Catalunya=100);;98
2002;Banyoles;renda familiar disponible bruta;valor (milers €);;231981
2002;Banyoles;renda familiar disponible bruta;per habitant (€);;14,5
2002;Banyoles;renda familiar disponible bruta;per habitant (índex Catalunya=100);;111,4
