any;municipi;edat any a any;sexe;concepte;estat;valor
2015;Abella de la Conca;total;homes;població;;93
2015;Abella de la Conca;total;dones;població;;77
2015;Abella de la Conca;total;total;població;;170
2015;Abrera;total;homes;població;;6118
2015;Abrera;total;dones;població;;5953
2015;Abrera;total;total;població;;12071
2015;Àger;total;homes;població;;325
2015;Àger;total;dones;població;;288
2015;Àger;total;total;població;;613
2015;Agramunt;total;homes;població;;2775
2015;Agramunt;total;dones;població;;2716
2015;Agramunt;total;total;població;;5491
2015;Aguilar de Segarra;total;homes;població;;131
2015;Aguilar de Segarra;total;dones;població;;115
2015;Aguilar de Segarra;total;total;població;;246
2015;Agullana;total;homes;població;;418
2015;Agullana;total;dones;població;;410
2015;Agullana;total;total;població;;828
2015;Aiguafreda;total;homes;població;;1175
2015;Aiguafreda;total;dones;població;;1290
2015;Aiguafreda;total;total;població;;2465
2015;Aiguamúrcia;total;homes;població;;486
2015;Aiguamúrcia;total;dones;població;;426
2015;Aiguamúrcia;total;total;població;;912
2015;Aiguaviva;total;homes;població;;391
2015;Aiguaviva;total;dones;població;;384
2015;Aiguaviva;total;total;població;;775
2015;Aitona;total;homes;població;;1249
2015;Aitona;total;dones;població;;1207
2015;Aitona;total;total;població;;2456
2015;Alamús, els;total;homes;població;;404
2015;Alamús, els;total;dones;població;;374
2015;Alamús, els;total;total;població;;778
2015;Alàs i Cerc;total;homes;població;;182
2015;Alàs i Cerc;total;dones;població;;174
2015;Alàs i Cerc;total;total;població;;356
2015;Albagés, l';total;homes;població;;222
2015;Albagés, l';total;dones;població;;197
2015;Albagés, l';total;total;població;;419
2015;Albanyà;total;homes;població;;85
2015;Albanyà;total;dones;població;;64
2015;Albanyà;total;total;població;;149
2015;Albatàrrec;total;homes;població;;1156
2015;Albatàrrec;total;dones;població;;1058
2015;Albatàrrec;total;total;població;;2214
2015;Albesa;total;homes;població;;874
2015;Albesa;total;dones;població;;750
2015;Albesa;total;total;població;;1624
2015;Albi, l';total;homes;població;;426
2015;Albi, l';total;dones;població;;393
2015;Albi, l';total;total;població;;819
2015;Albinyana;total;homes;població;;1171
2015;Albinyana;total;dones;població;;1149
2015;Albinyana;total;total;població;;2320
2015;Albiol, l';total;homes;població;;228
2015;Albiol, l';total;dones;població;;220
2015;Albiol, l';total;total;població;;448
2015;Albons;total;homes;població;;382
2015;Albons;total;dones;població;;363
2015;Albons;total;total;població;;745
2015;Alcanar;total;homes;població;;4863
2015;Alcanar;total;dones;població;;4740
2015;Alcanar;total;total;població;;9603
2015;Alcanó;total;homes;població;;123
2015;Alcanó;total;dones;població;;123
2015;Alcanó;total;total;població;;246
2015;Alcarràs;total;homes;població;;4863
2015;Alcarràs;total;dones;població;;4509
2015;Alcarràs;total;total;població;;9372
2015;Alcoletge;total;homes;població;;1716
2015;Alcoletge;total;dones;població;;1569
2015;Alcoletge;total;total;població;;3285
2015;Alcover;total;homes;població;;2535
2015;Alcover;total;dones;població;;2538
