any;municipi;concepte;indicador;estat;valor
2006;Abrera;renda familiar disponible bruta;valor (milers €);;142922
2006;Abrera;renda familiar disponible bruta;per habitant (€);;13,6
2006;Abrera;renda familiar disponible bruta;per habitant (índex Catalunya=100);;86,7
2006;Agramunt;renda familiar disponible bruta;valor (milers €);;85894
2006;Agramunt;renda familiar disponible bruta;per habitant (€);;15,8
2006;Agramunt;renda familiar disponible bruta;per habitant (índex Catalunya=100);;101,1
2006;Alcanar;renda familiar disponible bruta;valor (milers €);;137472
2006;Alcanar;renda familiar disponible bruta;per habitant (€);;14
2006;Alcanar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;89,8
2006;Alcarràs;renda familiar disponible bruta;valor (milers €);;107886
2006;Alcarràs;renda familiar disponible bruta;per habitant (€);;17,3
2006;Alcarràs;renda familiar disponible bruta;per habitant (índex Catalunya=100);;110,9
2006;Alella;renda familiar disponible bruta;valor (milers €);;230093
2006;Alella;renda familiar disponible bruta;per habitant (€);;25,6
2006;Alella;renda familiar disponible bruta;per habitant (índex Catalunya=100);;163,4
2006;Almacelles;renda familiar disponible bruta;valor (milers €);;95486
2006;Almacelles;renda familiar disponible bruta;per habitant (€);;15,7
2006;Almacelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);;100,2
2006;Alpicat;renda familiar disponible bruta;valor (milers €);;104488
2006;Alpicat;renda familiar disponible bruta;per habitant (€);;19
2006;Alpicat;renda familiar disponible bruta;per habitant (índex Catalunya=100);;121,7
2006;Ametlla de Mar, l';renda familiar disponible bruta;valor (milers €);;92810
2006;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (€);;13,4
2006;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;85,9
2006;Ametlla del Vallès, l';renda familiar disponible bruta;valor (milers €);;172134
2006;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (€);;22,7
2006;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;145,3
2006;Amposta;renda familiar disponible bruta;valor (milers €);;304944
2006;Amposta;renda familiar disponible bruta;per habitant (€);;15,7
2006;Amposta;renda familiar disponible bruta;per habitant (índex Catalunya=100);;100,2
2006;Anglès;renda familiar disponible bruta;valor (milers €);;80703
2006;Anglès;renda familiar disponible bruta;per habitant (€);;15,4
2006;Anglès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;98,4
2006;Arbúcies;renda familiar disponible bruta;valor (milers €);;95306
2006;Arbúcies;renda familiar disponible bruta;per habitant (€);;15,2
2006;Arbúcies;renda familiar disponible bruta;per habitant (índex Catalunya=100);;97,5
2006;Arenys de Mar;renda familiar disponible bruta;valor (milers €);;223882
2006;Arenys de Mar;renda familiar disponible bruta;per habitant (€);;15,9
2006;Arenys de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;101,6
2006;Arenys de Munt;renda familiar disponible bruta;valor (milers €);;126060
2006;Arenys de Munt;renda familiar disponible bruta;per habitant (€);;16,2
2006;Arenys de Munt;renda familiar disponible bruta;per habitant (índex Catalunya=100);;103,8
2006;Argentona;renda familiar disponible bruta;valor (milers €);;198257
2006;Argentona;renda familiar disponible bruta;per habitant (€);;17,6
2006;Argentona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;112,4
2006;Artés;renda familiar disponible bruta;valor (milers €);;71910
2006;Artés;renda familiar disponible bruta;per habitant (€);;14
2006;Artés;renda familiar disponible bruta;per habitant (índex Catalunya=100);;89,7
2006;Badalona;renda familiar disponible bruta;valor (milers €);;2731191
2006;Badalona;renda familiar disponible bruta;per habitant (€);;12,5
2006;Badalona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;79,8
2006;Badia del Vallès;renda familiar disponible bruta;valor (milers €);;142870
2006;Badia del Vallès;renda familiar disponible bruta;per habitant (€);;10,2
2006;Badia del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;65
2006;Balaguer;renda familiar disponible bruta;valor (milers €);;219654
2006;Balaguer;renda familiar disponible bruta;per habitant (€);;14
2006;Balaguer;renda familiar disponible bruta;per habitant (índex Catalunya=100);;89,2
2006;Banyoles;renda familiar disponible bruta;valor (milers €);;310647
2006;Banyoles;renda familiar disponible bruta;per habitant (€);;17,9
2006;Banyoles;renda familiar disponible bruta;per habitant (índex Catalunya=100);;114,3
