any;municipi;edat any a any;sexe;concepte;estat;valor
2019;Abella de la Conca;total;homes;població;;96
2019;Abella de la Conca;total;dones;població;;83
2019;Abella de la Conca;total;total;població;;179
2019;Abrera;total;homes;població;;6326
2019;Abrera;total;dones;població;;6163
2019;Abrera;total;total;població;;12489
2019;Àger;total;homes;població;;320
2019;Àger;total;dones;població;;268
2019;Àger;total;total;població;;588
2019;Agramunt;total;homes;població;;2689
2019;Agramunt;total;dones;població;;2682
2019;Agramunt;total;total;població;;5371
2019;Aguilar de Segarra;total;homes;població;;155
2019;Aguilar de Segarra;total;dones;població;;133
2019;Aguilar de Segarra;total;total;població;;288
2019;Agullana;total;homes;població;;411
2019;Agullana;total;dones;població;;420
2019;Agullana;total;total;població;;831
2019;Aiguafreda;total;homes;població;;1208
2019;Aiguafreda;total;dones;població;;1296
2019;Aiguafreda;total;total;població;;2504
2019;Aiguamúrcia;total;homes;població;;465
2019;Aiguamúrcia;total;dones;població;;436
2019;Aiguamúrcia;total;total;població;;901
2019;Aiguaviva;total;homes;població;;383
2019;Aiguaviva;total;dones;població;;373
2019;Aiguaviva;total;total;població;;756
2019;Aitona;total;homes;població;;1358
2019;Aitona;total;dones;població;;1233
2019;Aitona;total;total;població;;2591
2019;Alamús, els;total;homes;població;;412
2019;Alamús, els;total;dones;població;;407
2019;Alamús, els;total;total;població;;819
2019;Alàs i Cerc;total;homes;població;;171
2019;Alàs i Cerc;total;dones;població;;158
2019;Alàs i Cerc;total;total;població;;329
2019;Albagés, l';total;homes;població;;194
2019;Albagés, l';total;dones;població;;175
2019;Albagés, l';total;total;població;;369
2019;Albanyà;total;homes;població;;80
2019;Albanyà;total;dones;població;;77
2019;Albanyà;total;total;població;;157
2019;Albatàrrec;total;homes;població;;1150
2019;Albatàrrec;total;dones;població;;1071
2019;Albatàrrec;total;total;població;;2221
2019;Albesa;total;homes;població;;855
2019;Albesa;total;dones;població;;701
2019;Albesa;total;total;població;;1556
2019;Albi, l';total;homes;població;;389
2019;Albi, l';total;dones;població;;375
2019;Albi, l';total;total;població;;764
2019;Albinyana;total;homes;població;;1243
2019;Albinyana;total;dones;població;;1195
2019;Albinyana;total;total;població;;2438
2019;Albiol, l';total;homes;població;;253
2019;Albiol, l';total;dones;població;;232
2019;Albiol, l';total;total;població;;485
2019;Albons;total;homes;població;;401
2019;Albons;total;dones;població;;375
2019;Albons;total;total;població;;776
2019;Alcanar;total;homes;població;;4748
2019;Alcanar;total;dones;població;;4670
2019;Alcanar;total;total;població;;9418
2019;Alcanó;total;homes;població;;119
2019;Alcanó;total;dones;població;;116
2019;Alcanó;total;total;població;;235
2019;Alcarràs;total;homes;població;;4957
2019;Alcarràs;total;dones;població;;4557
2019;Alcarràs;total;total;població;;9514
2019;Alcoletge;total;homes;població;;1775
2019;Alcoletge;total;dones;població;;1645
2019;Alcoletge;total;total;població;;3420
2019;Alcover;total;homes;població;;2499
2019;Alcover;total;dones;població;;2565
2019;Alcover;total;total;població;;5064
2019;Aldea, l';total;homes;població;;2197
2019;Aldea, l';total;dones;població;;1963
2019;Aldea, l';total;total;població;;4160
2019;Aldover;total;homes;població;;445
2019;Aldover;total;dones;població;;437
2019;Aldover;total;total;població;;882
2019;Aleixar, l';total;homes;població;;450
2019;Aleixar, l';total;dones;població;;423
2019;Aleixar, l';total;total;població;;873
2019;Alella;total;homes;població;;4762
2019;Alella;total;dones;població;;5039
2019;Alella;total;total;població;;9801
2019;Alfara de Carles;total;homes;població;;199
2019;Alfara de Carles;total;dones;població;;178
2019;Alfara de Carles;total;total;població;;377
2019;Alfarràs;total;homes;població;;1459
2019;Alfarràs;total;dones;població;;1338
2019;Alfarràs;total;total;població;;2797
2019;Alfés;total;homes;població;;162
2019;Alfés;total;dones;població;;150
2019;Alfés;total;total;població;;312
2019;Alforja;total;homes;població;;921
2019;Alforja;total;dones;població;;880
2019;Alforja;total;total;població;;1801
2019;Algerri;total;homes;població;;206
2019;Algerri;total;dones;població;;180
2019;Algerri;total;total;població;;386
2019;Alguaire;total;homes;població;;1562
2019;Alguaire;total;dones;població;;1409
2019;Alguaire;total;total;població;;2971
2019;Alins;total;homes;població;;144
2019;Alins;total;dones;població;;132
2019;Alins;total;total;població;;276
2019;Alió;total;homes;població;;208
2019;Alió;total;dones;població;;231
2019;Alió;total;total;població;;439
2019;Almacelles;total;homes;població;;3584
2019;Almacelles;total;dones;població;;3207
2019;Almacelles;total;total;població;;6791
2019;Almatret;total;homes;població;;172
2019;Almatret;total;dones;població;;135
2019;Almatret;total;total;població;;307
2019;Almenar;total;homes;població;;1791
2019;Almenar;total;dones;població;;1607
2019;Almenar;total;total;població;;3398
2019;Almoster;total;homes;població;;680
2019;Almoster;total;dones;població;;671
2019;Almoster;total;total;població;;1351
2019;Alòs de Balaguer;total;homes;població;;74
