any;municipi;edat any a any;sexe;concepte;estat;valor
2013;Abella de la Conca;total;homes;població;;90
2013;Abella de la Conca;total;dones;població;;75
2013;Abella de la Conca;total;total;població;;165
2013;Abrera;total;homes;població;;6152
2013;Abrera;total;dones;població;;5903
2013;Abrera;total;total;població;;12055
2013;Àger;total;homes;població;;327
2013;Àger;total;dones;població;;277
2013;Àger;total;total;població;;604
2013;Agramunt;total;homes;població;;2852
2013;Agramunt;total;dones;població;;2747
2013;Agramunt;total;total;població;;5599
2013;Aguilar de Segarra;total;homes;població;;128
2013;Aguilar de Segarra;total;dones;població;;114
2013;Aguilar de Segarra;total;total;població;;242
2013;Agullana;total;homes;població;;434
2013;Agullana;total;dones;població;;419
2013;Agullana;total;total;població;;853
2013;Aiguafreda;total;homes;població;;1209
2013;Aiguafreda;total;dones;població;;1293
2013;Aiguafreda;total;total;població;;2502
2013;Aiguamúrcia;total;homes;població;;486
2013;Aiguamúrcia;total;dones;població;;432
2013;Aiguamúrcia;total;total;població;;918
2013;Aiguaviva;total;homes;població;;393
2013;Aiguaviva;total;dones;població;;399
2013;Aiguaviva;total;total;població;;792
2013;Aitona;total;homes;població;;1234
2013;Aitona;total;dones;població;;1168
2013;Aitona;total;total;població;;2402
2013;Alamús, els;total;homes;població;;395
2013;Alamús, els;total;dones;població;;357
2013;Alamús, els;total;total;població;;752
2013;Alàs i Cerc;total;homes;població;;183
2013;Alàs i Cerc;total;dones;població;;176
2013;Alàs i Cerc;total;total;població;;359
2013;Albagés, l';total;homes;població;;224
2013;Albagés, l';total;dones;població;;203
2013;Albagés, l';total;total;població;;427
2013;Albanyà;total;homes;població;;90
2013;Albanyà;total;dones;població;;74
2013;Albanyà;total;total;població;;164
2013;Albatàrrec;total;homes;població;;1096
2013;Albatàrrec;total;dones;població;;994
2013;Albatàrrec;total;total;població;;2090
2013;Albesa;total;homes;població;;885
2013;Albesa;total;dones;població;;751
2013;Albesa;total;total;població;;1636
2013;Albi, l';total;homes;població;;448
2013;Albi, l';total;dones;població;;415
2013;Albi, l';total;total;població;;863
2013;Albinyana;total;homes;població;;1178
2013;Albinyana;total;dones;població;;1176
2013;Albinyana;total;total;població;;2354
2013;Albiol, l';total;homes;població;;238
2013;Albiol, l';total;dones;població;;231
2013;Albiol, l';total;total;població;;469
2013;Albons;total;homes;població;;387
2013;Albons;total;dones;població;;352
2013;Albons;total;total;població;;739
2013;Alcanar;total;homes;població;;5364
2013;Alcanar;total;dones;població;;5025
2013;Alcanar;total;total;població;;10389
