any;municipi;edat any a any;sexe;concepte;estat;valor
2001;Abella de la Conca;total;homes;població;;103
2001;Abella de la Conca;total;dones;població;;96
2001;Abella de la Conca;total;total;població;;199
2001;Abrera;total;homes;població;;4363
2001;Abrera;total;dones;població;;4091
2001;Abrera;total;total;població;;8454
2001;Àger;total;homes;població;;285
2001;Àger;total;dones;població;;238
2001;Àger;total;total;població;;523
2001;Agramunt;total;homes;població;;2546
2001;Agramunt;total;dones;població;;2414
2001;Agramunt;total;total;població;;4960
2001;Aguilar de Segarra;total;homes;població;;104
2001;Aguilar de Segarra;total;dones;població;;104
2001;Aguilar de Segarra;total;total;població;;208
2001;Agullana;total;homes;població;;336
2001;Agullana;total;dones;població;;330
2001;Agullana;total;total;població;;666
2001;Aiguafreda;total;homes;població;;1053
2001;Aiguafreda;total;dones;població;;1078
2001;Aiguafreda;total;total;població;;2131
2001;Aiguamúrcia;total;homes;població;;337
2001;Aiguamúrcia;total;dones;població;;314
2001;Aiguamúrcia;total;total;població;;651
2001;Aiguaviva;total;homes;població;;270
2001;Aiguaviva;total;dones;població;;267
2001;Aiguaviva;total;total;població;;537
2001;Aitona;total;homes;població;;1099
2001;Aitona;total;dones;població;;1084
2001;Aitona;total;total;població;;2183
2001;Alamús, els;total;homes;població;;348
2001;Alamús, els;total;dones;població;;348
2001;Alamús, els;total;total;població;;696
2001;Alàs i Cerc;total;homes;població;;209
2001;Alàs i Cerc;total;dones;població;;182
2001;Alàs i Cerc;total;total;població;;391
2001;Albagés, l';total;homes;població;;266
2001;Albagés, l';total;dones;població;;236
2001;Albagés, l';total;total;població;;502
2001;Albanyà;total;homes;població;;66
2001;Albanyà;total;dones;població;;59
2001;Albanyà;total;total;població;;125
2001;Albatàrrec;total;homes;població;;601
2001;Albatàrrec;total;dones;població;;588
2001;Albatàrrec;total;total;població;;1189
2001;Albesa;total;homes;població;;746
2001;Albesa;total;dones;població;;766
2001;Albesa;total;total;població;;1512
2001;Albi, l';total;homes;població;;409
2001;Albi, l';total;dones;població;;380
2001;Albi, l';total;total;població;;789
2001;Albinyana;total;homes;població;;822
2001;Albinyana;total;dones;població;;748
2001;Albinyana;total;total;població;;1570
2001;Albiol, l';total;homes;població;;98
2001;Albiol, l';total;dones;població;;79
2001;Albiol, l';total;total;població;;177
2001;Albons;total;homes;població;;316
2001;Albons;total;dones;població;;280
2001;Albons;total;total;població;;596
2001;Alcanar;total;homes;població;;4123
2001;Alcanar;total;dones;població;;4052
2001;Alcanar;total;total;població;;8175
2001;Alcanó;total;homes;població;;133
2001;Alcanó;total;dones;població;;128
2001;Alcanó;total;total;població;;261
2001;Alcarràs;total;homes;població;;2410
2001;Alcarràs;total;dones;població;;2394
2001;Alcarràs;total;total;població;;4804
2001;Alcoletge;total;homes;població;;972
2001;Alcoletge;total;dones;població;;874
2001;Alcoletge;total;total;població;;1846
2001;Alcover;total;homes;població;;1950
2001;Alcover;total;dones;població;;1891
2001;Alcover;total;total;població;;3841
2001;Aldea, l';total;homes;població;;1818
2001;Aldea, l';total;dones;població;;1721
2001;Aldea, l';total;total;població;;3539
2001;Aldover;total;homes;població;;379
2001;Aldover;total;dones;població;;403
2001;Aldover;total;total;població;;782
2001;Aleixar, l';total;homes;població;;373
2001;Aleixar, l';total;dones;població;;352
2001;Aleixar, l';total;total;població;;725
2001;Alella;total;homes;població;;4295
2001;Alella;total;dones;població;;4319
2001;Alella;total;total;població;;8614
2001;Alfara de Carles;total;homes;població;;191
2001;Alfara de Carles;total;dones;població;;171
2001;Alfara de Carles;total;total;població;;362
2001;Alfarràs;total;homes;població;;1436
2001;Alfarràs;total;dones;població;;1505
2001;Alfarràs;total;total;població;;2941
2001;Alfés;total;homes;població;;176
2001;Alfés;total;dones;població;;156
2001;Alfés;total;total;població;;332
2001;Alforja;total;homes;població;;678
2001;Alforja;total;dones;població;;631
2001;Alforja;total;total;població;;1309
2001;Algerri;total;homes;població;;249
2001;Algerri;total;dones;població;;259
2001;Algerri;total;total;població;;508
2001;Alguaire;total;homes;població;;1429
2001;Alguaire;total;dones;població;;1394
2001;Alguaire;total;total;població;;2823
2001;Alins;total;homes;població;;138
2001;Alins;total;dones;població;;135
2001;Alins;total;total;població;;273
2001;Alió;total;homes;població;;187
