any;municipi;concepte;indicador;estat;valor
2022;Abrera;renda familiar disponible bruta;valor (milers €);p;247265
2022;Abrera;renda familiar disponible bruta;per habitant (€);p;19389
2022;Abrera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,3
2022;Agramunt;renda familiar disponible bruta;valor (milers €);p;90447
2022;Agramunt;renda familiar disponible bruta;per habitant (€);p;16508
2022;Agramunt;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;86,2
2022;Aiguafreda;renda familiar disponible bruta;valor (milers €);p;52351
2022;Aiguafreda;renda familiar disponible bruta;per habitant (€);p;20442
2022;Aiguafreda;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,8
2022;Aitona;renda familiar disponible bruta;valor (milers €);p;34690
2022;Aitona;renda familiar disponible bruta;per habitant (€);p;13799
2022;Aitona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;72,1
2022;Albatàrrec;renda familiar disponible bruta;valor (milers €);p;32592
2022;Albatàrrec;renda familiar disponible bruta;per habitant (€);p;14661
2022;Albatàrrec;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,6
2022;Albesa;renda familiar disponible bruta;valor (milers €);p;24599
2022;Albesa;renda familiar disponible bruta;per habitant (€);p;15559
2022;Albesa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;81,3
2022;Albinyana;renda familiar disponible bruta;valor (milers €);p;38631
2022;Albinyana;renda familiar disponible bruta;per habitant (€);p;14762
2022;Albinyana;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;77,1
2022;Alcanar;renda familiar disponible bruta;valor (milers €);p;141117
2022;Alcanar;renda familiar disponible bruta;per habitant (€);p;14611
2022;Alcanar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,3
2022;Alcarràs;renda familiar disponible bruta;valor (milers €);p;146875
2022;Alcarràs;renda familiar disponible bruta;per habitant (€);p;14767
2022;Alcarràs;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;77,2
2022;Alcoletge;renda familiar disponible bruta;valor (milers €);p;54309
2022;Alcoletge;renda familiar disponible bruta;per habitant (€);p;15389
2022;Alcoletge;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;80,4
2022;Alcover;renda familiar disponible bruta;valor (milers €);p;88678
2022;Alcover;renda familiar disponible bruta;per habitant (€);p;16801
2022;Alcover;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,8
2022;Aldea, l';renda familiar disponible bruta;valor (milers €);p;62077
2022;Aldea, l';renda familiar disponible bruta;per habitant (€);p;14032
2022;Aldea, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;73,3
2022;Alella;renda familiar disponible bruta;valor (milers €);p;266464
2022;Alella;renda familiar disponible bruta;per habitant (€);p;26404
2022;Alella;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;137,9
2022;Alfarràs;renda familiar disponible bruta;valor (milers €);p;42201
2022;Alfarràs;renda familiar disponible bruta;per habitant (€);p;15148
2022;Alfarràs;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,1
2022;Alforja;renda familiar disponible bruta;valor (milers €);p;31228
2022;Alforja;renda familiar disponible bruta;per habitant (€);p;15908
2022;Alforja;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;83,1
2022;Alguaire;renda familiar disponible bruta;valor (milers €);p;47468
2022;Alguaire;renda familiar disponible bruta;per habitant (€);p;15713
2022;Alguaire;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,1
2022;Almacelles;renda familiar disponible bruta;valor (milers €);p;102653
2022;Almacelles;renda familiar disponible bruta;per habitant (€);p;14696
2022;Almacelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,8
2022;Almenar;renda familiar disponible bruta;valor (milers €);p;52081
2022;Almenar;renda familiar disponible bruta;per habitant (€);p;15427
2022;Almenar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;80,6
2022;Almoster;renda familiar disponible bruta;valor (milers €);p;30918
2022;Almoster;renda familiar disponible bruta;per habitant (€);p;23710
2022;Almoster;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;123,9
2022;Alp;renda familiar disponible bruta;valor (milers €);p;31440
2022;Alp;renda familiar disponible bruta;per habitant (€);p;18301
2022;Alp;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,6
2022;Alpicat;renda familiar disponible bruta;valor (milers €);p;135518
2022;Alpicat;renda familiar disponible bruta;per habitant (€);p;21135
2022;Alpicat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;110,4
2022;Altafulla;renda familiar disponible bruta;valor (milers €);p;109870
2022;Altafulla;renda familiar disponible bruta;per habitant (€);p;19491
2022;Altafulla;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,8
2022;Amer;renda familiar disponible bruta;valor (milers €);p;42484
2022;Amer;renda familiar disponible bruta;per habitant (€);p;17643
2022;Amer;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,2
2022;Ametlla de Mar, l';renda familiar disponible bruta;valor (milers €);p;103293
2022;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (€);p;14187
2022;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;74,1
2022;Ametlla del Vallès, l';renda familiar disponible bruta;valor (milers €);p;227880
2022;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (€);p;24932
2022;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;130,3
2022;Ampolla, l';renda familiar disponible bruta;valor (milers €);p;55820
2022;Ampolla, l';renda familiar disponible bruta;per habitant (€);p;15484
2022;Ampolla, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;80,9
2022;Amposta;renda familiar disponible bruta;valor (milers €);p;311828
2022;Amposta;renda familiar disponible bruta;per habitant (€);p;14186
2022;Amposta;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;74,1
2022;Anglès;renda familiar disponible bruta;valor (milers €);p;94498
2022;Anglès;renda familiar disponible bruta;per habitant (€);p;16378
2022;Anglès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,6
2022;Anglesola;renda familiar disponible bruta;valor (milers €);p;21260
2022;Anglesola;renda familiar disponible bruta;per habitant (€);p;15701
2022;Anglesola;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82
2022;Arbeca;renda familiar disponible bruta;valor (milers €);p;36968
2022;Arbeca;renda familiar disponible bruta;per habitant (€);p;17579
2022;Arbeca;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,8
2022;Arboç, l';renda familiar disponible bruta;valor (milers €);p;84654
2022;Arboç, l';renda familiar disponible bruta;per habitant (€);p;15012
2022;Arboç, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;78,4
2022;Arbúcies;renda familiar disponible bruta;valor (milers €);p;102761
2022;Arbúcies;renda familiar disponible bruta;per habitant (€);p;15778
2022;Arbúcies;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,4
2022;Arenys de Mar;renda familiar disponible bruta;valor (milers €);p;319833
2022;Arenys de Mar;renda familiar disponible bruta;per habitant (€);p;19760
2022;Arenys de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,2
2022;Arenys de Munt;renda familiar disponible bruta;valor (milers €);p;180156
2022;Arenys de Munt;renda familiar disponible bruta;per habitant (€);p;19320
2022;Arenys de Munt;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,9
2022;Argentona;renda familiar disponible bruta;valor (milers €);p;253352
2022;Argentona;renda familiar disponible bruta;per habitant (€);p;19805
2022;Argentona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,5
2022;Armentera, l';renda familiar disponible bruta;valor (milers €);p;16019
2022;Armentera, l';renda familiar disponible bruta;per habitant (€);p;15199
2022;Armentera, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,4
2022;Artés;renda familiar disponible bruta;valor (milers €);p;109016
2022;Artés;renda familiar disponible bruta;per habitant (€);p;18387
2022;Artés;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;96,1
2022;Artesa de Lleida;renda familiar disponible bruta;valor (milers €);p;24194
2022;Artesa de Lleida;renda familiar disponible bruta;per habitant (€);p;15792
2022;Artesa de Lleida;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,5
2022;Artesa de Segre;renda familiar disponible bruta;valor (milers €);p;54508
2022;Artesa de Segre;renda familiar disponible bruta;per habitant (€);p;15525
2022;Artesa de Segre;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;81,1
2022;Ascó;renda familiar disponible bruta;valor (milers €);p;26676
2022;Ascó;renda familiar disponible bruta;per habitant (€);p;16487
2022;Ascó;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;86,1
2022;Avià;renda familiar disponible bruta;valor (milers €);p;42947
2022;Avià;renda familiar disponible bruta;per habitant (€);p;19139
2022;Avià;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100
2022;Avinyó;renda familiar disponible bruta;valor (milers €);p;41684
2022;Avinyó;renda familiar disponible bruta;per habitant (€);p;18315
2022;Avinyó;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,7
2022;Avinyonet de Puigventós;renda familiar disponible bruta;valor (milers €);p;30078
2022;Avinyonet de Puigventós;renda familiar disponible bruta;per habitant (€);p;17861
2022;Avinyonet de Puigventós;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,3
2022;Avinyonet del Penedès;renda familiar disponible bruta;valor (milers €);p;31338
2022;Avinyonet del Penedès;renda familiar disponible bruta;per habitant (€);p;18135
2022;Avinyonet del Penedès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,7
2022;Badalona;renda familiar disponible bruta;valor (milers €);p;4013416
2022;Badalona;renda familiar disponible bruta;per habitant (€);p;17971
2022;Badalona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,9
2022;Badia del Vallès;renda familiar disponible bruta;valor (milers €);p;199973
2022;Badia del Vallès;renda familiar disponible bruta;per habitant (€);p;15259
2022;Badia del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,7
2022;Bagà;renda familiar disponible bruta;valor (milers €);p;41557
