any;municipi;concepte;indicador;estat;valor
2018;Abrera;renda familiar disponible bruta;valor (milers €);;219327
2018;Abrera;renda familiar disponible bruta;per habitant (€);;17824
2018;Abrera;renda familiar disponible bruta;per habitant (índex Catalunya=100);;100,7
2018;Agramunt;renda familiar disponible bruta;valor (milers €);;81214
2018;Agramunt;renda familiar disponible bruta;per habitant (€);;15184
2018;Agramunt;renda familiar disponible bruta;per habitant (índex Catalunya=100);;85,8
2018;Aiguafreda;renda familiar disponible bruta;valor (milers €);;45022
2018;Aiguafreda;renda familiar disponible bruta;per habitant (€);;18035
2018;Aiguafreda;renda familiar disponible bruta;per habitant (índex Catalunya=100);;101,9
2018;Aitona;renda familiar disponible bruta;valor (milers €);;29180
2018;Aitona;renda familiar disponible bruta;per habitant (€);;11580
2018;Aitona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;65,4
2018;Albatàrrec;renda familiar disponible bruta;valor (milers €);;28273
2018;Albatàrrec;renda familiar disponible bruta;per habitant (€);;12648
2018;Albatàrrec;renda familiar disponible bruta;per habitant (índex Catalunya=100);;71,4
2018;Albesa;renda familiar disponible bruta;valor (milers €);;22168
2018;Albesa;renda familiar disponible bruta;per habitant (€);;14349
2018;Albesa;renda familiar disponible bruta;per habitant (índex Catalunya=100);;81,1
2018;Albinyana;renda familiar disponible bruta;valor (milers €);;32817
2018;Albinyana;renda familiar disponible bruta;per habitant (€);;13711
2018;Albinyana;renda familiar disponible bruta;per habitant (índex Catalunya=100);;77,4
2018;Alcanar;renda familiar disponible bruta;valor (milers €);;124263
2018;Alcanar;renda familiar disponible bruta;per habitant (€);;13045
2018;Alcanar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;73,7
2018;Alcarràs;renda familiar disponible bruta;valor (milers €);;121537
2018;Alcarràs;renda familiar disponible bruta;per habitant (€);;13081
2018;Alcarràs;renda familiar disponible bruta;per habitant (índex Catalunya=100);;73,9
2018;Alcoletge;renda familiar disponible bruta;valor (milers €);;47300
2018;Alcoletge;renda familiar disponible bruta;per habitant (€);;14096
2018;Alcoletge;renda familiar disponible bruta;per habitant (índex Catalunya=100);;79,6
2018;Alcover;renda familiar disponible bruta;valor (milers €);;79335
2018;Alcover;renda familiar disponible bruta;per habitant (€);;15558
2018;Alcover;renda familiar disponible bruta;per habitant (índex Catalunya=100);;87,9
2018;Aldea, l';renda familiar disponible bruta;valor (milers €);;54282
2018;Aldea, l';renda familiar disponible bruta;per habitant (€);;13177
2018;Aldea, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;74,4
2018;Alella;renda familiar disponible bruta;valor (milers €);;262937
2018;Alella;renda familiar disponible bruta;per habitant (€);;27228
2018;Alella;renda familiar disponible bruta;per habitant (índex Catalunya=100);;153,8
2018;Alfarràs;renda familiar disponible bruta;valor (milers €);;38088
2018;Alfarràs;renda familiar disponible bruta;per habitant (€);;13815
2018;Alfarràs;renda familiar disponible bruta;per habitant (índex Catalunya=100);;78
2018;Alforja;renda familiar disponible bruta;valor (milers €);;25081
2018;Alforja;renda familiar disponible bruta;per habitant (€);;13888
2018;Alforja;renda familiar disponible bruta;per habitant (índex Catalunya=100);;78,4
2018;Alguaire;renda familiar disponible bruta;valor (milers €);;41584
2018;Alguaire;renda familiar disponible bruta;per habitant (€);;14345
2018;Alguaire;renda familiar disponible bruta;per habitant (índex Catalunya=100);;81
2018;Almacelles;renda familiar disponible bruta;valor (milers €);;95468
2018;Almacelles;renda familiar disponible bruta;per habitant (€);;14328
2018;Almacelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);;80,9
2018;Almenar;renda familiar disponible bruta;valor (milers €);;47702
2018;Almenar;renda familiar disponible bruta;per habitant (€);;14191
2018;Almenar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;80,2
2018;Almoster;renda familiar disponible bruta;valor (milers €);;27047
2018;Almoster;renda familiar disponible bruta;per habitant (€);;19958
2018;Almoster;renda familiar disponible bruta;per habitant (índex Catalunya=100);;112,7
2018;Alp;renda familiar disponible bruta;valor (milers €);;24765
2018;Alp;renda familiar disponible bruta;per habitant (€);;15919
2018;Alp;renda familiar disponible bruta;per habitant (índex Catalunya=100);;89,9
2018;Alpicat;renda familiar disponible bruta;valor (milers €);;112838
2018;Alpicat;renda familiar disponible bruta;per habitant (€);;18420
2018;Alpicat;renda familiar disponible bruta;per habitant (índex Catalunya=100);;104
2018;Altafulla;renda familiar disponible bruta;valor (milers €);;101169
2018;Altafulla;renda familiar disponible bruta;per habitant (€);;19467
2018;Altafulla;renda familiar disponible bruta;per habitant (índex Catalunya=100);;110
2018;Amer;renda familiar disponible bruta;valor (milers €);;39463
2018;Amer;renda familiar disponible bruta;per habitant (€);;17636
2018;Amer;renda familiar disponible bruta;per habitant (índex Catalunya=100);;99,6
2018;Ametlla de Mar, l';renda familiar disponible bruta;valor (milers €);;89303
2018;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (€);;13238
2018;Ametlla de Mar, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;74,8
2018;Ametlla del Vallès, l';renda familiar disponible bruta;valor (milers €);;196380
2018;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (€);;23218
2018;Ametlla del Vallès, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;131,1
2018;Ampolla, l';renda familiar disponible bruta;valor (milers €);;46238
2018;Ampolla, l';renda familiar disponible bruta;per habitant (€);;14361
2018;Ampolla, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;81,1
2018;Amposta;renda familiar disponible bruta;valor (milers €);;275797
2018;Amposta;renda familiar disponible bruta;per habitant (€);;13180
2018;Amposta;renda familiar disponible bruta;per habitant (índex Catalunya=100);;74,4
2018;Anglès;renda familiar disponible bruta;valor (milers €);;82730
2018;Anglès;renda familiar disponible bruta;per habitant (€);;15144
2018;Anglès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;85,5
2018;Anglesola;renda familiar disponible bruta;valor (milers €);;19576
2018;Anglesola;renda familiar disponible bruta;per habitant (€);;14640
2018;Anglesola;renda familiar disponible bruta;per habitant (índex Catalunya=100);;82,7
2018;Arbeca;renda familiar disponible bruta;valor (milers €);;29798
2018;Arbeca;renda familiar disponible bruta;per habitant (€);;13789
2018;Arbeca;renda familiar disponible bruta;per habitant (índex Catalunya=100);;77,9
2018;Arboç, l';renda familiar disponible bruta;valor (milers €);;73866
2018;Arboç, l';renda familiar disponible bruta;per habitant (€);;13465
2018;Arboç, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;76,1
2018;Arbúcies;renda familiar disponible bruta;valor (milers €);;93124
2018;Arbúcies;renda familiar disponible bruta;per habitant (€);;14500
2018;Arbúcies;renda familiar disponible bruta;per habitant (índex Catalunya=100);;81,9
2018;Arenys de Mar;renda familiar disponible bruta;valor (milers €);;272865
2018;Arenys de Mar;renda familiar disponible bruta;per habitant (€);;17657
2018;Arenys de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);;99,7
2018;Arenys de Munt;renda familiar disponible bruta;valor (milers €);;157382
2018;Arenys de Munt;renda familiar disponible bruta;per habitant (€);;17945
2018;Arenys de Munt;renda familiar disponible bruta;per habitant (índex Catalunya=100);;101,4
2018;Argentona;renda familiar disponible bruta;valor (milers €);;226431
2018;Argentona;renda familiar disponible bruta;per habitant (€);;18538
2018;Argentona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;104,7
2018;Armentera, l';renda familiar disponible bruta;valor (milers €);;13384
2018;Armentera, l';renda familiar disponible bruta;per habitant (€);;14702
2018;Armentera, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);;83
2018;Artés;renda familiar disponible bruta;valor (milers €);;94514
2018;Artés;renda familiar disponible bruta;per habitant (€);;16839
2018;Artés;renda familiar disponible bruta;per habitant (índex Catalunya=100);;95,1
2018;Artesa de Lleida;renda familiar disponible bruta;valor (milers €);;22213
2018;Artesa de Lleida;renda familiar disponible bruta;per habitant (€);;14883
2018;Artesa de Lleida;renda familiar disponible bruta;per habitant (índex Catalunya=100);;84,1
2018;Artesa de Segre;renda familiar disponible bruta;valor (milers €);;48760
2018;Artesa de Segre;renda familiar disponible bruta;per habitant (€);;14371
2018;Artesa de Segre;renda familiar disponible bruta;per habitant (índex Catalunya=100);;81,2
2018;Ascó;renda familiar disponible bruta;valor (milers €);;25635
2018;Ascó;renda familiar disponible bruta;per habitant (€);;15554
2018;Ascó;renda familiar disponible bruta;per habitant (índex Catalunya=100);;87,9
2018;Avià;renda familiar disponible bruta;valor (milers €);;39488
2018;Avià;renda familiar disponible bruta;per habitant (€);;17711
2018;Avià;renda familiar disponible bruta;per habitant (índex Catalunya=100);;100
2018;Avinyó;renda familiar disponible bruta;valor (milers €);;38020
2018;Avinyó;renda familiar disponible bruta;per habitant (€);;16985
2018;Avinyó;renda familiar disponible bruta;per habitant (índex Catalunya=100);;95,9
2018;Avinyonet de Puigventós;renda familiar disponible bruta;valor (milers €);;26092
2018;Avinyonet de Puigventós;renda familiar disponible bruta;per habitant (€);;16648
2018;Avinyonet de Puigventós;renda familiar disponible bruta;per habitant (índex Catalunya=100);;94
2018;Avinyonet del Penedès;renda familiar disponible bruta;valor (milers €);;27712
2018;Avinyonet del Penedès;renda familiar disponible bruta;per habitant (€);;16481
2018;Avinyonet del Penedès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;93,1
2018;Badalona;renda familiar disponible bruta;valor (milers €);;3558269
2018;Badalona;renda familiar disponible bruta;per habitant (€);;16345
2018;Badalona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;92,3
2018;Badia del Vallès;renda familiar disponible bruta;valor (milers €);;174301
2018;Badia del Vallès;renda familiar disponible bruta;per habitant (€);;13035
2018;Badia del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;73,6
2018;Bagà;renda familiar disponible bruta;valor (milers €);;37935
2018;Bagà;renda familiar disponible bruta;per habitant (€);;17752
2018;Bagà;renda familiar disponible bruta;per habitant (índex Catalunya=100);;100,3
2018;Balaguer;renda familiar disponible bruta;valor (milers €);;224898
2018;Balaguer;renda familiar disponible bruta;per habitant (€);;13409
2018;Balaguer;renda familiar disponible bruta;per habitant (índex Catalunya=100);;75,7
2018;Balenyà;renda familiar disponible bruta;valor (milers €);;59789
2018;Balenyà;renda familiar disponible bruta;per habitant (€);;15915
2018;Balenyà;renda familiar disponible bruta;per habitant (índex Catalunya=100);;89,9
2018;Balsareny;renda familiar disponible bruta;valor (milers €);;54431
2018;Balsareny;renda familiar disponible bruta;per habitant (€);;17290
2018;Balsareny;renda familiar disponible bruta;per habitant (índex Catalunya=100);;97,7
2018;Banyeres del Penedès;renda familiar disponible bruta;valor (milers €);;49227
2018;Banyeres del Penedès;renda familiar disponible bruta;per habitant (€);;15704
2018;Banyeres del Penedès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;88,7
2018;Banyoles;renda familiar disponible bruta;valor (milers €);;324063
2018;Banyoles;renda familiar disponible bruta;per habitant (€);;16537
2018;Banyoles;renda familiar disponible bruta;per habitant (índex Catalunya=100);;93,4
2018;Barberà del Vallès;renda familiar disponible bruta;valor (milers €);;567989
2018;Barberà del Vallès;renda familiar disponible bruta;per habitant (€);;17265
2018;Barberà del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);;97,5
2018;Barcelona;renda familiar disponible bruta;valor (milers €);;34852191
2018;Barcelona;renda familiar disponible bruta;per habitant (€);;21538
2018;Barcelona;renda familiar disponible bruta;per habitant (índex Catalunya=100);;121,7
2018;Bàscara;renda familiar disponible bruta;valor (milers €);;15039
2018;Bàscara;renda familiar disponible bruta;per habitant (€);;15390
2018;Bàscara;renda familiar disponible bruta;per habitant (índex Catalunya=100);;86,9
2018;Batea;renda familiar disponible bruta;valor (milers €);;25447
2018;Batea;renda familiar disponible bruta;per habitant (€);;13573
2018;Batea;renda familiar disponible bruta;per habitant (índex Catalunya=100);;76,7
2018;Begues;renda familiar disponible bruta;valor (milers €);;151609
2018;Begues;renda familiar disponible bruta;per habitant (€);;21754
2018;Begues;renda familiar disponible bruta;per habitant (índex Catalunya=100);;122,9
2018;Begur;renda familiar disponible bruta;valor (milers €);;63550
2018;Begur;renda familiar disponible bruta;per habitant (€);;16432
2018;Begur;renda familiar disponible bruta;per habitant (índex Catalunya=100);;92,8
