concepte,any,municipi,renda familiar disponible bruta,renda familiar disponible bruta,renda familiar disponible bruta
indicador,,,per habitant (índex Catalunya=100),per habitant (€),valor (milers €)
3529,2016.0,Begur,91.0,15655000.0,60711.0
3530,2016.0,Bell-lloc d'Urgell,84.9,14608000.0,34238.0
3531,2016.0,Bellcaire d'Urgell,87.1,14987000.0,18514.0
3532,2016.0,Bellpuig,76.7,13188000.0,65511.0
3533,2016.0,Bellvei,72.7,12499000.0,27231.0
3534,2016.0,Bellver de Cerdanya,90.8,15621000.0,31121.0
3535,2016.0,Bellvís,77.1,13257000.0,30206.0
3536,2016.0,Benavent de Segrià,93.4,16063000.0,23044.0
3537,2016.0,Benissanet,69.7,11997000.0,14110.0
3538,2016.0,Berga,94.9,16329000.0,262651.0
3539,2016.0,Besalú,95.5,16429000.0,39320.0
3540,2016.0,Bescanó,101.5,17454000.0,83344.0
3541,2016.0,Bigues i Riells del Fai,103.7,17845000.0,158723.0
3542,2016.0,"Bisbal d'Empordà, la",75.3,12949000.0,136953.0
3543,2016.0,"Bisbal del Penedès, la",75.5,12996000.0,44740.0
3544,2016.0,Blanes,80.1,13787000.0,530207.0
3545,2016.0,Bordils,103.1,17733000.0,29196.0
3546,2016.0,"Borges Blanques, les",80.4,13827000.0,83158.0
3547,2016.0,"Borges del Camp, les",86.2,14825000.0,30900.0
3548,2016.0,Bossòst,90.2,15516000.0,17149.0
3549,2016.0,Botarell,90.1,15509000.0,17120.0
3550,2016.0,Breda,86.1,14814000.0,54594.0
3551,2016.0,"Bruc, el",107.3,18466000.0,36948.0
3552,2016.0,Bàscara,91.1,15678000.0,15054.0
3553,2016.0,"Cabanyes, les",98.4,16931000.0,15919.0
3554,2016.0,Cabra del Camp,71.6,12325000.0,13829.0
3555,2016.0,Cabrera d'Anoia,82.0,14100000.0,19140.0
3556,2016.0,Cabrera de Mar,129.4,22267000.0,100493.0
3557,2016.0,Cabrils,138.0,23750000.0,170879.0
3558,2016.0,Cadaqués,70.0,12038000.0,33055.0
3559,2016.0,Calaf,86.5,14877000.0,51329.0
3560,2016.0,Calafell,77.9,13395000.0,327498.0
3561,2016.0,Calders,97.4,16757000.0,15931.0
3562,2016.0,Caldes d'Estrac,109.7,18875000.0,52049.0
3563,2016.0,Caldes de Malavella,92.0,15821000.0,113848.0
3564,2016.0,Caldes de Montbui,100.0,17212000.0,294012.0
3565,2016.0,Calella,83.0,14277000.0,259215.0
3566,2016.0,Calldetenes,97.3,16731000.0,40175.0
3567,2016.0,Callús,89.1,15331000.0,31377.0
3568,2016.0,Calonge i Sant Antoni,81.0,13935000.0,147354.0
3569,2016.0,Camarles,68.1,11717000.0,38487.0
3570,2016.0,Cambrils,88.9,15289000.0,507781.0
3571,2016.0,Campdevànol,101.4,17448000.0,56983.0
3572,2016.0,Camprodon,93.5,16092000.0,35546.0
3573,2016.0,Canet de Mar,94.1,16182000.0,229196.0
3574,2016.0,"Canonja, la",80.0,13769000.0,80275.0
3575,2016.0,Canovelles,81.9,14098000.0,225094.0
3576,2016.0,Canyelles,98.1,16885000.0,73072.0
3577,2016.0,Capellades,94.0,16171000.0,84504.0
3578,2016.0,Cardedeu,99.6,17128000.0,309999.0
3579,2016.0,Cardona,93.3,16050000.0,75694.0
3580,2016.0,Casserres,94.5,16250000.0,24972.0
3581,2016.0,Cassà de la Selva,92.8,15961000.0,157812.0
3582,2016.0,"Castell d'Aro, Platja d'Aro i s'Agaró",73.2,12591000.0,130958.0
3583,2016.0,Castellar del Vallès,102.2,17589000.0,415612.0
3584,2016.0,Castellbell i el Vilar,88.0,15140000.0,54111.0
3585,2016.0,Castellbisbal,101.5,17453000.0,213770.0
3586,2016.0,Castelldefels,123.4,21234000.0,1377616.0
3587,2016.0,Castellet i la Gornal,88.3,15188000.0,33444.0
3588,2016.0,Castellgalí,90.6,15582000.0,31023.0
3589,2016.0,Castellnou de Bages,95.5,16432000.0,21120.0
3590,2016.0,Castellterçol,92.9,15989000.0,37504.0
3591,2016.0,Castellvell del Camp,117.7,20251000.0,57972.0
3592,2016.0,Castellví de Rosanes,107.4,18478000.0,33286.0
3593,2016.0,Castellví de la Marca,85.8,14755000.0,22748.0
3594,2016.0,Castelló d'Empúries,66.8,11489000.0,120877.0
3595,2016.0,"Catllar, el",101.8,17508000.0,74141.0
3596,2016.0,"Cellera de Ter, la",89.7,15433000.0,30943.0
3597,2016.0,Celrà,89.3,15358000.0,80052.0
3598,2016.0,Centelles,97.4,16752000.0,122617.0
3599,2016.0,Cercs,93.5,16089000.0,18826.0
3600,2016.0,Cerdanyola del Vallès,108.4,18653000.0,1071641.0
3601,2016.0,Cervelló,120.0,20641000.0,181864.0
3602,2016.0,Cervera,79.1,13603000.0,120883.0
3603,2016.0,Cervià de Ter,100.5,17298000.0,15528.0
3604,2016.0,Collbató,120.3,20704000.0,90234.0
3605,2016.0,Constantí,69.3,11915000.0,77109.0
3606,2016.0,Corbera d'Ebre,73.8,12703000.0,13454.0
3607,2016.0,Corbera de Llobregat,104.4,17956000.0,254690.0
3608,2016.0,Corbins,80.9,13918000.0,19203.0
3609,2016.0,Cornellà de Llobregat,95.2,16370000.0,1401617.0
3610,2016.0,Cornellà del Terri,94.8,16306000.0,36963.0
3611,2016.0,Corçà,92.6,15934000.0,19533.0
3612,2016.0,Creixell,81.9,14088000.0,48872.0
3613,2016.0,"Cruïlles, Monells i Sant Sadurní de l'Heura",91.1,15679000.0,19945.0
3614,2016.0,Cubelles,98.6,16957000.0,244665.0
3615,2016.0,Cunit,78.3,13462000.0,159594.0
3616,2016.0,Cànoves i Samalús,98.2,16886000.0,48564.0
3617,2016.0,Deltebre,69.1,11883000.0,135886.0
3618,2016.0,Dosrius,100.2,17239000.0,88050.0
3619,2016.0,"Escala, l'",73.3,12603000.0,127873.0
3620,2016.0,Esparreguera,96.6,16615000.0,359639.0
3621,2016.0,"Espluga de Francolí, l'",87.4,15039000.0,56757.0
3622,2016.0,Esplugues de Llobregat,116.3,20003000.0,908716.0
3623,2016.0,"Esquirol, l'",98.8,17005000.0,36340.0
3624,2016.0,Falset,85.7,14752000.0,41404.0
3625,2016.0,Figaró-Montmany,80.6,13862000.0,14964.0
3626,2016.0,Figueres,75.0,12906000.0,577032.0
3627,2016.0,Flaçà,98.1,16882000.0,17040.0
3628,2016.0,Flix,97.2,16726000.0,59940.0
3629,2016.0,Fogars de la Selva,88.5,15227000.0,21809.0
3630,2016.0,Folgueroles,104.3,17938000.0,40699.0
3631,2016.0,Fonollosa,116.0,19949000.0,27848.0
3632,2016.0,Font-rubí,87.8,15100000.0,20442.0
3633,2016.0,Fontcoberta,96.8,16649000.0,24438.0
3634,2016.0,Forallac,107.8,18540000.0,31267.0
3635,2016.0,Fornells de la Selva,113.8,19579000.0,49313.0
3636,2016.0,"Franqueses del Vallès, les",92.5,15911000.0,308833.0
3637,2016.0,"Fuliola, la",71.6,12324000.0,15302.0
3638,2016.0,Gandesa,76.2,13113000.0,38988.0
3639,2016.0,"Garriga, la",102.4,17620000.0,279700.0
3640,2016.0,Gavà,108.3,18624000.0,856966.0
3641,2016.0,Gelida,95.2,16375000.0,118428.0
3642,2016.0,Gimenells i el Pla de la Font,69.7,11983000.0,13040.0
3643,2016.0,Girona,100.4,17276000.0,1663487.0
3644,2016.0,Gironella,94.3,16232000.0,77920.0
3645,2016.0,Golmés,80.0,13764000.0,25470.0
3646,2016.0,"Granada, la",92.8,15969000.0,33393.0
3647,2016.0,Granollers,97.7,16804000.0,1010836.0
3648,2016.0,Gualba,98.1,16875000.0,23926.0
3649,2016.0,Guissona,81.6,14039000.0,96112.0
3650,2016.0,Gurb,123.6,21267000.0,54332.0
3651,2016.0,Horta de Sant Joan,71.5,12297000.0,14356.0
3652,2016.0,"Hospitalet de Llobregat, l'",90.3,15528000.0,3933280.0
3653,2016.0,"Hostalets de Pierola, els",87.1,14976000.0,43369.0
3654,2016.0,Hostalric,84.9,14606000.0,58889.0
3655,2016.0,Igualada,93.4,16061000.0,628765.0
3656,2016.0,Isona i Conca Dellà,82.1,14126000.0,14381.0
3657,2016.0,Ivars d'Urgell,81.7,14058000.0,22196.0
3658,2016.0,"Jonquera, la",71.3,12258000.0,38183.0
3659,2016.0,Juneda,78.1,13437000.0,45275.0
3660,2016.0,Linyola,75.8,13046000.0,34545.0
3661,2016.0,"Llagosta, la",89.8,15442000.0,204341.0
3662,2016.0,Llagostera,86.5,14888000.0,119868.0
3663,2016.0,Llançà,86.1,14809000.0,70263.0
3664,2016.0,Lleida,92.1,15838000.0,2140692.0
3665,2016.0,Llers,102.0,17554000.0,20724.0
3666,2016.0,Llinars del Vallès,94.4,16239000.0,157324.0
3667,2016.0,Lliçà d'Amunt,102.7,17667000.0,261069.0
3668,2016.0,Lliçà de Vall,111.8,19228000.0,122063.0
3669,2016.0,Llorenç del Penedès,85.6,14718000.0,33837.0
3670,2016.0,Lloret de Mar,65.7,11300000.0,412525.0
3671,2016.0,Llívia,77.8,13387000.0,19371.0
3672,2016.0,Malgrat de Mar,84.9,14606000.0,264043.0
3673,2016.0,Manlleu,88.6,15246000.0,301880.0
3674,2016.0,Manresa,92.9,15989000.0,1189470.0
3675,2016.0,Martorell,90.0,15478000.0,424580.0
3676,2016.0,Martorelles,101.8,17510000.0,82498.0
3677,2016.0,Masdenverge,69.4,11934000.0,12936.0
3678,2016.0,"Masies de Voltregà, les",96.9,16669000.0,51925.0
3679,2016.0,"Masnou, el",113.3,19495000.0,446374.0
3680,2016.0,Masquefa,89.7,15431000.0,130388.0
3681,2016.0,Matadepera,154.7,26615000.0,241036.0
3682,2016.0,Mataró,88.1,15164000.0,1882739.0
3683,2016.0,Maçanet de la Selva,78.8,13552000.0,91299.0
3684,2016.0,Mediona,85.1,14642000.0,33021.0
3685,2016.0,Miralcamp,73.1,12570000.0,17204.0
3686,2016.0,Moià,84.5,14534000.0,86742.0
3687,2016.0,Molins de Rei,111.7,19209000.0,484307.0
3688,2016.0,Mollerussa,80.8,13908000.0,203537.0
3689,2016.0,Mollet del Vallès,94.1,16184000.0,826539.0
3690,2016.0,Monistrol de Montserrat,92.8,15969000.0,45978.0
3691,2016.0,Mont-ras,102.2,17575000.0,29500.0
3692,2016.0,Mont-roig del Camp,75.4,12965000.0,150534.0
3693,2016.0,Montblanc,91.8,15799000.0,115327.0
3694,2016.0,Montbrió del Camp,82.7,14231000.0,39918.0
3695,2016.0,Montcada i Reixac,92.4,15889000.0,553299.0
3696,2016.0,Montesquiu,86.6,14901000.0,13910.0
3697,2016.0,Montferrer i Castellbò,72.5,12468000.0,13290.0
3698,2016.0,Montgat,110.4,18998000.0,219046.0
3699,2016.0,"Montmell, el",70.4,12108000.0,16865.0
3700,2016.0,Montmeló,95.1,16361000.0,142751.0
3701,2016.0,Montornès del Vallès,90.8,15620000.0,252311.0
3702,2016.0,"Morell, el",86.6,14899000.0,53542.0
3703,2016.0,Móra d'Ebre,86.8,14925000.0,82259.0
3704,2016.0,Móra la Nova,78.5,13512000.0,41055.0
3705,2016.0,Naut Aran,79.8,13731000.0,23984.0
3706,2016.0,Navarcles,97.1,16708000.0,98986.0
3707,2016.0,Navata,92.9,15976000.0,20535.0
3708,2016.0,Navàs,92.8,15966000.0,95593.0
3709,2016.0,Olesa de Bonesvalls,95.8,16486000.0,28355.0
3710,2016.0,Olesa de Montserrat,94.2,16211000.0,379350.0
3711,2016.0,Oliana,86.8,14930000.0,27266.0
3712,2016.0,Olivella,101.5,17465000.0,62082.0
3713,2016.0,Olost,93.1,16008000.0,18824.0
3714,2016.0,Olot,92.8,15967000.0,533908.0
3715,2016.0,Olèrdola,96.3,16566000.0,58467.0
3716,2016.0,Os de Balaguer,72.2,12413000.0,12483.0
3717,2016.0,Palafolls,86.4,14860000.0,134197.0
3718,2016.0,Palafrugell,72.6,12495000.0,280007.0
3719,2016.0,Palamós,85.6,14729000.0,256434.0
3720,2016.0,"Palau d'Anglesola, el",87.3,15025000.0,32697.0
3721,2016.0,Palau-saverdera,75.3,12956000.0,18492.0
3722,2016.0,Palau-solità i Plegamans,100.3,17263000.0,250555.0
3723,2016.0,"Pallaresos, els",99.4,17096000.0,78984.0
3724,2016.0,Pallejà,108.3,18639000.0,210375.0
3725,2016.0,"Palma de Cervelló, la",108.0,18583000.0,55266.0
3726,2016.0,Pals,88.6,15234000.0,36633.0
3727,2016.0,"Papiol, el",96.7,16632000.0,67433.0
3728,2016.0,Parets del Vallès,99.6,17132000.0,322345.0
3729,2016.0,Perafort,87.4,15042000.0,19082.0
3730,2016.0,Peralada,98.2,16903000.0,30448.0
3731,2016.0,"Perelló, el",64.0,11015000.0,31635.0
3732,2016.0,Piera,84.8,14585000.0,220186.0
3733,2016.0,Pineda de Mar,80.6,13869000.0,359855.0
3734,2016.0,"Pinell de Brai, el",82.2,14148000.0,14180.0
3735,2016.0,"Pla de Santa Maria, el",85.6,14726000.0,33577.0
3736,2016.0,"Pla del Penedès, el",84.6,14548000.0,17986.0
3737,2016.0,"Planes d'Hostoles, les",94.3,16225000.0,26183.0
3738,2016.0,"Pobla de Claramunt, la",91.1,15668000.0,34067.0
3739,2016.0,"Pobla de Lillet, la",100.4,17268000.0,18985.0
3740,2016.0,"Pobla de Mafumet, la",66.5,11447000.0,43681.0
3741,2016.0,"Pobla de Montornès, la",85.4,14692000.0,41181.0
3742,2016.0,"Pobla de Segur, la",90.3,15535000.0,45181.0
3743,2016.0,Polinyà,94.5,16264000.0,135241.0
3744,2016.0,"Pont de Suert, el",89.5,15394000.0,35107.0
3745,2016.0,"Pont de Vilomara i Rocafort, el",82.7,14230000.0,53093.0
3746,2016.0,Ponts,85.4,14687000.0,38174.0
3747,2016.0,Porqueres,93.4,16062000.0,72868.0
3748,2016.0,"Port de la Selva, el",87.4,15035000.0,14561.0
3749,2016.0,Portbou,92.5,15916000.0,17671.0
3750,2016.0,"Prat de Llobregat, el",101.2,17419000.0,1099910.0
3751,2016.0,Prats de Lluçanès,95.8,16477000.0,41467.0
3752,2016.0,Premià de Dalt,118.7,20419000.0,209452.0
3753,2016.0,Premià de Mar,102.9,17705000.0,488437.0
3754,2016.0,"Preses, les",102.0,17544000.0,30497.0
3755,2016.0,Puig-reig,95.5,16425000.0,67165.0
3756,2016.0,Puigcerdà,75.2,12936000.0,114630.0
3757,2016.0,Puigpelat,84.1,14471000.0,16411.0
3758,2016.0,Puigverd de Lleida,83.5,14360000.0,19185.0
3759,2016.0,Quart,103.3,17768000.0,61125.0
3760,2016.0,Reus,86.0,14795000.0,1536212.0
3761,2016.0,Riba-roja d'Ebre,89.1,15322000.0,17131.0
3762,2016.0,Ribes de Freser,98.3,16904000.0,30040.0
3763,2016.0,Riells i Viabrea,89.4,15386000.0,59641.0
3764,2016.0,"Riera de Gaià, la",90.2,15518000.0,26388.0
3765,2016.0,Ripoll,95.1,16361000.0,172704.0
3766,2016.0,Ripollet,91.3,15705000.0,591373.0
3767,2016.0,Riudarenes,94.4,16240000.0,34207.0
3768,2016.0,Riudecanyes,88.3,15193000.0,16918.0
3769,2016.0,Riudecols,96.5,16601000.0,19461.0
3770,2016.0,Riudellots de la Selva,104.6,17992000.0,36012.0
3771,2016.0,Riudoms,74.9,12894000.0,84872.0
3772,2016.0,"Roca del Vallès, la",106.0,18229000.0,191734.0
3773,2016.0,Roda de Berà,76.7,13198000.0,84176.0
3774,2016.0,Roda de Ter,93.4,16073000.0,97126.0
3775,2016.0,Roquetes,76.2,13103000.0,105662.0
3776,2016.0,Roses,72.3,12445000.0,234573.0
3777,2016.0,Rosselló,84.6,14549000.0,43633.0
3778,2016.0,Rubí,92.2,15862000.0,1191725.0
3779,2016.0,"Ràpita, la",70.1,12067000.0,179788.0
3780,2016.0,Sabadell,98.9,17008000.0,3544929.0
3781,2016.0,Sallent,98.6,16958000.0,110969.0
3782,2016.0,Salou,73.1,12573000.0,331070.0
3783,2016.0,Salt,68.4,11775000.0,340487.0
3784,2016.0,Sant Adrià de Besòs,85.3,14673000.0,530637.0
3785,2016.0,Sant Andreu de Llavaneres,116.3,20012000.0,211504.0
3786,2016.0,Sant Andreu de la Barca,93.8,16145000.0,438165.0
3787,2016.0,Sant Antoni de Vilamajor,104.0,17890000.0,105660.0
3788,2016.0,Sant Boi de Llobregat,96.9,16674000.0,1360340.0
3789,2016.0,Sant Cebrià de Vallalta,101.0,17373000.0,56908.0
3790,2016.0,Sant Celoni,90.5,15569000.0,272188.0
3791,2016.0,Sant Climent de Llobregat,104.3,17938000.0,71704.0
3792,2016.0,Sant Cugat Sesgarrigues,95.9,16494000.0,16027.0
3793,2016.0,Sant Cugat del Vallès,139.6,24014000.0,2135688.0
3794,2016.0,Sant Esteve Sesrovires,106.4,18308000.0,139016.0
3795,2016.0,Sant Esteve de Palautordera,101.1,17393000.0,45420.0
3796,2016.0,Sant Feliu de Codines,90.2,15512000.0,92741.0
3797,2016.0,Sant Feliu de Guíxols,81.1,13956000.0,298262.0
3798,2016.0,Sant Feliu de Llobregat,111.2,19126000.0,837208.0
3799,2016.0,Sant Feliu de Pallerols,94.1,16182000.0,21098.0
3800,2016.0,Sant Fost de Campsentelles,108.7,18699000.0,161122.0
3801,2016.0,Sant Fruitós de Bages,110.3,18974000.0,159125.0
3802,2016.0,Sant Gregori,105.0,18072000.0,63415.0
3803,2016.0,Sant Guim de Freixenet,83.3,14337000.0,14731.0
3804,2016.0,Sant Hilari Sacalm,85.6,14727000.0,81081.0
3805,2016.0,Sant Hipòlit de Voltregà,99.3,17087000.0,58327.0
3806,2016.0,Sant Iscle de Vallalta,90.8,15613000.0,19928.0
3807,2016.0,Sant Jaume d'Enveja,66.1,11365000.0,39988.0
3808,2016.0,Sant Jaume dels Domenys,81.1,13952000.0,35397.0
3809,2016.0,Sant Joan Despí,113.7,19556000.0,653307.0
3810,2016.0,Sant Joan de Vilatorrada,93.2,16037000.0,171597.0
3811,2016.0,Sant Joan de les Abadesses,100.5,17290000.0,56940.0
3812,2016.0,Sant Joan les Fonts,102.7,17671000.0,50577.0
3813,2016.0,Sant Julià de Ramis,103.6,17820000.0,60035.0
3814,2016.0,Sant Julià de Vilatorta,110.5,19003000.0,58294.0
3815,2016.0,Sant Julià del Llor i Bonmatí,103.5,17800000.0,22883.0
3816,2016.0,Sant Just Desvern,151.9,26138000.0,442298.0
3817,2016.0,Sant Llorenç Savall,90.0,15481000.0,36543.0
3818,2016.0,Sant Llorenç d'Hortons,106.2,18265000.0,46425.0
3819,2016.0,Sant Llorenç de Morunys,89.8,15454000.0,14898.0
3820,2016.0,Sant Martí Sarroca,88.4,15214000.0,47657.0
3821,2016.0,Sant Martí de Centelles,80.9,13924000.0,15445.0
3822,2016.0,Sant Martí de Tous,95.3,16390000.0,19552.0
3823,2016.0,Sant Pere Pescador,70.5,12126000.0,24681.0
3824,2016.0,Sant Pere de Ribes,93.4,16068000.0,474278.0
3825,2016.0,Sant Pere de Riudebitlles,93.2,16026000.0,37568.0
3826,2016.0,Sant Pere de Torelló,95.6,16438000.0,39472.0
3827,2016.0,Sant Pere de Vilamajor,103.4,17796000.0,75903.0
3828,2016.0,Sant Pol de Mar,109.0,18758000.0,92669.0
3829,2016.0,Sant Quintí de Mediona,77.8,13390000.0,28584.0
3830,2016.0,Sant Quirze de Besora,97.8,16817000.0,35009.0
3831,2016.0,Sant Quirze del Vallès,131.1,22552000.0,444352.0
3832,2016.0,Sant Sadurní d'Anoia,104.3,17937000.0,226691.0
3833,2016.0,Sant Salvador de Guardiola,93.9,16147000.0,50227.0
3834,2016.0,Sant Vicenç de Castellet,82.3,14163000.0,130273.0
3835,2016.0,Sant Vicenç de Montalt,132.3,22761000.0,139857.0
3836,2016.0,Sant Vicenç de Torelló,117.6,20239000.0,39906.0
3837,2016.0,Sant Vicenç dels Horts,94.1,16196000.0,449246.0
3838,2016.0,Santa Bàrbara,69.1,11886000.0,45266.0
3839,2016.0,Santa Coloma de Cervelló,108.6,18685000.0,149668.0
3840,2016.0,Santa Coloma de Farners,85.3,14679000.0,184408.0
3841,2016.0,Santa Coloma de Gramenet,82.9,14261000.0,1655747.0
3842,2016.0,Santa Coloma de Queralt,87.2,15008000.0,40685.0
3843,2016.0,Santa Cristina d'Aro,86.2,14823000.0,75208.0
3844,2016.0,Santa Eugènia de Berga,97.6,16785000.0,37328.0
3845,2016.0,Santa Eulàlia de Riuprimer,98.9,17012000.0,21457.0
3846,2016.0,Santa Eulàlia de Ronçana,101.1,17396000.0,122702.0
3847,2016.0,Santa Margarida de Montbui,69.0,11877000.0,114960.0
3848,2016.0,Santa Margarida i els Monjos,90.7,15607000.0,115229.0
3849,2016.0,Santa Maria d'Oló,93.5,16084000.0,16639.0
3850,2016.0,Santa Maria de Palautordera,93.2,16037000.0,147496.0
3851,2016.0,Santa Oliva,74.0,12733000.0,41617.0
3852,2016.0,Santa Pau,103.5,17814000.0,26842.0
3853,2016.0,Santa Perpètua de Mogoda,94.7,16288000.0,415080.0
3854,2016.0,Santa Susanna,91.7,15783000.0,51979.0
3855,2016.0,Santpedor,100.0,17203000.0,128192.0
3856,2016.0,Sarral,76.2,13106000.0,20625.0
3857,2016.0,Sarrià de Ter,100.4,17270000.0,85028.0
3858,2016.0,"Secuita, la",95.1,16356000.0,27566.0
3859,2016.0,"Selva del Camp, la",86.3,14845000.0,83035.0
3860,2016.0,Sentmenat,96.3,16572000.0,144698.0
3861,2016.0,Serinyà,89.5,15394000.0,17214.0
3862,2016.0,Seròs,69.4,11944000.0,22310.0
3863,2016.0,"Seu d'Urgell, la",77.8,13392000.0,161263.0
3864,2016.0,Seva,103.4,17796000.0,60593.0
3865,2016.0,Sils,86.2,14823000.0,86529.0
3866,2016.0,Sitges,114.4,19681000.0,552052.0
3867,2016.0,Solsona,79.1,13612000.0,122568.0
3868,2016.0,Sort,86.9,14952000.0,31649.0
3869,2016.0,Soses,76.1,13100000.0,21963.0
3870,2016.0,Subirats,94.8,16306000.0,48755.0
3871,2016.0,"Sénia, la",65.2,11215000.0,63777.0
3872,2016.0,Súria,100.3,17251000.0,100884.0
3873,2016.0,Taradell,100.2,17230000.0,107724.0
3874,2016.0,Tarragona,94.8,16309000.0,2143266.0
3875,2016.0,Teià,135.0,23230000.0,144262.0
3876,2016.0,Terrassa,96.4,16578000.0,3565825.0
3877,2016.0,Tiana,137.4,23635000.0,200552.0
3878,2016.0,Tivissa,78.0,13413000.0,22186.0
3879,2016.0,Tona,98.6,16960000.0,134506.0
3880,2016.0,Tordera,77.1,13262000.0,216509.0
3881,2016.0,Torelló,99.2,17072000.0,234897.0
3882,2016.0,"Torre de Claramunt, la",90.5,15563000.0,57807.0
3883,2016.0,Torredembarra,78.0,13425000.0,209519.0
3884,2016.0,Torrefarrera,89.0,15303000.0,69702.0
3885,2016.0,Torregrossa,71.9,12364000.0,27044.0
3886,2016.0,Torrelavit,98.6,16971000.0,23751.0
3887,2016.0,Torrelles de Foix,74.6,12831000.0,28369.0
3888,2016.0,Torrelles de Llobregat,105.0,18068000.0,106453.0
3889,2016.0,Torres de Segre,69.5,11954000.0,26265.0
3890,2016.0,Torroella de Montgrí,78.0,13419000.0,151847.0
3891,2016.0,Tortosa,80.5,13849000.0,461786.0
3892,2016.0,Torà,92.0,15830000.0,19000.0
3893,2016.0,Tossa de Mar,78.2,13449000.0,73329.0
3894,2016.0,Tremp,86.8,14941000.0,87551.0
3895,2016.0,Tàrrega,79.8,13723000.0,225736.0
3896,2016.0,Térmens,73.7,12685000.0,18603.0
3897,2016.0,Ullastrell,102.2,17586000.0,35876.0
3898,2016.0,Ulldecona,65.2,11217000.0,71593.0
3899,2016.0,Ullà,72.1,12403000.0,13504.0
3900,2016.0,Vacarisses,92.8,15966000.0,99634.0
3901,2016.0,"Vall d'en Bas, la",104.0,17891000.0,52646.0
3902,2016.0,"Vall de Bianya, la",116.7,20083000.0,24924.0
3903,2016.0,"Vall de Boí, la",77.9,13398000.0,13655.0
3904,2016.0,Vallbona d'Anoia,93.7,16118000.0,22757.0
3905,2016.0,Vallfogona de Balaguer,79.5,13675000.0,25239.0
3906,2016.0,Vallgorguina,94.7,16297000.0,45104.0
3907,2016.0,Vallirana,99.2,17064000.0,249251.0
3908,2016.0,Vallmoll,92.9,15981000.0,26745.0
3909,2016.0,Vallromanes,153.0,26314000.0,65989.0
3910,2016.0,Valls,91.4,15726000.0,380560.0
3911,2016.0,Vandellòs i l'Hospitalet de l'Infant,85.1,14639000.0,91445.0
3912,2016.0,"Vendrell, el",83.1,14293000.0,518978.0
3913,2016.0,Verges,92.7,15956000.0,18109.0
3914,2016.0,Vic,96.5,16599000.0,714983.0
3915,2016.0,Vidreres,86.2,14823000.0,111886.0
3916,2016.0,Vielha e Mijaran,86.0,14790000.0,79954.0
3917,2016.0,Vila-rodona,77.6,13343000.0,16772.0
3918,2016.0,Vila-seca,79.3,13645000.0,299957.0
3919,2016.0,Vilablareix,108.3,18639000.0,48463.0
3920,2016.0,Viladecans,98.2,16897000.0,1103988.0
3921,2016.0,Viladecavalls,107.1,18427000.0,135433.0
3922,2016.0,Viladrau,102.4,17622000.0,17989.0
3923,2016.0,Vilafant,90.1,15494000.0,82587.0
3924,2016.0,Vilafranca del Penedès,92.8,15971000.0,626882.0
3925,2016.0,Vilajuïga,85.9,14771000.0,16408.0
3926,2016.0,Vilallonga del Camp,85.6,14726000.0,33862.0
3927,2016.0,Vilamalla,84.5,14533000.0,16067.0
3928,2016.0,Vilanova de Bellpuig,80.2,13801000.0,16118.0
3929,2016.0,Vilanova de Segrià,78.8,13563000.0,12538.0
3930,2016.0,Vilanova de la Barca,83.0,14282000.0,14702.0
3931,2016.0,Vilanova del Camí,77.9,13404000.0,165800.0
3932,2016.0,Vilanova del Vallès,116.7,20069000.0,104892.0
3933,2016.0,Vilanova i la Geltrú,95.4,16408000.0,1066162.0
3934,2016.0,Vilassar de Dalt,119.4,20540000.0,181541.0
3935,2016.0,Vilassar de Mar,115.9,19936000.0,406362.0
3936,2016.0,Vilobí d'Onyar,101.9,17526000.0,54538.0
3937,2016.0,Vilobí del Penedès,98.1,16873000.0,18443.0
3938,2016.0,Vinyols i els Arcs,86.4,14862000.0,28709.0
3939,2016.0,Xerta,79.7,13720000.0,16191.0
3940,2016.0,Òdena,87.2,14999000.0,54150.0
3941,2017.0,Abrera,99.8,17437.0,213583.0
3942,2017.0,Agramunt,86.5,15115.0,81181.0
3943,2017.0,Aiguafreda,100.2,17514.0,43780.0
3944,2017.0,Aitona,67.6,11808.0,29516.0
3945,2017.0,Albatàrrec,69.3,12113.0,27408.0
3946,2017.0,Albesa,81.5,14247.0,22227.0
3947,2017.0,Albinyana,77.1,13469.0,31584.0
3948,2017.0,Alcanar,71.3,12458.0,118232.0
3949,2017.0,Alcarràs,71.7,12523.0,115465.0
3950,2017.0,Alcoletge,77.0,13448.0,45109.0
3951,2017.0,Alcover,83.7,14632.0,75264.0
3952,2017.0,"Aldea, l'",72.8,12717.0,52648.0
3953,2017.0,Alella,156.9,27406.0,262301.0
3954,2017.0,Alfarràs,75.1,13123.0,36721.0
3955,2017.0,Alforja,71.6,12515.0,22585.0
3956,2017.0,Alguaire,82.0,14320.0,41518.0
3957,2017.0,Almacelles,77.5,13539.0,90680.0
3958,2017.0,Almenar,78.2,13662.0,46409.0
3959,2017.0,Almoster,113.9,19896.0,27057.0
3960,2017.0,Alp,87.7,15329.0,23399.0
3961,2017.0,Alpicat,103.1,18017.0,110675.0
3962,2017.0,Altafulla,100.1,17493.0,89487.0
3963,2017.0,Amer,98.0,17124.0,37961.0
3964,2017.0,"Ametlla de Mar, l'",71.2,12445.0,84476.0
3965,2017.0,"Ametlla del Vallès, l'",124.1,21675.0,182200.0
