concepte,any,municipi,renda familiar disponible bruta,renda familiar disponible bruta,renda familiar disponible bruta
indicador,,,per habitant (índex Catalunya=100),per habitant (€),valor (milers €)
1807,2009.0,Masquefa,84.5,14700.0,120035.0
1808,2009.0,Matadepera,176.1,30700.0,259436.0
1809,2009.0,Mataró,92.0,16000.0,1940473.0
1810,2009.0,Maçanet de la Selva,79.1,13800.0,91967.0
1811,2009.0,Moià,90.5,15800.0,88764.0
1812,2009.0,Molins de Rei,108.1,18800.0,448484.0
1813,2009.0,Mollerussa,88.8,15500.0,220606.0
1814,2009.0,Mollet del Vallès,84.4,14700.0,761072.0
1815,2009.0,Mont-roig del Camp,87.6,15300.0,180208.0
1816,2009.0,Montblanc,98.2,17100.0,123193.0
1817,2009.0,Montcada i Reixac,90.8,15800.0,521170.0
1818,2009.0,Montgat,100.0,17400.0,179741.0
1819,2009.0,Montmeló,87.8,15300.0,135474.0
1820,2009.0,Montornès del Vallès,78.4,13700.0,210777.0
1821,2009.0,Móra d'Ebre,107.1,18700.0,103255.0
1822,2009.0,Navarcles,99.2,17300.0,101405.0
1823,2009.0,Navàs,100.2,17500.0,106935.0
1824,2009.0,Olesa de Montserrat,86.8,15100.0,349894.0
1825,2009.0,Olot,103.6,18100.0,597626.0
1826,2009.0,Palafolls,82.3,14400.0,123198.0
1827,2009.0,Palafrugell,96.1,16800.0,365762.0
1828,2009.0,Palamós,93.6,16300.0,286696.0
1829,2009.0,Palau-solità i Plegamans,97.9,17100.0,236771.0
1830,2009.0,Pallejà,95.3,16600.0,183222.0
1831,2009.0,Parets del Vallès,93.1,16200.0,283383.0
1832,2009.0,Piera,81.4,14200.0,203037.0
1833,2009.0,Pineda de Mar,83.9,14600.0,376994.0
1834,2009.0,Polinyà,86.6,15100.0,114612.0
1835,2009.0,"Pont de Suert, el",105.8,18500.0,45771.0
1836,2009.0,"Prat de Llobregat, el",87.1,15200.0,948459.0
1837,2009.0,Premià de Dalt,125.4,21900.0,216354.0
1838,2009.0,Premià de Mar,98.0,17100.0,466312.0
1839,2009.0,Puigcerdà,107.5,18700.0,158722.0
1840,2009.0,Reus,97.9,17100.0,1791556.0
1841,2009.0,Ripoll,105.1,18300.0,200258.0
1842,2009.0,Ripollet,84.9,14800.0,538970.0
1843,2009.0,Riudoms,96.4,16800.0,106503.0
1844,2009.0,"Roca del Vallès, la",99.0,17300.0,174379.0
1845,2009.0,Roda de Berà,96.2,16800.0,101784.0
1846,2009.0,Roda de Ter,88.7,15500.0,93283.0
1847,2009.0,Roquetes,90.7,15800.0,127562.0
1848,2009.0,Roses,79.3,13800.0,269518.0
1849,2009.0,Rubí,87.3,15200.0,1094671.0
1850,2009.0,"Ràpita, la",95.7,16700.0,252320.0
1851,2009.0,Sabadell,98.7,17200.0,3494959.0
1852,2009.0,Sallent,98.3,17100.0,119475.0
1853,2009.0,Salou,84.8,14800.0,387645.0
1854,2009.0,Salt,73.3,12800.0,376563.0
1855,2009.0,Sant Adrià de Besòs,78.5,13700.0,460995.0
1856,2009.0,Sant Andreu de Llavaneres,125.9,22000.0,222391.0
1857,2009.0,Sant Andreu de la Barca,82.3,14300.0,375160.0
1858,2009.0,Sant Antoni de Vilamajor,111.6,19500.0,104709.0
1859,2009.0,Sant Boi de Llobregat,84.7,14800.0,1198907.0
1860,2009.0,Sant Celoni,88.3,15400.0,256212.0
1861,2009.0,Sant Cugat del Vallès,130.9,22800.0,1802795.0
1862,2009.0,Sant Esteve Sesrovires,90.8,15800.0,113359.0
1863,2009.0,Sant Feliu de Codines,97.5,17000.0,96623.0
1864,2009.0,Sant Feliu de Guíxols,100.0,17400.0,371902.0
1865,2009.0,Sant Feliu de Llobregat,96.3,16800.0,711428.0
1866,2009.0,Sant Fost de Campsentelles,103.3,18000.0,146593.0
1867,2009.0,Sant Fruitós de Bages,107.3,18700.0,148689.0
1868,2009.0,Sant Hilari Sacalm,100.1,17400.0,96222.0
1869,2009.0,Sant Joan Despí,98.2,17100.0,543079.0
1870,2009.0,Sant Joan de Vilatorrada,92.2,16100.000000000002,171211.0
1871,2009.0,Sant Just Desvern,146.0,25500.0,397911.0
1872,2009.0,Sant Pere de Ribes,94.2,16400.0,456831.0
1873,2009.0,Sant Pol de Mar,128.9,22500.0,113083.0
1874,2009.0,Sant Quirze del Vallès,119.7,20900.0,380383.0
1875,2009.0,Sant Sadurní d'Anoia,103.5,18000.0,221106.0
1876,2009.0,Sant Vicenç de Castellet,91.8,16000.0,135898.0
1877,2009.0,Sant Vicenç de Montalt,130.5,22700.0,128265.0
1878,2009.0,Sant Vicenç dels Horts,80.7,14100.0,386223.0
1879,2009.0,Santa Coloma de Cervelló,95.3,16600.0,127588.0
1880,2009.0,Santa Coloma de Farners,98.8,17200.0,195872.0
1881,2009.0,Santa Coloma de Gramenet,74.6,13000.0,1548970.0
1882,2009.0,Santa Eulàlia de Ronçana,98.2,17100.0,114983.0
1883,2009.0,Santa Margarida de Montbui,80.0,13900.0,135601.0
1884,2009.0,Santa Margarida i els Monjos,84.7,14800.0,102662.0
1885,2009.0,Santa Maria de Palautordera,87.0,15200.0,133576.0
1886,2009.0,Santa Perpètua de Mogoda,90.0,15700.0,386908.0
1887,2009.0,Santpedor,100.0,17400.0,119717.0
1888,2009.0,"Selva del Camp, la",94.3,16400.0,87569.0
1889,2009.0,Sentmenat,94.3,16400.0,128911.0
1890,2009.0,"Seu d'Urgell, la",95.7,16700.0,208689.0
1891,2009.0,Sils,93.6,16300.0,82141.0
1892,2009.0,Sitges,108.6,18900.0,517769.0
1893,2009.0,Solsona,95.6,16700.0,153439.0
1894,2009.0,Sort,123.1,21500.0,49887.0
1895,2009.0,"Sénia, la",98.9,17200.0,102891.0
1896,2009.0,Súria,97.3,17000.0,106807.0
1897,2009.0,Taradell,96.8,16900.0,101245.0
1898,2009.0,Tarragona,109.4,19100.0,2613452.0
1899,2009.0,Teià,152.1,26500.0,159530.0
1900,2009.0,Terrassa,94.7,16500.0,3430559.0
1901,2009.0,Tiana,133.0,23200.0,176155.0
1902,2009.0,Tona,91.0,15900.0,125774.0
1903,2009.0,Tordera,83.0,14500.0,221604.0
1904,2009.0,Torelló,95.0,16600.0,228503.0
1905,2009.0,Torredembarra,103.1,18000.0,269241.0
1906,2009.0,Torrelles de Llobregat,97.0,16900.0,91290.0
1907,2009.0,Torroella de Montgrí,93.3,16300.0,182348.0
1908,2009.0,Tortosa,101.9,17800.0,606274.0
1909,2009.0,Tossa de Mar,102.8,17900.0,102618.0
1910,2009.0,Tremp,112.8,19700.0,117242.0
1911,2009.0,Tàrrega,100.4,17500.0,287605.0
1912,2009.0,Ulldecona,95.6,16700.0,118163.0
1913,2009.0,Vacarisses,82.9,14400.0,84297.0
1914,2009.0,Vallirana,93.2,16200.0,226248.0
1915,2009.0,Valls,102.3,17800.0,439438.0
1916,2009.0,Vandellòs i l'Hospitalet de l'Infant,91.0,15900.0,90321.0
1917,2009.0,"Vendrell, el",103.6,18100.0,631399.0
1918,2009.0,Vic,94.1,16400.0,654662.0
1919,2009.0,Vidreres,92.0,16000.0,115989.0
1920,2009.0,Vielha e Mijaran,115.8,20200.0,109646.0
1921,2009.0,Vila-seca,83.5,14500.0,300231.0
1922,2009.0,Viladecans,85.8,15000.0,939723.0
1923,2009.0,Viladecavalls,97.1,16900.0,121620.0
1924,2009.0,Vilafant,95.7,16700.0,86861.0
1925,2009.0,Vilafranca del Penedès,98.6,17200.0,657860.0
1926,2009.0,Vilanova del Camí,79.9,13900.0,174467.0
1927,2009.0,Vilanova i la Geltrú,96.9,16900.0,1096639.0
1928,2009.0,Vilassar de Dalt,123.8,21600.0,185919.0
1929,2009.0,Vilassar de Mar,114.7,20000.0,386298.0
1930,2010.0,Abrera,86.7,14600.0,166471.0
1931,2010.0,Agramunt,104.0,17500.0,95980.0
1932,2010.0,Alcanar,92.2,15600.0,160048.0
1933,2010.0,Alcarràs,97.3,16400.0,131955.0
1934,2010.0,Alcover,93.6,15800.0,79746.0
1935,2010.0,Alella,151.9,25600.0,242423.0
1936,2010.0,Almacelles,93.0,15700.0,101948.0
1937,2010.0,Alpicat,117.7,19900.0,119869.0
1938,2010.0,"Ametlla de Mar, l'",81.7,13800.0,102138.0
1939,2010.0,"Ametlla del Vallès, l'",129.7,21900.0,175212.0
1940,2010.0,Amposta,97.4,16400.0,342383.0
1941,2010.0,Anglès,98.1,16600.0,89099.0
1942,2010.0,"Arboç, l'",88.4,14900.0,80182.0
1943,2010.0,Arbúcies,94.7,16000.0,102651.0
1944,2010.0,Arenys de Mar,99.1,16700.0,244255.0
1945,2010.0,Arenys de Munt,100.7,17000.0,141468.0
1946,2010.0,Argentona,106.8,18000.0,209359.0
1947,2010.0,Artés,89.1,15000.0,82141.0
1948,2010.0,Badalona,85.7,14500.0,3150113.0
1949,2010.0,Badia del Vallès,73.1,12300.0,165797.0
1950,2010.0,Balaguer,89.6,15100.0,246330.0
1951,2010.0,Banyoles,106.0,17900.0,334648.0
1952,2010.0,Barberà del Vallès,91.5,15400.0,483394.0
1953,2010.0,Barcelona,114.5,19300.0,31038101.0
1954,2010.0,Begues,109.1,18400.0,115982.0
1955,2010.0,Berga,97.3,16400.0,279751.0
1956,2010.0,Bigues i Riells del Fai,96.2,16200.0,139498.0
1957,2010.0,"Bisbal d'Empordà, la",102.9,17400.0,175780.0
1958,2010.0,Blanes,90.1,15200.0,583519.0
1959,2010.0,"Borges Blanques, les",102.1,17200.0,100964.0
1960,2010.0,Cabrils,149.9,25300.0,178913.0
1961,2010.0,Calafell,100.7,17000.0,409696.0
1962,2010.0,Caldes de Malavella,97.4,16400.0,110000.0
1963,2010.0,Caldes de Montbui,95.6,16100.000000000002,272144.0
1964,2010.0,Calella,82.8,14000.0,257695.0
1965,2010.0,Calonge i Sant Antoni,99.9,16900.0,176496.0
1966,2010.0,Cambrils,96.5,16300.0,523817.0
1967,2010.0,Canet de Mar,94.0,15900.0,219358.0
1968,2010.0,Canovelles,79.4,13400.0,210923.0
1969,2010.0,Capellades,93.2,15700.0,85627.0
1970,2010.0,Cardedeu,98.1,16600.0,278851.0
1971,2010.0,Cardona,103.6,17500.0,88665.0
1972,2010.0,Cassà de la Selva,104.1,17600.0,166908.0
1973,2010.0,"Castell d'Aro, Platja d'Aro i s'Agaró",95.4,16100.000000000002,163248.0
1974,2010.0,Castellar del Vallès,101.4,17100.0,389985.0
1975,2010.0,Castellbisbal,91.8,15500.0,186327.0
1976,2010.0,Castelldefels,93.7,15800.0,977623.0
1977,2010.0,Castelló d'Empúries,74.8,12600.0,145729.0
1978,2010.0,Centelles,94.4,15900.0,115943.0
1979,2010.0,Cerdanyola del Vallès,103.1,17400.0,997549.0
1980,2010.0,Cervelló,93.8,15800.0,134405.0
1981,2010.0,Cervera,93.7,15800.0,146547.0
1982,2010.0,Constantí,80.4,13600.0,86073.0
1983,2010.0,Corbera de Llobregat,99.1,16700.0,231357.0
1984,2010.0,Cornellà de Llobregat,85.7,14500.0,1245043.0
1985,2010.0,Cubelles,88.2,14900.0,206105.0
1986,2010.0,Cunit,90.4,15300.0,186307.0
1987,2010.0,Deltebre,98.6,16600.0,197413.0
1988,2010.0,Dosrius,90.8,15300.0,76747.0
1989,2010.0,"Escala, l'",96.8,16300.0,163762.0
1990,2010.0,Esparreguera,86.1,14500.0,315331.0
1991,2010.0,Esplugues de Llobregat,103.6,17500.0,805028.0
1992,2010.0,Falset,105.5,17800.0,50801.0
1993,2010.0,Figueres,99.0,16700.0,711978.0
1994,2010.0,"Franqueses del Vallès, les",88.2,14900.0,270154.0
1995,2010.0,Gandesa,93.5,15800.0,50553.0
1996,2010.0,"Garriga, la",105.2,17800.0,265423.0
1997,2010.0,Gavà,93.0,15700.0,716724.0
1998,2010.0,Gelida,97.0,16400.0,114788.0
1999,2010.0,Girona,115.8,19500.0,1843183.0
2000,2010.0,Gironella,100.4,16900.0,85749.0
2001,2010.0,Granollers,94.1,15900.0,937959.0
2002,2010.0,Guissona,82.5,13900.0,88305.0
2003,2010.0,"Hospitalet de Llobregat, l'",81.8,13800.0,3527313.0
2004,2010.0,Igualada,98.3,16600.0,643705.0
2005,2010.0,"Llagosta, la",76.3,12900.0,174308.0
2006,2010.0,Llagostera,96.6,16300.0,127661.0
2007,2010.0,Llançà,105.9,17900.0,88612.0
2008,2010.0,Lleida,101.4,17100.0,2315519.0
2009,2010.0,Llinars del Vallès,93.5,15800.0,143726.0
2010,2010.0,Lliçà d'Amunt,87.5,14800.0,209764.0
2011,2010.0,Lliçà de Vall,105.3,17800.0,111905.0
2012,2010.0,Lloret de Mar,82.5,13900.0,535943.0
2013,2010.0,Malgrat de Mar,87.2,14700.0,269578.0
2014,2010.0,Manlleu,87.9,14800.0,301857.0
2015,2010.0,Manresa,99.2,16700.0,1259516.0
2016,2010.0,Martorell,86.8,14600.0,392187.0
2017,2010.0,"Masnou, el",116.2,19600.0,436687.0
2018,2010.0,Masquefa,84.1,14200.0,116734.0
2019,2010.0,Matadepera,175.4,29600.0,250054.0
2020,2010.0,Mataró,93.2,15700.0,1919396.0
2021,2010.0,Maçanet de la Selva,79.0,13300.0,90485.0
2022,2010.0,Moià,90.0,15200.0,85622.0
2023,2010.0,Molins de Rei,108.0,18200.0,438685.0
2024,2010.0,Mollerussa,86.9,14700.0,212114.0
2025,2010.0,Mollet del Vallès,86.3,14600.0,753584.0
2026,2010.0,Mont-roig del Camp,85.5,14400.0,174988.0
2027,2010.0,Montblanc,102.9,17400.0,125742.0
2028,2010.0,Montcada i Reixac,91.1,15400.0,512956.0
2029,2010.0,Montgat,98.0,16500.0,174407.0
2030,2010.0,Montmeló,87.5,14800.0,130458.0
2031,2010.0,Montornès del Vallès,79.9,13500.0,211705.0
2032,2010.0,Móra d'Ebre,108.1,18200.0,100662.0
2033,2010.0,Navarcles,99.0,16700.0,98182.0
2034,2010.0,Navàs,99.4,16800.0,102185.0
2035,2010.0,Olesa de Montserrat,87.1,14700.0,344653.0
2036,2010.0,Olot,102.6,17300.0,575054.0
2037,2010.0,Palafolls,80.7,13600.0,119405.0
2038,2010.0,Palafrugell,95.6,16100.000000000002,356226.0
2039,2010.0,Palamós,94.5,15900.0,278551.0
2040,2010.0,Palau-solità i Plegamans,97.5,16500.0,230745.0
2041,2010.0,Pallejà,95.0,16000.0,178219.0
2042,2010.0,Parets del Vallès,93.4,15800.0,279308.0
2043,2010.0,Piera,80.7,13600.0,198617.0
2044,2010.0,Pineda de Mar,85.4,14400.0,369874.0
2045,2010.0,Polinyà,86.3,14600.0,112975.0
2046,2010.0,"Pont de Suert, el",107.7,18200.0,44825.0
2047,2010.0,"Prat de Llobregat, el",88.0,14800.0,929213.0
2048,2010.0,Premià de Dalt,122.2,20600.0,206315.0
2049,2010.0,Premià de Mar,97.1,16400.0,454584.0
2050,2010.0,Puigcerdà,106.5,18000.0,150568.0
2051,2010.0,Reus,98.7,16700.0,1747158.0
2052,2010.0,Ripoll,105.0,17700.0,192517.0
2053,2010.0,Ripollet,87.1,14700.0,537737.0
2054,2010.0,Riudoms,97.1,16400.0,104215.0
2055,2010.0,"Roca del Vallès, la",98.0,16500.0,168030.0
2056,2010.0,Roda de Berà,95.0,16000.0,98283.0
2057,2010.0,Roda de Ter,91.3,15400.0,94050.0
2058,2010.0,Roquetes,91.2,15400.0,123516.0
2059,2010.0,Roses,80.6,13600.0,261286.0
2060,2010.0,Rubí,89.7,15100.0,1097767.0
2061,2010.0,"Ràpita, la",94.4,15900.0,239664.0
2062,2010.0,Sabadell,98.9,16700.0,3404071.0
2063,2010.0,Sallent,99.1,16700.0,114595.0
2064,2010.0,Salou,81.5,13800.0,358642.0
2065,2010.0,Salt,75.8,12800.0,379484.0
2066,2010.0,Sant Adrià de Besòs,80.0,13500.0,457621.0
2067,2010.0,Sant Andreu de Llavaneres,123.1,20800.0,212597.0
2068,2010.0,Sant Andreu de la Barca,83.1,14000.0,371891.0
2069,2010.0,Sant Antoni de Vilamajor,108.7,18300.0,99874.0
2070,2010.0,Sant Boi de Llobregat,85.8,14500.0,1180837.0
2071,2010.0,Sant Celoni,89.5,15100.0,252083.0
2072,2010.0,Sant Cugat del Vallès,129.6,21900.0,1774228.0
2073,2010.0,Sant Esteve Sesrovires,89.9,15200.0,110512.0
2074,2010.0,Sant Feliu de Codines,95.3,16100.000000000002,93849.0
2075,2010.0,Sant Feliu de Guíxols,100.0,16900.0,359057.0
2076,2010.0,Sant Feliu de Llobregat,96.6,16300.0,693206.0
2077,2010.0,Sant Fost de Campsentelles,102.0,17200.0,141843.0
2078,2010.0,Sant Fruitós de Bages,105.2,17700.0,143174.0
2079,2010.0,Sant Hilari Sacalm,100.7,17000.0,93564.0
2080,2010.0,Sant Joan Despí,98.4,16600.0,530370.0
2081,2010.0,Sant Joan de Vilatorrada,91.9,15500.0,165166.0
2082,2010.0,Sant Just Desvern,143.7,24200.0,384748.0
2083,2010.0,Sant Pere de Ribes,95.0,16000.0,448710.0
2084,2010.0,Sant Pol de Mar,127.8,21600.0,108175.0
2085,2010.0,Sant Quirze del Vallès,117.7,19900.0,368529.0
2086,2010.0,Sant Sadurní d'Anoia,103.4,17400.0,214986.0
2087,2010.0,Sant Vicenç de Castellet,91.2,15400.0,134970.0
2088,2010.0,Sant Vicenç de Montalt,127.5,21500.0,123667.0
2089,2010.0,Sant Vicenç dels Horts,81.0,13700.0,378685.0
2090,2010.0,Santa Coloma de Cervelló,95.8,16200.0,125824.0
2091,2010.0,Santa Coloma de Farners,98.0,16500.0,192845.0
2092,2010.0,Santa Coloma de Gramenet,75.8,12800.0,1530132.0
2093,2010.0,Santa Eulàlia de Ronçana,97.2,16400.0,111263.0
2094,2010.0,Santa Margarida de Montbui,81.3,13700.0,133320.0
2095,2010.0,Santa Margarida i els Monjos,86.9,14700.0,102273.0
2096,2010.0,Santa Maria de Palautordera,87.3,14700.0,131818.0
2097,2010.0,Santa Perpètua de Mogoda,90.6,15300.0,379371.0
2098,2010.0,Santpedor,97.8,16500.0,115903.0
2099,2010.0,"Selva del Camp, la",97.0,16400.0,88932.0
2100,2010.0,Sentmenat,91.9,15500.0,125820.0
2101,2010.0,"Seu d'Urgell, la",94.8,16000.0,199375.0
2102,2010.0,Sils,92.1,15500.0,81032.0
2103,2010.0,Sitges,107.9,18200.0,505930.0
2104,2010.0,Solsona,93.9,15800.0,146139.0
2105,2010.0,Sort,120.1,20300.0,46959.0
2106,2010.0,"Sénia, la",98.0,16500.0,97598.0
2107,2010.0,Súria,96.6,16300.0,101292.0
2108,2010.0,Taradell,94.8,16000.0,97737.0
2109,2010.0,Tarragona,107.2,18100.0,2482707.0
2110,2010.0,Teià,149.5,25200.0,152651.0
2111,2010.0,Terrassa,95.5,16100.000000000002,3377497.0
2112,2010.0,Tiana,129.6,21900.0,170229.0
2113,2010.0,Tona,90.6,15300.0,122578.0
2114,2010.0,Tordera,81.7,13800.0,215586.0
2115,2010.0,Torelló,94.1,15900.0,220295.0
2116,2010.0,Torredembarra,102.1,17200.0,260570.0
2117,2010.0,Torrelles de Llobregat,96.2,16200.0,89538.0
2118,2010.0,Torroella de Montgrí,93.2,15700.0,175035.0
2119,2010.0,Tortosa,103.6,17500.0,586042.0
2120,2010.0,Tossa de Mar,99.8,16800.0,96266.0
2121,2010.0,Tremp,110.4,18600.0,115022.0
2122,2010.0,Tàrrega,100.9,17000.0,283559.0
2123,2010.0,Ulldecona,92.6,15600.0,112103.0
2124,2010.0,Vacarisses,82.6,13900.0,83552.0
2125,2010.0,Vallirana,92.0,15500.0,219007.0
2126,2010.0,Valls,102.5,17300.0,426077.0
2127,2010.0,Vandellòs i l'Hospitalet de l'Infant,92.0,15500.0,89929.0
2128,2010.0,"Vendrell, el",103.4,17400.0,617364.0
2129,2010.0,Vic,93.9,15800.0,641576.0
2130,2010.0,Vidreres,91.7,15500.0,113744.0
2131,2010.0,Vielha e Mijaran,112.8,19000.0,102656.0
2132,2010.0,Vila-seca,82.4,13900.0,294447.0
2133,2010.0,Viladecans,86.6,14600.0,928471.0
2134,2010.0,Viladecavalls,98.4,16600.0,119892.0
2135,2010.0,Vilafant,96.6,16300.0,85002.0
2136,2010.0,Vilafranca del Penedès,99.8,16800.0,648293.0
2137,2010.0,Vilanova del Camí,81.8,13800.0,172793.0
2138,2010.0,Vilanova i la Geltrú,96.2,16200.0,1061315.0
2139,2010.0,Vilassar de Dalt,123.0,20700.0,179923.0
2140,2010.0,Vilassar de Mar,113.7,19200.0,373920.0
2141,2011.0,Abrera,101.5,17000.0,197898.0
2142,2011.0,Agramunt,86.3,14400.0,80786.0
2143,2011.0,Alcanar,73.0,12200.0,127946.0
2144,2011.0,Alcarràs,85.5,14300.0,120811.0
2145,2011.0,Alcover,87.0,14500.0,74269.0
2146,2011.0,Alella,135.7,22700.0,216369.0
2147,2011.0,Almacelles,82.6,13800.0,91371.0
2148,2011.0,Alpicat,106.8,17800.0,109409.0
2149,2011.0,Altafulla,108.8,18200.0,86722.0
2150,2011.0,"Ametlla de Mar, l'",65.3,10900.0,82487.0
2151,2011.0,"Ametlla del Vallès, l'",120.3,20100.0,163158.0
2152,2011.0,Amposta,74.5,12400.0,263340.0
2153,2011.0,Anglès,87.8,14700.0,81900.0
2154,2011.0,"Arboç, l'",81.2,13600.0,74308.0
2155,2011.0,Arbúcies,81.2,13600.0,89805.0
2156,2011.0,Arenys de Mar,95.8,16000.0,238052.0
2157,2011.0,Arenys de Munt,95.5,15900.0,135133.0
2158,2011.0,Argentona,104.0,17400.0,204728.0
2159,2011.0,Artés,96.1,16000.0,89078.0
2160,2011.0,Badalona,91.1,15200.0,3334049.0
2161,2011.0,Badia del Vallès,70.6,11800.0,159825.0
2162,2011.0,Balaguer,80.2,13400.0,224761.0
2163,2011.0,Banyoles,94.3,15700.0,301792.0
2164,2011.0,Barberà del Vallès,97.4,16300.0,522957.0
2165,2011.0,Barcelona,122.7,20500.0,32985313.0
2166,2011.0,Begues,123.3,20600.0,132536.0
2167,2011.0,Berga,97.3,16300.0,274739.0
2168,2011.0,Bigues i Riells del Fai,100.5,16800.0,146703.0
2169,2011.0,"Bisbal d'Empordà, la",79.8,13300.0,139231.0
2170,2011.0,Blanes,80.0,13400.0,523325.0
2171,2011.0,"Borges Blanques, les",90.4,15100.0,90629.0
2172,2011.0,Cabrils,131.1,21900.0,156208.0
2173,2011.0,Calafell,80.4,13400.0,330978.0
2174,2011.0,Caldes de Malavella,88.2,14700.0,101971.0
2175,2011.0,Caldes de Montbui,102.6,17100.0,294150.0
2176,2011.0,Calella,81.8,13700.0,252969.0
2177,2011.0,Calonge i Sant Antoni,83.5,13900.0,149089.0
2178,2011.0,Cambrils,88.2,14700.0,487235.0
2179,2011.0,Canet de Mar,93.8,15700.0,220236.0
2180,2011.0,"Canonja, la",77.2,12900.0,73011.0
2181,2011.0,Canovelles,81.6,13600.0,216786.0
2182,2011.0,Capellades,95.7,16000.0,87223.0
2183,2011.0,Cardedeu,102.9,17200.0,296739.0
2184,2011.0,Cardona,102.4,17100.0,86757.0
2185,2011.0,Cassà de la Selva,94.4,15800.0,154140.0
2186,2011.0,"Castell d'Aro, Platja d'Aro i s'Agaró",77.0,12900.0,133198.0
2187,2011.0,Castellar del Vallès,101.5,16900.0,393617.0
2188,2011.0,Castellbisbal,98.6,16500.0,202525.0
2189,2011.0,Castelldefels,106.3,17800.0,1113565.0
2190,2011.0,Castelló d'Empúries,58.8,9800.0,114278.0
2191,2011.0,Celrà,89.5,15000.0,71787.0
2192,2011.0,Centelles,98.4,16400.0,119931.0
2193,2011.0,Cerdanyola del Vallès,105.4,17600.0,1019260.0
2194,2011.0,Cervelló,109.8,18300.0,157851.0
2195,2011.0,Cervera,82.9,13800.0,129845.0
2196,2011.0,Constantí,70.9,11800.0,78613.0
2197,2011.0,Corbera de Llobregat,103.8,17300.0,243958.0
2198,2011.0,Cornellà de Llobregat,93.2,15600.0,1351990.0
2199,2011.0,Cubelles,97.1,16200.0,229589.0
2200,2011.0,Cunit,78.9,13200.0,164853.0
2201,2011.0,Deltebre,68.4,11400.0,138526.0
2202,2011.0,Dosrius,96.0,16000.0,82158.0
2203,2011.0,"Escala, l'",72.3,12100.0,125110.0
2204,2011.0,Esparreguera,93.8,15700.0,341653.0
2205,2011.0,Esplugues de Llobregat,115.2,19200.0,893200.0
2206,2011.0,Falset,86.5,14500.0,41831.0
2207,2011.0,Figueres,76.2,12700.0,563285.0
2208,2011.0,"Franqueses del Vallès, les",94.3,15800.0,296031.0
2209,2011.0,Gandesa,81.1,13500.0,42535.0
2210,2011.0,"Garriga, la",106.6,17800.0,272353.0
2211,2011.0,Gavà,104.1,17400.0,801700.0
2212,2011.0,Gelida,97.3,16300.0,114936.0
2213,2011.0,Girona,99.3,16600.0,1594931.0
2214,2011.0,Gironella,94.8,15800.0,80183.0
2215,2011.0,Granollers,98.6,16500.0,983703.0
2216,2011.0,Guissona,86.5,14500.0,95843.0
2217,2011.0,"Hospitalet de Llobregat, l'",90.4,15100.0,3854867.0
2218,2011.0,Igualada,97.9,16400.0,639634.0
2219,2011.0,"Llagosta, la",86.2,14400.0,196151.0
2220,2011.0,Llagostera,85.8,14300.0,115570.0
2221,2011.0,Llançà,82.6,13800.0,69529.0
2222,2011.0,Lleida,93.2,15600.0,2143223.0
2223,2011.0,Llinars del Vallès,95.9,16000.0,149823.0
2224,2011.0,Lliçà d'Amunt,98.9,16500.0,239048.0
2225,2011.0,Lliçà de Vall,106.6,17800.0,113487.0
2226,2011.0,Lloret de Mar,58.0,9700.0,386604.0
2227,2011.0,Malgrat de Mar,84.2,14100.0,258617.0
2228,2011.0,Manlleu,87.9,14700.0,299139.0
2229,2011.0,Manresa,99.6,16600.0,1270055.0
2230,2011.0,Martorell,91.1,15200.0,420258.0
2231,2011.0,"Masnou, el",114.9,19200.0,430548.0
2232,2011.0,Masquefa,90.0,15000.0,125178.0
2233,2011.0,Matadepera,163.8,27400.0,235285.0
2234,2011.0,Mataró,87.6,14600.0,1804292.0
2235,2011.0,Maçanet de la Selva,70.9,11800.0,83124.0
2236,2011.0,Moià,95.4,15900.0,91521.0
2237,2011.0,Molins de Rei,113.8,19000.0,466400.0
2238,2011.0,Mollerussa,83.3,13900.0,203294.0
2239,2011.0,Mollet del Vallès,92.4,15400.0,804446.0
2240,2011.0,Mont-roig del Camp,73.4,12300.0,153499.0
2241,2011.0,Montblanc,94.0,15700.0,114764.0
2242,2011.0,Montcada i Reixac,91.5,15300.0,524855.0
2243,2011.0,Montgat,110.7,18500.0,198737.0
2244,2011.0,Montmeló,96.4,16100.000000000002,142291.0
2245,2011.0,Montornès del Vallès,89.2,14900.0,239199.0
2246,2011.0,Móra d'Ebre,93.3,15600.0,86877.0
2247,2011.0,Navarcles,96.1,16000.0,95454.0
2248,2011.0,Navàs,98.5,16500.0,100999.0
2249,2011.0,Olesa de Montserrat,93.7,15700.0,372679.0
2250,2011.0,Olot,95.1,15900.0,533021.0
2251,2011.0,Palafolls,85.1,14200.0,127242.0
2252,2011.0,Palafrugell,76.1,12700.0,287181.0
2253,2011.0,Palamós,85.8,14300.0,253257.0
2254,2011.0,Palau-solità i Plegamans,99.4,16600.0,238629.0
2255,2011.0,Pallejà,110.8,18500.0,207323.0
2256,2011.0,Parets del Vallès,98.9,16500.0,301221.0
2257,2011.0,Piera,83.2,13900.0,207025.0
2258,2011.0,Pineda de Mar,80.2,13400.0,347478.0
2259,2011.0,Polinyà,92.1,15400.0,123356.0
2260,2011.0,"Pont de Suert, el",92.2,15400.0,38279.0
2261,2011.0,"Prat de Llobregat, el",97.9,16300.0,1029375.0
2262,2011.0,Premià de Dalt,120.9,20200.0,205483.0
2263,2011.0,Premià de Mar,102.3,17100.0,479925.0
