,Unnamed: 0,Data d'inici,Municipis,Àmbit Territorial,Cens 2024,Percentatge població servida amb el PaP,Fraccions recollides PaP,Horari de Recollida,habitants servits amb el PaP
299,300.0,2024-08-09,ANGLESOLA,Urgell,1367.0,100.0,2 [FO+R],nocturn,1367.0
300,301.0,2025-06-03,BELIANES,Urgell,517.0,100.0,2 [FO+R],nocturn,517.0
301,302.0,2010-04-20,CASTELLSERÀ,Urgell,993.0,100.0,4 [FO+R+P/C+E],nocturn,993.0
302,303.0,2025-06-12,CIUTADILLA,Urgell,194.0,100.0,2 [FO+R],nocturn,194.0
303,304.0,2025-06-12,GUIMERÀ,Urgell,246.0,100.0,2 [FO+R],nocturn,246.0
304,305.0,2024-08-20,LA FULIOLA,Urgell,1238.0,100.0,2 [FO+R],nocturn,1238.0
305,306.0,2025-06-03,MALDÀ,Urgell,236.0,100.0,2 [FO+R],nocturn,236.0
306,307.0,2025-06-12,NALEC,Urgell,89.0,100.0,2 [FO+R],nocturn,89.0
307,308.0,2025-06-03,OMELLS DE NA GAIA,Urgell,121.0,100.0,2 [FO+R],nocturn,121.0
308,309.0,2024-04-01,OSSÓ DE SIÓ,Urgell,195.0,100.0,2 [FO+R],nocturn,195.0
309,310.0,2025-06-03,PREIXANA,Urgell,406.0,100.0,2 [FO+R],nocturn,406.0
310,311.0,2024-04-01,PUIGVERD D'AGRAMUNT,Urgell,240.0,100.0,2 [FO+R],nocturn,240.0
311,312.0,2025-06-12,SANT MATÍ DE RIUCORB,Urgell,673.0,100.0,2 [FO+R],nocturn,673.0
312,313.0,2024-11-06,TÀRREGA,Urgell,18542.0,100.0,2 [FO+R],nocturn,18542.0
313,314.0,2024-08-23,TORNABOUS,Urgell,851.0,100.0,2 [FO+R],nocturn,851.0
314,315.0,2025-06-03,VALLBONA DE LES MONGES,Urgell,223.0,100.0,2 [FO+R],nocturn,223.0
315,316.0,2009-11-02,VERDÚ,Urgell,886.0,100.0,5 [FO+R+V+P/C+E],diürn,886.0
316,317.0,2024-09-20,VILAGRASSA,Urgell,633.0,100.0,2 [FO+R],nocturn,633.0
317,318.0,2005-05-05,MATADEPERA,Vallès Occidental,9815.0,100.0,5 [FO+R+V+P/C+E],diürn,9815.0
318,319.0,2008-11-01,PALAU-SOLITÀ I PLEGAMANS,Vallès Occidental,15456.0,100.0,2 [FO+R],nocturn,15456.0
319,320.0,2017-11-24,VACARISSES,Vallès Occidental,7563.0,100.0,5 [FO+R+V+P/C+E],diürn,7563.0
320,321.0,2020-10-14,ULLASTRELL,Vallès Occidental,2176.0,100.0,5 [FO+R+V+P/C+E],nocturn,2176.0
321,322.0,2020-10-26,"BARBERÀ DEL VALLÈS. Barris: Can Gorgs, Can Gors II i Estació - Ca n'Estaper",Vallès Occidental,33575.0,13.0,5 [FO+R+V+P/C+E],nocturn,4364.75
322,323.0,2021-11-01,RELLINARS,Vallès Occidental,920.0,100.0,5 [FO+R+V+P/C+E],nocturn,920.0
323,324.0,2022-02-28,SENTMENAT,Vallès Occidental,9553.0,100.0,5 [FO+R+V+P/C+E],nocturn,9553.0
324,325.0,2022-04-04,SANT LLORENÇ SAVALL,Vallès Occidental,2586.0,100.0,5 [FO+R+V+P/C+E],nocturn,2586.0
325,326.0,2022-07-12,RIPOLLET,Vallès Occidental,39462.0,53.0,3 [E+P/C+R],nocturn,20914.86
326,327.0,2004-01-01,LLIÇÀ DE VALL,Vallès Oriental,6861.0,100.0,2 [FO+R],nocturn,6861.0
327,328.0,2004-10-18,SANT FELIU DE CODINES,Vallès Oriental,6661.0,92.0,4 [FO+R+P/C+E],nocturn,6128.12
328,329.0,2005-10-01,SANT ANTONI DE VILAMAJOR,Vallès Oriental,6668.0,100.0,4 [FO+R+P/C+E],nocturn,6668.0
329,330.0,2006-06-12,MARTORELLES,Vallès Oriental,4987.0,100.0,2 [FO+R],nocturn,4987.0
330,331.0,2008-10-26,AIGUAFREDA,Vallès Oriental,2576.0,100.0,3 [FO+MP+R],nocturn,2576.0
331,332.0,2009-05-17,FIGARÓ-MONTMANY,Vallès Oriental,1188.0,94.0,3 [FO+MP+R],nocturn,1116.72
332,333.0,2009-06-28,TAGAMANENT,Vallès Oriental,339.0,100.0,3 [FO+MP+R],nocturn,339.0
333,334.0,2016-11-13,SANT ESTEVE DE PALAUTORDERA,Vallès Oriental,3080.0,100.0,5 [FO+R+V+P/C+E],nocturn,3080.0
334,335.0,2018-02-05,SANTA MARIA DE MARTORELLES,Vallès Oriental,873.0,100.0,2 [FO+R],diürn,873.0
335,336.0,2018-11-15,SANTA EULÀLIA DE RONÇANA,Vallès Oriental,7911.0,100.0,5 [FO+R+V+P/C+E],nocturn,7911.0
336,337.0,2021-10-04,LLINARS DEL VALLÈS,Vallès Oriental,10740.0,100.0,5 [FO+R+V+P/C+E],nocturn,10740.0
337,338.0,2022-04-29,LA GARRIGA,Vallès Oriental,17305.0,966.0,4 [FO+R+P/C+E],nocturn,16716.63
338,339.0,2022-07-15,CARDEDEU,Vallès Oriental,19064.0,100.0,4 [FO+R+P/C+E],"Zona verda i blava nocturn, zona groga diürn",19064.0
339,,,,,,,,,910327.39
